	p_Zyl_1	p_Ein	p_Aus
[KWnZOT]	[bar]	[bar]	[bar]
-107.9	3.3434	2.2657	2.7259
-107.8	3.348	2.2659	2.7261
-107.7	3.3526	2.266	2.7263
-107.6	3.3573	2.2662	2.7265
-107.5	3.3619	2.2663	2.7267
-107.4	3.3666	2.2664	2.7269
-107.3	3.3712	2.2666	2.727
-107.2	3.3756	2.2667	2.7273
-107.1	3.3802	2.2668	2.7274
-107	3.3848	2.2669	2.7276
-106.9	3.3894	2.267	2.7278
-106.8	3.3941	2.2671	2.728
-106.7	3.3987	2.2672	2.7282
-106.6	3.4034	2.2673	2.7284
-106.5	3.4081	2.2674	2.7286
-106.4	3.4128	2.2675	2.7288
-106.3	3.4175	2.2676	2.7291
-106.2	3.4222	2.2677	2.7293
-106.1	3.427	2.2678	2.7295
-106	3.4317	2.2679	2.7297
-105.9	3.4364	2.2679	2.7299
-105.8	3.441	2.268	2.7301
-105.7	3.4458	2.2681	2.7303
-105.6	3.4505	2.2682	2.7305
-105.5	3.4553	2.2683	2.7307
-105.4	3.4601	2.2684	2.7309
-105.3	3.465	2.2686	2.7311
-105.2	3.4698	2.2687	2.7314
-105.1	3.4747	2.2688	2.7315
-105	3.4795	2.269	2.7318
-104.9	3.4844	2.2691	2.7319
-104.8	3.4892	2.2692	2.7321
-104.7	3.4941	2.2694	2.7323
-104.6	3.4988	2.2695	2.7325
-104.5	3.5037	2.2697	2.7327
-104.4	3.5084	2.2698	2.7329
-104.3	3.5132	2.27	2.733
-104.2	3.518	2.2701	2.7331
-104.1	3.5227	2.2702	2.7333
-104	3.5275	2.2703	2.7334
-103.9	3.5323	2.2705	2.7334
-103.8	3.537	2.2706	2.7335
-103.7	3.5418	2.2707	2.7335
-103.6	3.5466	2.2709	2.7336
-103.5	3.5512	2.271	2.7336
-103.4	3.5561	2.2711	2.7336
-103.3	3.5608	2.2713	2.7336
-103.2	3.5654	2.2714	2.7335
-103.1	3.5701	2.2716	2.7335
-103	3.5749	2.2717	2.7335
-102.9	3.5796	2.2719	2.7334
-102.8	3.5844	2.272	2.7334
-102.7	3.5892	2.2721	2.7333
-102.6	3.594	2.2723	2.7333
-102.5	3.5987	2.2724	2.7333
-102.4	3.6035	2.2725	2.7333
-102.3	3.6083	2.2726	2.7332
-102.2	3.6131	2.2727	2.7332
-102.1	3.6179	2.2728	2.7333
-102	3.6227	2.2729	2.7333
-101.9	3.6275	2.2731	2.7334
-101.8	3.6324	2.2732	2.7334
-101.7	3.6374	2.2734	2.7335
-101.6	3.6423	2.2735	2.7336
-101.5	3.6473	2.2737	2.7337
-101.4	3.6523	2.2738	2.7338
-101.3	3.6573	2.274	2.7339
-101.2	3.6623	2.2742	2.7341
-101.1	3.6674	2.2743	2.7342
-101	3.6724	2.2744	2.7344
-100.9	3.6774	2.2746	2.7346
-100.8	3.6825	2.2747	2.7348
-100.7	3.6876	2.2748	2.735
-100.6	3.6928	2.275	2.7352
-100.5	3.6979	2.2751	2.7354
-100.4	3.703	2.2752	2.7355
-100.3	3.7084	2.2754	2.7357
-100.2	3.7137	2.2756	2.7358
-100.1	3.719	2.2757	2.736
-100	3.7244	2.2759	2.7361
-99.9	3.7297	2.2761	2.7363
-99.8	3.7351	2.2762	2.7364
-99.7	3.7406	2.2764	2.7365
-99.6	3.7461	2.2765	2.7365
-99.5	3.7516	2.2767	2.7366
-99.4	3.7571	2.2768	2.7367
-99.3	3.7625	2.277	2.7367
-99.2	3.7681	2.2771	2.7368
-99.1	3.7737	2.2772	2.7368
-99	3.7793	2.2774	2.7368
-98.9	3.7849	2.2775	2.7367
-98.8	3.7905	2.2777	2.7367
-98.7	3.7961	2.2778	2.7367
-98.6	3.8018	2.278	2.7367
-98.5	3.8074	2.2782	2.7367
-98.4	3.813	2.2783	2.7367
-98.3	3.8186	2.2785	2.7366
-98.2	3.8243	2.2786	2.7366
-98.1	3.8299	2.2788	2.7366
-98	3.8356	2.2789	2.7365
-97.9	3.8412	2.279	2.7365
-97.8	3.8468	2.2792	2.7364
-97.7	3.8525	2.2793	2.7363
-97.6	3.8581	2.2794	2.7363
-97.5	3.8638	2.2795	2.7362
-97.4	3.8695	2.2797	2.7361
-97.3	3.8752	2.2798	2.736
-97.2	3.8808	2.28	2.7359
-97.1	3.8865	2.2802	2.7358
-97	3.8921	2.2804	2.7357
-96.9	3.8979	2.2806	2.7356
-96.8	3.9037	2.2808	2.7355
-96.7	3.9094	2.2809	2.7353
-96.6	3.9151	2.2811	2.7352
-96.5	3.9209	2.2813	2.7351
-96.4	3.9268	2.2814	2.7349
-96.3	3.9328	2.2815	2.7347
-96.2	3.9388	2.2816	2.7345
-96.1	3.9448	2.2817	2.7344
-96	3.9508	2.2818	2.7341
-95.9	3.9569	2.2819	2.7339
-95.8	3.9632	2.282	2.7337
-95.7	3.9693	2.2821	2.7335
-95.6	3.9756	2.2821	2.7333
-95.5	3.9819	2.2823	2.7332
-95.4	3.9882	2.2824	2.7329
-95.3	3.9947	2.2825	2.7328
-95.2	4.0012	2.2826	2.7325
-95.1	4.0076	2.2827	2.7323
-95	4.0142	2.2829	2.7321
-94.9	4.0207	2.283	2.7319
-94.8	4.0274	2.2831	2.7318
-94.7	4.0342	2.2832	2.7316
-94.6	4.0409	2.2832	2.7314
-94.5	4.0477	2.2833	2.7313
-94.4	4.0547	2.2834	2.7311
-94.3	4.0617	2.2834	2.731
-94.2	4.0687	2.2835	2.7308
-94.1	4.0757	2.2836	2.7307
-94	4.0828	2.2837	2.7306
-93.9	4.0899	2.2838	2.7305
-93.8	4.0971	2.2839	2.7304
-93.7	4.1044	2.284	2.7303
-93.6	4.1117	2.2841	2.7302
-93.5	4.1191	2.2843	2.7301
-93.4	4.1265	2.2844	2.73
-93.3	4.1339	2.2845	2.7299
-93.2	4.1413	2.2846	2.7298
-93.1	4.1487	2.2847	2.7297
-93	4.1562	2.2848	2.7296
-92.9	4.1638	2.2848	2.7295
-92.8	4.1714	2.2849	2.7294
-92.7	4.179	2.2849	2.7293
-92.6	4.1867	2.285	2.7292
-92.5	4.1945	2.285	2.7291
-92.4	4.2022	2.2851	2.729
-92.3	4.21	2.2851	2.7289
-92.2	4.2178	2.2852	2.7288
-92.1	4.2256	2.2853	2.7286
-92	4.2335	2.2853	2.7285
-91.9	4.2413	2.2854	2.7284
-91.8	4.2492	2.2854	2.7282
-91.7	4.257	2.2854	2.7281
-91.6	4.265	2.2855	2.7279
-91.5	4.2728	2.2855	2.7278
-91.4	4.2807	2.2855	2.7276
-91.3	4.2886	2.2855	2.7275
-91.2	4.2965	2.2855	2.7273
-91.1	4.3044	2.2855	2.727
-91	4.3123	2.2856	2.7269
-90.9	4.3202	2.2856	2.7267
-90.8	4.3281	2.2856	2.7265
-90.7	4.3358	2.2856	2.7262
-90.6	4.3436	2.2857	2.726
-90.5	4.3515	2.2857	2.7258
-90.4	4.3594	2.2857	2.7256
-90.3	4.3672	2.2857	2.7254
-90.2	4.375	2.2858	2.7252
-90.1	4.3826	2.2858	2.7251
-90	4.3905	2.2857	2.7249
-89.9	4.3984	2.2857	2.7247
-89.8	4.4062	2.2857	2.7245
-89.7	4.4142	2.2856	2.7243
-89.6	4.4221	2.2856	2.7241
-89.5	4.43	2.2856	2.7239
-89.4	4.438	2.2856	2.7237
-89.3	4.4459	2.2855	2.7236
-89.2	4.4538	2.2855	2.7234
-89.1	4.4619	2.2855	2.7232
-89	4.47	2.2855	2.723
-88.9	4.4782	2.2855	2.7228
-88.8	4.4864	2.2854	2.7226
-88.7	4.4945	2.2854	2.7224
-88.6	4.5027	2.2853	2.7222
-88.5	4.5109	2.2853	2.722
-88.4	4.5193	2.2852	2.7218
-88.3	4.5277	2.2851	2.7216
-88.2	4.5361	2.285	2.7214
-88.1	4.5446	2.2849	2.7212
-88	4.5531	2.2847	2.721
-87.9	4.5616	2.2846	2.7208
-87.8	4.57	2.2845	2.7206
-87.7	4.5783	2.2844	2.7205
-87.6	4.5869	2.2842	2.7203
-87.5	4.5954	2.2841	2.7202
-87.4	4.604	2.284	2.72
-87.3	4.6124	2.2839	2.7198
-87.2	4.6209	2.2838	2.7197
-87.1	4.6294	2.2836	2.7196
-87	4.6377	2.2835	2.7195
-86.9	4.6462	2.2834	2.7194
-86.8	4.6547	2.2833	2.7194
-86.7	4.6632	2.2831	2.7193
-86.6	4.6719	2.283	2.7193
-86.5	4.6804	2.2828	2.7193
-86.4	4.689	2.2826	2.7193
-86.3	4.6975	2.2825	2.7193
-86.2	4.7061	2.2823	2.7193
-86.1	4.7148	2.2822	2.7194
-86	4.7235	2.282	2.7194
-85.9	4.7321	2.2819	2.7194
-85.8	4.7408	2.2818	2.7195
-85.7	4.7498	2.2816	2.7195
-85.6	4.7586	2.2815	2.7196
-85.5	4.7676	2.2814	2.7196
-85.4	4.7766	2.2812	2.7197
-85.3	4.7858	2.2811	2.7198
-85.2	4.795	2.2809	2.7198
-85.1	4.8043	2.2807	2.7198
-85	4.8138	2.2805	2.7198
-84.9	4.8233	2.2804	2.7199
-84.8	4.8328	2.2802	2.7199
-84.7	4.8425	2.28	2.7199
-84.6	4.8522	2.2799	2.7199
-84.5	4.8619	2.2797	2.72
-84.4	4.8719	2.2795	2.72
-84.3	4.8818	2.2793	2.72
-84.2	4.8918	2.2792	2.72
-84.1	4.9018	2.279	2.72
-84	4.9118	2.2788	2.7201
-83.9	4.922	2.2786	2.7201
-83.8	4.9322	2.2785	2.7202
-83.7	4.9425	2.2783	2.7202
-83.6	4.9528	2.2781	2.7202
-83.5	4.9632	2.278	2.7203
-83.4	4.9736	2.2778	2.7203
-83.3	4.984	2.2776	2.7203
-83.2	4.9946	2.2774	2.7204
-83.1	5.0051	2.2773	2.7205
-83	5.0157	2.2771	2.7205
-82.9	5.0265	2.277	2.7206
-82.8	5.0371	2.2768	2.7207
-82.7	5.0478	2.2767	2.7208
-82.6	5.0585	2.2765	2.7208
-82.5	5.0693	2.2764	2.7209
-82.4	5.0801	2.2762	2.721
-82.3	5.0909	2.2761	2.721
-82.2	5.1017	2.2759	2.7211
-82.1	5.1125	2.2758	2.7211
-82	5.1232	2.2756	2.7212
-81.9	5.134	2.2755	2.7213
-81.8	5.145	2.2753	2.7213
-81.7	5.1559	2.2751	2.7214
-81.6	5.1667	2.2749	2.7214
-81.5	5.1777	2.2748	2.7215
-81.4	5.1886	2.2746	2.7215
-81.3	5.1995	2.2744	2.7215
-81.2	5.2103	2.2743	2.7216
-81.1	5.2212	2.2741	2.7216
-81	5.2322	2.2739	2.7216
-80.9	5.2431	2.2738	2.7216
-80.8	5.2538	2.2736	2.7217
-80.7	5.2647	2.2735	2.7217
-80.6	5.2755	2.2733	2.7217
-80.5	5.2863	2.2732	2.7218
-80.4	5.2971	2.273	2.7218
-80.3	5.3079	2.2729	2.7219
-80.2	5.3186	2.2727	2.7219
-80.1	5.3294	2.2726	2.722
-80	5.3401	2.2724	2.7221
-79.9	5.3511	2.2723	2.7222
-79.8	5.3619	2.2722	2.7223
-79.7	5.3727	2.2721	2.7223
-79.6	5.3837	2.272	2.7224
-79.5	5.3948	2.2719	2.7225
-79.4	5.4058	2.2718	2.7227
-79.3	5.417	2.2717	2.7228
-79.2	5.4283	2.2717	2.7229
-79.1	5.4394	2.2716	2.723
-79	5.4508	2.2716	2.7231
-78.9	5.4621	2.2715	2.7232
-78.8	5.4735	2.2714	2.7234
-78.7	5.485	2.2713	2.7235
-78.6	5.4966	2.2712	2.7236
-78.5	5.5081	2.2711	2.7238
-78.4	5.5197	2.2711	2.7239
-78.3	5.5313	2.271	2.724
-78.2	5.5431	2.2709	2.7241
-78.1	5.5548	2.2708	2.7243
-78	5.5668	2.2707	2.7244
-77.9	5.5788	2.2706	2.7245
-77.8	5.5909	2.2705	2.7246
-77.7	5.6031	2.2704	2.7248
-77.6	5.6153	2.2704	2.7249
-77.5	5.6276	2.2703	2.7251
-77.4	5.6399	2.2703	2.7253
-77.3	5.6524	2.2702	2.7254
-77.2	5.665	2.2701	2.7256
-77.1	5.6777	2.2701	2.7257
-77	5.6904	2.27	2.7259
-76.9	5.7033	2.2699	2.726
-76.8	5.7163	2.2698	2.7262
-76.7	5.7293	2.2698	2.7264
-76.6	5.7425	2.2697	2.7266
-76.5	5.7558	2.2696	2.7268
-76.4	5.7693	2.2696	2.7269
-76.3	5.7828	2.2695	2.7271
-76.2	5.7964	2.2694	2.7273
-76.1	5.8102	2.2694	2.7275
-76	5.8242	2.2694	2.7277
-75.9	5.8383	2.2693	2.7278
-75.8	5.8524	2.2693	2.728
-75.7	5.8665	2.2692	2.7282
-75.6	5.8807	2.2692	2.7283
-75.5	5.895	2.2691	2.7285
-75.4	5.9093	2.2691	2.7286
-75.3	5.9236	2.269	2.7287
-75.2	5.9379	2.2689	2.7288
-75.1	5.9521	2.2688	2.7289
-75	5.9665	2.2687	2.729
-74.9	5.9808	2.2687	2.7291
-74.8	5.9949	2.2686	2.7292
-74.7	6.0091	2.2685	2.7293
-74.6	6.0233	2.2685	2.7293
-74.5	6.0374	2.2684	2.7293
-74.4	6.0516	2.2683	2.7294
-74.3	6.0658	2.2683	2.7294
-74.2	6.0799	2.2682	2.7294
-74.1	6.094	2.2681	2.7294
-74	6.1082	2.2681	2.7294
-73.9	6.1223	2.268	2.7294
-73.8	6.1363	2.268	2.7294
-73.7	6.1504	2.2679	2.7294
-73.6	6.1645	2.2678	2.7294
-73.5	6.1786	2.2677	2.7294
-73.4	6.1928	2.2676	2.7294
-73.3	6.2071	2.2674	2.7293
-73.2	6.2214	2.2673	2.7293
-73.1	6.2357	2.2672	2.7292
-73	6.2501	2.2671	2.7292
-72.9	6.2646	2.267	2.7291
-72.8	6.2791	2.2669	2.7291
-72.7	6.2937	2.2668	2.729
-72.6	6.3083	2.2667	2.729
-72.5	6.323	2.2666	2.7289
-72.4	6.3378	2.2665	2.7289
-72.3	6.3527	2.2663	2.7288
-72.2	6.3677	2.2662	2.7288
-72.1	6.3828	2.2661	2.7287
-72	6.3981	2.2659	2.7287
-71.9	6.4134	2.2658	2.7286
-71.8	6.4288	2.2656	2.7286
-71.7	6.4444	2.2655	2.7285
-71.6	6.4602	2.2653	2.7284
-71.5	6.4763	2.2652	2.7283
-71.4	6.4924	2.2651	2.7283
-71.3	6.5085	2.265	2.7282
-71.2	6.525	2.2649	2.7281
-71.1	6.5416	2.2648	2.7281
-71	6.5584	2.2647	2.728
-70.9	6.5753	2.2646	2.7279
-70.8	6.5922	2.2645	2.7278
-70.7	6.6095	2.2644	2.7278
-70.6	6.627	2.2643	2.7277
-70.5	6.6445	2.2642	2.7276
-70.4	6.6622	2.2641	2.7275
-70.3	6.6798	2.2639	2.7275
-70.2	6.6976	2.2638	2.7274
-70.1	6.7154	2.2637	2.7273
-70	6.7333	2.2636	2.7273
-69.9	6.7511	2.2635	2.7272
-69.8	6.769	2.2634	2.7271
-69.7	6.787	2.2633	2.7271
-69.6	6.805	2.2632	2.727
-69.5	6.823	2.2632	2.7269
-69.4	6.8409	2.2631	2.7269
-69.3	6.8588	2.263	2.7268
-69.2	6.8767	2.2629	2.7268
-69.1	6.8946	2.2628	2.7267
-69	6.9122	2.2627	2.7267
-68.9	6.9299	2.2626	2.7267
-68.8	6.9475	2.2625	2.7266
-68.7	6.965	2.2624	2.7265
-68.6	6.9823	2.2623	2.7265
-68.5	6.9999	2.2623	2.7265
-68.4	7.0174	2.2622	2.7265
-68.3	7.0349	2.2621	2.7265
-68.2	7.0524	2.262	2.7265
-68.1	7.0699	2.262	2.7265
-68	7.0874	2.2619	2.7265
-67.9	7.1049	2.2619	2.7264
-67.8	7.1225	2.2618	2.7264
-67.7	7.1402	2.2618	2.7264
-67.6	7.158	2.2617	2.7263
-67.5	7.1757	2.2617	2.7263
-67.4	7.1937	2.2616	2.7263
-67.3	7.2118	2.2616	2.7262
-67.2	7.2302	2.2615	2.7261
-67.1	7.2487	2.2614	2.726
-67	7.2674	2.2614	2.7259
-66.9	7.2861	2.2613	2.7258
-66.8	7.3051	2.2612	2.7257
-66.7	7.3244	2.2611	2.7255
-66.6	7.3438	2.261	2.7254
-66.5	7.3634	2.2609	2.7252
-66.4	7.3831	2.2609	2.725
-66.3	7.4031	2.2608	2.7248
-66.2	7.4233	2.2608	2.7246
-66.1	7.4438	2.2607	2.7244
-66	7.4644	2.2607	2.7242
-65.9	7.4851	2.2606	2.7239
-65.8	7.506	2.2605	2.7237
-65.7	7.527	2.2604	2.7234
-65.6	7.5481	2.2604	2.7231
-65.5	7.5694	2.2603	2.7229
-65.4	7.5907	2.2602	2.7226
-65.3	7.612	2.2602	2.7224
-65.2	7.6334	2.2602	2.7221
-65.1	7.6549	2.2601	2.7218
-65	7.6763	2.2602	2.7215
-64.9	7.6975	2.2602	2.7213
-64.8	7.719	2.2602	2.721
-64.7	7.7403	2.2603	2.7208
-64.6	7.7616	2.2603	2.7206
-64.5	7.7829	2.2604	2.7204
-64.4	7.8041	2.2604	2.7201
-64.3	7.8252	2.2605	2.7199
-64.2	7.8463	2.2605	2.7197
-64.1	7.8673	2.2606	2.7195
-64	7.8883	2.2607	2.7192
-63.9	7.9093	2.2608	2.719
-63.8	7.9301	2.2608	2.7188
-63.7	7.9511	2.2609	2.7186
-63.6	7.972	2.261	2.7184
-63.5	7.9931	2.2611	2.7182
-63.4	8.0143	2.2611	2.718
-63.3	8.0355	2.2612	2.7178
-63.2	8.057	2.2614	2.7177
-63.1	8.0787	2.2615	2.7175
-63	8.1007	2.2615	2.7173
-62.9	8.123	2.2616	2.7172
-62.8	8.1457	2.2617	2.717
-62.7	8.1688	2.2618	2.7169
-62.6	8.1923	2.2618	2.7168
-62.5	8.2162	2.2619	2.7167
-62.4	8.2404	2.2619	2.7166
-62.3	8.265	2.262	2.7165
-62.2	8.2899	2.262	2.7164
-62.1	8.3152	2.2621	2.7163
-62	8.3407	2.2622	2.7162
-61.9	8.3663	2.2622	2.7161
-61.8	8.3921	2.2623	2.7161
-61.7	8.4183	2.2624	2.716
-61.6	8.4445	2.2624	2.716
-61.5	8.4708	2.2625	2.716
-61.4	8.4971	2.2626	2.7159
-61.3	8.5235	2.2627	2.7159
-61.2	8.5499	2.2628	2.7158
-61.1	8.5764	2.2629	2.7158
-61	8.6026	2.2629	2.7158
-60.9	8.6289	2.2631	2.7158
-60.8	8.6553	2.2632	2.7158
-60.7	8.6813	2.2633	2.7158
-60.6	8.7073	2.2634	2.7158
-60.5	8.7332	2.2635	2.7157
-60.4	8.7589	2.2637	2.7157
-60.3	8.7847	2.2638	2.7156
-60.2	8.8103	2.2639	2.7156
-60.1	8.8359	2.2641	2.7155
-60	8.8616	2.2642	2.7154
-59.9	8.8872	2.2643	2.7154
-59.8	8.9128	2.2644	2.7153
-59.7	8.9387	2.2646	2.7152
-59.6	8.9647	2.2647	2.7152
-59.5	8.9907	2.2648	2.7151
-59.4	9.017	2.2649	2.715
-59.3	9.0435	2.2651	2.7149
-59.2	9.0702	2.2652	2.7149
-59.1	9.0972	2.2653	2.7148
-59	9.1243	2.2654	2.7147
-58.9	9.1518	2.2655	2.7146
-58.8	9.1794	2.2656	2.7145
-58.7	9.2072	2.2657	2.7144
-58.6	9.2353	2.2659	2.7143
-58.5	9.2635	2.266	2.7143
-58.4	9.2918	2.2662	2.7142
-58.3	9.3203	2.2663	2.7141
-58.2	9.3489	2.2665	2.7141
-58.1	9.3775	2.2667	2.714
-58	9.4062	2.2668	2.714
-57.9	9.4349	2.2669	2.7139
-57.8	9.4637	2.267	2.7139
-57.7	9.4925	2.2671	2.7139
-57.6	9.5213	2.2673	2.7138
-57.5	9.5502	2.2674	2.7138
-57.4	9.5791	2.2675	2.7138
-57.3	9.6081	2.2677	2.7138
-57.2	9.6372	2.2678	2.7138
-57.1	9.6663	2.268	2.7138
-57	9.6956	2.2682	2.7137
-56.9	9.7251	2.2683	2.7137
-56.8	9.7546	2.2685	2.7137
-56.7	9.7843	2.2687	2.7137
-56.6	9.8142	2.2688	2.7137
-56.5	9.8443	2.269	2.7137
-56.4	9.8746	2.2691	2.7137
-56.3	9.9052	2.2693	2.7136
-56.2	9.936	2.2694	2.7136
-56.1	9.967	2.2695	2.7136
-56	9.9984	2.2697	2.7136
-55.9	10.03	2.2698	2.7135
-55.8	10.062	2.2699	2.7135
-55.7	10.094	2.2701	2.7136
-55.6	10.126	2.2702	2.7135
-55.5	10.158	2.2704	2.7135
-55.4	10.19	2.2705	2.7135
-55.3	10.223	2.2707	2.7135
-55.2	10.255	2.2708	2.7135
-55.1	10.288	2.271	2.7135
-55	10.32	2.2712	2.7135
-54.9	10.353	2.2713	2.7135
-54.8	10.386	2.2715	2.7135
-54.7	10.419	2.2717	2.7136
-54.6	10.452	2.2718	2.7136
-54.5	10.486	2.272	2.7137
-54.4	10.519	2.2721	2.7138
-54.3	10.553	2.2723	2.7138
-54.2	10.587	2.2724	2.7139
-54.1	10.622	2.2725	2.714
-54	10.656	2.2727	2.7141
-53.9	10.69	2.2728	2.7143
-53.8	10.725	2.273	2.7144
-53.7	10.76	2.2731	2.7145
-53.6	10.795	2.2732	2.7146
-53.5	10.83	2.2734	2.7148
-53.4	10.865	2.2735	2.7149
-53.3	10.901	2.2736	2.715
-53.2	10.936	2.2737	2.7152
-53.1	10.972	2.2739	2.7153
-53	11.007	2.274	2.7155
-52.9	11.043	2.2741	2.7156
-52.8	11.079	2.2742	2.7157
-52.7	11.115	2.2743	2.7159
-52.6	11.151	2.2744	2.716
-52.5	11.188	2.2745	2.7161
-52.4	11.224	2.2746	2.7162
-52.3	11.261	2.2746	2.7163
-52.2	11.298	2.2747	2.7164
-52.1	11.336	2.2747	2.7165
-52	11.373	2.2748	2.7166
-51.9	11.411	2.2748	2.7167
-51.8	11.448	2.2749	2.7168
-51.7	11.486	2.275	2.7168
-51.6	11.524	2.275	2.7169
-51.5	11.562	2.2751	2.717
-51.4	11.6	2.2751	2.717
-51.3	11.638	2.2751	2.7171
-51.2	11.676	2.2752	2.7171
-51.1	11.715	2.2752	2.7172
-51	11.753	2.2752	2.7173
-50.9	11.792	2.2752	2.7173
-50.8	11.831	2.2753	2.7174
-50.7	11.87	2.2753	2.7175
-50.6	11.91	2.2753	2.7175
-50.5	11.949	2.2754	2.7176
-50.4	11.99	2.2754	2.7177
-50.3	12.03	2.2755	2.7177
-50.2	12.071	2.2755	2.7178
-50.1	12.113	2.2756	2.7179
-50	12.154	2.2756	2.718
-49.9	12.196	2.2757	2.718
-49.8	12.238	2.2757	2.7181
-49.7	12.28	2.2758	2.7182
-49.6	12.323	2.2758	2.7183
-49.5	12.365	2.2759	2.7184
-49.4	12.408	2.2759	2.7184
-49.3	12.45	2.276	2.7185
-49.2	12.493	2.2761	2.7186
-49.1	12.536	2.2761	2.7187
-49	12.579	2.2762	2.7187
-48.9	12.622	2.2762	2.7188
-48.8	12.665	2.2763	2.7188
-48.7	12.709	2.2764	2.7189
-48.6	12.753	2.2764	2.7189
-48.5	12.797	2.2765	2.719
-48.4	12.842	2.2765	2.7191
-48.3	12.886	2.2766	2.7191
-48.2	12.931	2.2766	2.7191
-48.1	12.976	2.2766	2.7191
-48	13.021	2.2767	2.7192
-47.9	13.066	2.2767	2.7192
-47.8	13.112	2.2767	2.7193
-47.7	13.158	2.2767	2.7193
-47.6	13.204	2.2768	2.7193
-47.5	13.25	2.2768	2.7194
-47.4	13.297	2.2767	2.7194
-47.3	13.343	2.2767	2.7195
-47.2	13.388	2.2767	2.7195
-47.1	13.434	2.2767	2.7196
-47	13.48	2.2767	2.7196
-46.9	13.526	2.2767	2.7197
-46.8	13.572	2.2767	2.7197
-46.7	13.619	2.2766	2.7198
-46.6	13.666	2.2766	2.7199
-46.5	13.713	2.2766	2.7199
-46.4	13.762	2.2766	2.7199
-46.3	13.81	2.2766	2.72
-46.2	13.859	2.2765	2.72
-46.1	13.908	2.2765	2.72
-46	13.958	2.2764	2.72
-45.9	14.007	2.2764	2.72
-45.8	14.057	2.2764	2.72
-45.7	14.106	2.2763	2.72
-45.6	14.156	2.2763	2.72
-45.5	14.206	2.2763	2.72
-45.4	14.256	2.2763	2.7199
-45.3	14.306	2.2763	2.7199
-45.2	14.357	2.2764	2.7198
-45.1	14.408	2.2764	2.7197
-45	14.459	2.2764	2.7197
-44.9	14.511	2.2764	2.7196
-44.8	14.562	2.2764	2.7196
-44.7	14.614	2.2764	2.7195
-44.6	14.666	2.2764	2.7194
-44.5	14.718	2.2764	2.7194
-44.4	14.771	2.2764	2.7192
-44.3	14.825	2.2763	2.7192
-44.2	14.878	2.2763	2.7191
-44.1	14.932	2.2764	2.7191
-44	14.986	2.2764	2.719
-43.9	15.04	2.2764	2.7189
-43.8	15.094	2.2764	2.7188
-43.7	15.148	2.2764	2.7188
-43.6	15.203	2.2764	2.7187
-43.5	15.258	2.2764	2.7187
-43.4	15.313	2.2764	2.7186
-43.3	15.368	2.2764	2.7186
-43.2	15.423	2.2764	2.7186
-43.1	15.478	2.2764	2.7185
-43	15.533	2.2764	2.7185
-42.9	15.59	2.2764	2.7184
-42.8	15.646	2.2764	2.7184
-42.7	15.703	2.2764	2.7183
-42.6	15.761	2.2764	2.7183
-42.5	15.819	2.2764	2.7182
-42.4	15.877	2.2764	2.7182
-42.3	15.936	2.2764	2.7182
-42.2	15.995	2.2763	2.7181
-42.1	16.055	2.2763	2.7181
-42	16.115	2.2763	2.718
-41.9	16.175	2.2763	2.718
-41.8	16.236	2.2764	2.7179
-41.7	16.298	2.2764	2.7178
-41.6	16.359	2.2764	2.7178
-41.5	16.421	2.2764	2.7177
-41.4	16.483	2.2764	2.7176
-41.3	16.545	2.2764	2.7176
-41.2	16.609	2.2764	2.7175
-41.1	16.671	2.2764	2.7175
-41	16.735	2.2763	2.7174
-40.9	16.799	2.2763	2.7174
-40.8	16.863	2.2763	2.7173
-40.7	16.927	2.2763	2.7172
-40.6	16.992	2.2762	2.7172
-40.5	17.058	2.2762	2.7171
-40.4	17.124	2.2762	2.717
-40.3	17.19	2.2762	2.7169
-40.2	17.255	2.2761	2.7168
-40.1	17.32	2.276	2.7167
-40	17.385	2.2759	2.7166
-39.9	17.45	2.2758	2.7165
-39.8	17.516	2.2758	2.7164
-39.7	17.583	2.2756	2.7163
-39.6	17.65	2.2755	2.7161
-39.5	17.717	2.2754	2.716
-39.4	17.784	2.2754	2.7159
-39.3	17.851	2.2753	2.7157
-39.2	17.919	2.2752	2.7155
-39.1	17.987	2.2751	2.7154
-39	18.055	2.275	2.7152
-38.9	18.123	2.2749	2.7151
-38.8	18.192	2.2748	2.7149
-38.7	18.261	2.2746	2.7147
-38.6	18.331	2.2745	2.7146
-38.5	18.401	2.2744	2.7144
-38.4	18.472	2.2743	2.7142
-38.3	18.543	2.2742	2.7141
-38.2	18.615	2.2741	2.7139
-38.1	18.687	2.2741	2.7137
-38	18.759	2.2739	2.7135
-37.9	18.831	2.2738	2.7133
-37.8	18.904	2.2737	2.7132
-37.7	18.976	2.2736	2.713
-37.6	19.049	2.2735	2.7128
-37.5	19.122	2.2733	2.7126
-37.4	19.195	2.2732	2.7125
-37.3	19.269	2.273	2.7123
-37.2	19.344	2.2729	2.7121
-37.1	19.419	2.2728	2.712
-37	19.494	2.2726	2.7118
-36.9	19.57	2.2725	2.7117
-36.8	19.646	2.2723	2.7115
-36.7	19.722	2.2721	2.7113
-36.6	19.798	2.2719	2.7112
-36.5	19.875	2.2717	2.711
-36.4	19.952	2.2715	2.7108
-36.3	20.029	2.2712	2.7107
-36.2	20.107	2.271	2.7105
-36.1	20.185	2.2708	2.7104
-36	20.264	2.2706	2.7103
-35.9	20.343	2.2704	2.7101
-35.8	20.423	2.2702	2.71
-35.7	20.503	2.2701	2.7099
-35.6	20.583	2.2699	2.7097
