	p_Zyl_1	p_Ein	p_Aus
[KWnZOT]	[bar]	[bar]	[bar]
-17.9	40.911	2.2481	2.7141
-17.8	41.056	2.2481	2.7141
-17.7	41.203	2.2481	2.7141
-17.6	41.349	2.248	2.714
-17.5	41.497	2.2479	2.7139
-17.4	41.644	2.2478	2.7138
-17.3	41.791	2.2478	2.7137
-17.2	41.939	2.2477	2.7136
-17.1	42.087	2.2477	2.7135
-17	42.236	2.2476	2.7133
-16.9	42.385	2.2475	2.7132
-16.8	42.534	2.2475	2.713
-16.7	42.683	2.2475	2.7129
-16.6	42.833	2.2474	2.7127
-16.5	42.984	2.2474	2.7126
-16.4	43.135	2.2473	2.7124
-16.3	43.286	2.2473	2.7123
-16.2	43.438	2.2473	2.7121
-16.1	43.59	2.2472	2.7119
-16	43.742	2.2472	2.7118
-15.9	43.895	2.2472	2.7116
-15.8	44.048	2.2471	2.7114
-15.7	44.202	2.2471	2.7113
-15.6	44.357	2.2471	2.7111
-15.5	44.512	2.2471	2.7109
-15.4	44.669	2.2471	2.7108
-15.3	44.825	2.2471	2.7106
-15.2	44.983	2.247	2.7104
-15.1	45.14	2.2471	2.7103
-15	45.299	2.2471	2.7102
-14.9	45.457	2.2471	2.7101
-14.8	45.616	2.2471	2.7099
-14.7	45.776	2.2471	2.7098
-14.6	45.935	2.2471	2.7097
-14.5	46.095	2.2471	2.7097
-14.4	46.256	2.2472	2.7096
-14.3	46.416	2.2472	2.7095
-14.2	46.578	2.2472	2.7095
-14.1	46.74	2.2473	2.7094
-14	46.902	2.2473	2.7094
-13.9	47.064	2.2474	2.7093
-13.8	47.227	2.2474	2.7093
-13.7	47.39	2.2475	2.7093
-13.6	47.553	2.2475	2.7092
-13.5	47.716	2.2476	2.7092
-13.4	47.879	2.2476	2.7092
-13.3	48.042	2.2477	2.7092
-13.2	48.205	2.2478	2.7092
-13.1	48.367	2.2478	2.7092
-13	48.53	2.2479	2.7092
-12.9	48.693	2.248	2.7092
-12.8	48.856	2.248	2.7092
-12.7	49.018	2.2481	2.7092
-12.6	49.18	2.2482	2.7093
-12.5	49.342	2.2483	2.7093
-12.4	49.504	2.2483	2.7093
-12.3	49.665	2.2484	2.7093
-12.2	49.826	2.2484	2.7093
-12.1	49.985	2.2485	2.7092
-12	50.145	2.2486	2.7092
-11.9	50.304	2.2487	2.7092
-11.8	50.462	2.2487	2.7092
-11.7	50.62	2.2488	2.7091
-11.6	50.777	2.2489	2.709
-11.5	50.934	2.2489	2.7089
-11.4	51.09	2.249	2.7089
-11.3	51.246	2.2491	2.7088
-11.2	51.4	2.2492	2.7088
-11.1	51.554	2.2493	2.7087
-11	51.708	2.2494	2.7087
-10.9	51.86	2.2495	2.7085
-10.8	52.012	2.2496	2.7085
-10.7	52.163	2.2497	2.7084
-10.6	52.313	2.2498	2.7083
-10.5	52.463	2.2499	2.7083
-10.4	52.612	2.25	2.7081
-10.3	52.76	2.25	2.708
-10.2	52.908	2.2501	2.7079
-10.1	53.055	2.2502	2.7078
-10	53.201	2.2504	2.7076
-9.9	53.347	2.2505	2.7075
-9.8	53.491	2.2506	2.7074
-9.7	53.635	2.2507	2.7072
-9.6	53.778	2.2508	2.707
-9.5	53.921	2.2509	2.7069
-9.4	54.062	2.2511	2.7067
-9.3	54.202	2.2512	2.7066
-9.2	54.342	2.2513	2.7064
-9.1	54.48	2.2515	2.7063
-9	54.618	2.2516	2.7061
-8.9	54.754	2.2517	2.7059
-8.8	54.89	2.2519	2.7057
-8.7	55.025	2.252	2.7056
-8.6	55.158	2.2522	2.7054
-8.5	55.29	2.2523	2.7052
-8.4	55.421	2.2525	2.705
-8.3	55.551	2.2526	2.7048
-8.2	55.68	2.2528	2.7047
-8.1	55.807	2.2529	2.7045
-8	55.934	2.2531	2.7043
-7.9	56.059	2.2533	2.7041
-7.8	56.184	2.2534	2.7039
-7.7	56.308	2.2535	2.7037
-7.6	56.43	2.2537	2.7036
-7.5	56.552	2.2538	2.7034
-7.4	56.672	2.254	2.7033
-7.3	56.791	2.2541	2.7031
-7.2	56.909	2.2542	2.703
-7.1	57.026	2.2544	2.7029
-7	57.141	2.2546	2.7028
-6.9	57.256	2.2547	2.7027
-6.8	57.369	2.2549	2.7026
-6.7	57.481	2.255	2.7025
-6.6	57.592	2.2552	2.7024
-6.5	57.703	2.2553	2.7023
-6.4	57.812	2.2555	2.7022
-6.3	57.92	2.2556	2.7022
-6.2	58.026	2.2558	2.7021
-6.1	58.132	2.256	2.7021
-6	58.237	2.2561	2.7021
-5.9	58.341	2.2563	2.7021
-5.8	58.444	2.2564	2.7021
-5.7	58.545	2.2566	2.7021
-5.6	58.646	2.2567	2.7021
-5.5	58.745	2.2569	2.7022
-5.4	58.843	2.257	2.7022
-5.3	58.94	2.2571	2.7022
-5.2	59.036	2.2573	2.7022
-5.1	59.13	2.2574	2.7023
-5	59.224	2.2576	2.7023
-4.9	59.316	2.2577	2.7023
-4.8	59.407	2.2579	2.7023
-4.7	59.497	2.258	2.7024
-4.6	59.585	2.2582	2.7024
-4.5	59.673	2.2583	2.7025
-4.4	59.759	2.2585	2.7025
-4.3	59.845	2.2586	2.7026
-4.2	59.929	2.2587	2.7026
-4.1	60.012	2.2588	2.7027
-4	60.094	2.2589	2.7027
-3.9	60.175	2.259	2.7027
-3.8	60.255	2.2591	2.7027
-3.7	60.334	2.2592	2.7028
-3.6	60.412	2.2593	2.7028
-3.5	60.489	2.2594	2.7029
-3.4	60.565	2.2594	2.7029
-3.3	60.64	2.2595	2.7029
-3.2	60.713	2.2596	2.7029
-3.1	60.786	2.2596	2.7029
-3	60.859	2.2597	2.7029
-2.9	60.93	2.2597	2.7029
-2.8	61	2.2597	2.703
-2.7	61.069	2.2598	2.703
-2.6	61.138	2.2598	2.703
-2.5	61.205	2.2598	2.703
-2.4	61.272	2.2598	2.703
-2.3	61.337	2.2598	2.703
-2.2	61.402	2.2598	2.703
-2.1	61.466	2.2599	2.703
-2	61.53	2.2599	2.703
-1.9	61.593	2.2599	2.7029
-1.8	61.654	2.2599	2.7029
-1.7	61.716	2.2599	2.7029
-1.6	61.776	2.2599	2.7029
-1.5	61.836	2.2599	2.7029
-1.4	61.895	2.2599	2.7028
-1.3	61.953	2.2599	2.7027
-1.2	62.011	2.2599	2.7027
-1.1	62.068	2.2599	2.7027
-1	62.125	2.26	2.7026
-0.9	62.182	2.26	2.7026
-0.8	62.237	2.26	2.7026
-0.7	62.293	2.26	2.7025
-0.6	62.348	2.26	2.7025
-0.5	62.404	2.26	2.7024
-0.4	62.459	2.2599	2.7024
-0.3	62.514	2.2599	2.7024
-0.2	62.569	2.2599	2.7024
-0.1	62.624	2.2599	2.7023
-5.68E-14	62.679	2.2599	2.7023
0.1	62.734	2.2599	2.7023
0.2	62.789	2.2598	2.7022
0.3	62.845	2.2598	2.7022
0.4	62.901	2.2598	2.7022
0.5	62.957	2.2597	2.7022
0.6	63.014	2.2597	2.7022
0.7	63.071	2.2596	2.7022
0.8	63.129	2.2596	2.7022
0.9	63.187	2.2595	2.7022
1	63.246	2.2595	2.7023
1.1	63.305	2.2594	2.7023
1.2	63.366	2.2594	2.7024
1.3	63.427	2.2594	2.7025
1.4	63.489	2.2593	2.7025
1.5	63.552	2.2592	2.7025
1.6	63.616	2.2592	2.7026
1.7	63.681	2.2591	2.7027
1.8	63.748	2.2591	2.7028
1.9	63.815	2.2591	2.7029
2	63.885	2.259	2.703
2.1	63.956	2.2589	2.7031
2.2	64.028	2.2589	2.7032
2.3	64.103	2.2589	2.7033
2.4	64.179	2.2588	2.7034
2.5	64.257	2.2587	2.7035
2.6	64.337	2.2587	2.7036
2.7	64.42	2.2586	2.7037
2.8	64.506	2.2585	2.7038
2.9	64.595	2.2585	2.7039
3	64.686	2.2584	2.704
3.1	64.78	2.2583	2.7041
3.2	64.878	2.2583	2.7042
3.3	64.979	2.2583	2.7043
3.4	65.084	2.2582	2.7044
3.5	65.193	2.2582	2.7045
3.6	65.306	2.2581	2.7046
3.7	65.423	2.2581	2.7046
3.8	65.545	2.258	2.7047
3.9	65.672	2.258	2.7048
4	65.804	2.2579	2.7048
4.1	65.941	2.2579	2.7049
4.2	66.084	2.2578	2.705
4.3	66.233	2.2578	2.7051
4.4	66.388	2.2577	2.7051
4.5	66.549	2.2577	2.7051
4.6	66.718	2.2576	2.7052
4.7	66.893	2.2575	2.7053
4.8	67.077	2.2575	2.7053
4.9	67.269	2.2574	2.7054
5	67.469	2.2574	2.7054
5.1	67.679	2.2573	2.7054
5.2	67.898	2.2573	2.7055
5.3	68.127	2.2572	2.7055
5.4	68.367	2.2572	2.7055
5.5	68.619	2.2571	2.7055
5.6	68.884	2.2571	2.7055
5.7	69.162	2.257	2.7055
5.8	69.453	2.257	2.7056
5.9	69.757	2.257	2.7056
6	70.073	2.2569	2.7056
6.1	70.403	2.2569	2.7056
6.2	70.747	2.2568	2.7056
6.3	71.106	2.2568	2.7056
6.4	71.48	2.2567	2.7057
6.5	71.87	2.2567	2.7057
6.6	72.276	2.2566	2.7057
6.7	72.698	2.2566	2.7057
6.8	73.137	2.2565	2.7057
6.9	73.592	2.2564	2.7057
7	74.064	2.2564	2.7057
7.1	74.554	2.2563	2.7057
7.2	75.061	2.2563	2.7057
7.3	75.585	2.2562	2.7056
7.4	76.125	2.2562	2.7056
7.5	76.68	2.2562	2.7056
7.6	77.249	2.2561	2.7056
7.7	77.831	2.2561	2.7056
7.8	78.424	2.256	2.7056
7.9	79.029	2.2559	2.7056
8	79.644	2.2559	2.7056
8.1	80.267	2.2558	2.7056
8.2	80.897	2.2557	2.7055
8.3	81.534	2.2557	2.7055
8.4	82.178	2.2556	2.7055
8.5	82.828	2.2555	2.7055
8.6	83.484	2.2555	2.7055
8.7	84.144	2.2554	2.7054
8.8	84.806	2.2554	2.7053
8.9	85.469	2.2554	2.7053
9	86.129	2.2554	2.7053
9.1	86.785	2.2553	2.7052
9.2	87.435	2.2553	2.7052
9.3	88.079	2.2553	2.7051
9.4	88.715	2.2553	2.705
9.5	89.341	2.2553	2.705
9.6	89.956	2.2552	2.7049
9.7	90.558	2.2552	2.7049
9.8	91.145	2.2552	2.7048
9.9	91.717	2.2551	2.7048
10	92.273	2.2551	2.7047
10.1	92.814	2.255	2.7047
10.2	93.339	2.2549	2.7046
10.3	93.849	2.2549	2.7046
10.4	94.342	2.2548	2.7045
10.5	94.819	2.2547	2.7044
10.6	95.276	2.2546	2.7044
10.7	95.713	2.2545	2.7043
10.8	96.129	2.2544	2.7043
10.9	96.522	2.2543	2.7042
11	96.894	2.2541	2.7041
11.1	97.243	2.254	2.704
11.2	97.569	2.2539	2.7039
11.3	97.872	2.2538	2.7039
11.4	98.151	2.2537	2.7038
11.5	98.406	2.2535	2.7037
11.6	98.638	2.2534	2.7036
11.7	98.851	2.2532	2.7036
11.8	99.043	2.2531	2.7035
11.9	99.215	2.2529	2.7034
12	99.368	2.2528	2.7033
12.1	99.501	2.2526	2.7033
12.2	99.617	2.2525	2.7032
12.3	99.716	2.2524	2.7031
12.4	99.798	2.2522	2.703
12.5	99.862	2.2521	2.7029
12.6	99.909	2.252	2.7028
12.7	99.937	2.2519	2.7026
12.8	99.946	2.2518	2.7026
12.9	99.935	2.2517	2.7025
13	99.906	2.2515	2.7023
13.1	99.86	2.2514	2.7022
13.2	99.8	2.2513	2.7021
13.3	99.725	2.2511	2.7019
13.4	99.638	2.251	2.7018
13.5	99.541	2.2509	2.7017
13.6	99.434	2.2507	2.7016
13.7	99.319	2.2506	2.7015
13.8	99.194	2.2504	2.7014
13.9	99.061	2.2503	2.7013
14	98.92	2.2501	2.7013
14.1	98.772	2.25	2.7012
14.2	98.615	2.2498	2.7012
14.3	98.45	2.2497	2.7011
14.4	98.275	2.2495	2.7011
14.5	98.09	2.2494	2.701
14.6	97.893	2.2492	2.701
14.7	97.686	2.249	2.701
14.8	97.471	2.2488	2.7009
14.9	97.249	2.2486	2.7009
15	97.022	2.2484	2.7009
15.1	96.79	2.2482	2.7009
15.2	96.555	2.2481	2.7009
15.3	96.316	2.2479	2.7008
15.4	96.077	2.2477	2.7008
15.5	95.837	2.2475	2.7007
15.6	95.595	2.2473	2.7007
15.7	95.352	2.2472	2.7007
15.8	95.107	2.247	2.7007
15.9	94.858	2.2468	2.7007
16	94.606	2.2466	2.7006
16.1	94.349	2.2465	2.7005
16.2	94.088	2.2463	2.7005
16.3	93.82	2.2461	2.7004
16.4	93.548	2.2459	2.7003
16.5	93.27	2.2457	2.7003
16.6	92.988	2.2455	2.7002
16.7	92.704	2.2453	2.7001
16.8	92.418	2.2451	2.6999
16.9	92.132	2.2449	2.6998
17	91.846	2.2447	2.6996
17.1	91.561	2.2445	2.6995
17.2	91.277	2.2443	2.6994
17.3	90.995	2.2441	2.6993
17.4	90.715	2.2439	2.6991
17.5	90.436	2.2438	2.699
17.6	90.156	2.2436	2.6988
17.7	89.875	2.2434	2.6987
17.8	89.591	2.2432	2.6986
17.9	89.304	2.243	2.6985
18	89.013	2.2428	2.6984
18.1	88.719	2.2427	2.6983
18.2	88.422	2.2425	2.6982
18.3	88.122	2.2423	2.6981
18.4	87.819	2.2421	2.698
18.5	87.514	2.2419	2.6979
18.6	87.21	2.2416	2.6977
18.7	86.907	2.2415	2.6976
18.8	86.606	2.2413	2.6975
18.9	86.307	2.2411	2.6974
19	86.011	2.241	2.6974
19.1	85.718	2.2408	2.6973
19.2	85.427	2.2406	2.6972
19.3	85.138	2.2405	2.6971
19.4	84.849	2.2403	2.697
19.5	84.56	2.2401	2.6969
19.6	84.269	2.24	2.6969
19.7	83.977	2.2398	2.6968
19.8	83.682	2.2396	2.6968
19.9	83.384	2.2394	2.6967
20	83.084	2.2392	2.6966
20.1	82.781	2.239	2.6965
20.2	82.477	2.2388	2.6964
20.3	82.172	2.2386	2.6964
20.4	81.868	2.2384	2.6963
20.5	81.566	2.2383	2.6962
20.6	81.267	2.2381	2.6962
20.7	80.971	2.2379	2.6961
20.8	80.679	2.2378	2.696
20.9	80.389	2.2377	2.6959
21	80.101	2.2375	2.6959
21.1	79.816	2.2374	2.6958
21.2	79.531	2.2372	2.6958
21.3	79.248	2.2371	2.6957
21.4	78.964	2.2369	2.6956
21.5	78.678	2.2367	2.6956
21.6	78.39	2.2366	2.6955
21.7	78.101	2.2364	2.6955
21.8	77.809	2.2362	2.6954
21.9	77.515	2.236	2.6954
22	77.221	2.2359	2.6954
22.1	76.927	2.2357	2.6953
22.2	76.632	2.2355	2.6953
22.3	76.339	2.2354	2.6953
22.4	76.049	2.2352	2.6952
22.5	75.762	2.2351	2.6952
22.6	75.478	2.2349	2.6951
22.7	75.199	2.2348	2.6951
22.8	74.922	2.2347	2.6951
22.9	74.647	2.2345	2.6951
23	74.374	2.2344	2.6951
23.1	74.101	2.2342	2.6951
23.2	73.829	2.234	2.6951
23.3	73.555	2.2339	2.6951
23.4	73.28	2.2337	2.6951
23.5	73.004	2.2336	2.6952
23.6	72.726	2.2334	2.6952
23.7	72.446	2.2333	2.6952
23.8	72.166	2.2332	2.6952
23.9	71.885	2.233	2.6952
24	71.604	2.2329	2.6952
24.1	71.325	2.2328	2.6952
24.2	71.047	2.2327	2.6952
24.3	70.772	2.2326	2.6952
24.4	70.5	2.2325	2.6952
24.5	70.232	2.2324	2.6952
24.6	69.967	2.2324	2.6952
24.7	69.706	2.2323	2.6952
24.8	69.446	2.2322	2.6952
24.9	69.188	2.2321	2.6951
25	68.929	2.2321	2.6951
25.1	68.67	2.232	2.6951
25.2	68.411	2.2319	2.695
25.3	68.15	2.2318	2.695
25.4	67.888	2.2317	2.695
25.5	67.625	2.2317	2.695
25.6	67.359	2.2316	2.695
25.7	67.093	2.2315	2.6949
25.8	66.827	2.2315	2.6949
25.9	66.561	2.2314	2.6949
26	66.297	2.2313	2.6949
26.1	66.036	2.2313	2.6949
26.2	65.776	2.2312	2.6949
26.3	65.52	2.2311	2.6949
26.4	65.268	2.2311	2.6949
26.5	65.019	2.231	2.6949
26.6	64.773	2.231	2.695
26.7	64.528	2.2309	2.695
26.8	64.284	2.2309	2.6951
26.9	64.041	2.2308	2.6952
27	63.797	2.2308	2.6952
27.1	63.553	2.2307	2.6953
27.2	63.309	2.2307	2.6954
27.3	63.063	2.2307	2.6955
27.4	62.816	2.2306	2.6955
27.5	62.567	2.2306	2.6956
27.6	62.318	2.2306	2.6957
27.7	62.069	2.2305	2.6958
27.8	61.821	2.2305	2.6959
27.9	61.574	2.2305	2.696
28	61.331	2.2305	2.6961
28.1	61.09	2.2305	2.6961
28.2	60.852	2.2305	2.6961
28.3	60.617	2.2305	2.6962
28.4	60.386	2.2305	2.6962
28.5	60.157	2.2306	2.6963
28.6	59.93	2.2306	2.6963
28.7	59.704	2.2306	2.6963
28.8	59.479	2.2306	2.6963
28.9	59.254	2.2306	2.6963
29	59.027	2.2306	2.6963
29.1	58.801	2.2306	2.6964
29.2	58.573	2.2306	2.6964
29.3	58.345	2.2306	2.6964
29.4	58.115	2.2306	2.6964
29.5	57.886	2.2306	2.6964
29.6	57.656	2.2306	2.6964
29.7	57.427	2.2306	2.6964
29.8	57.2	2.2306	2.6964
29.9	56.975	2.2307	2.6964
30	56.752	2.2307	2.6965
30.1	56.532	2.2308	2.6965
30.2	56.314	2.2308	2.6965
30.3	56.099	2.2309	2.6965
30.4	55.887	2.231	2.6966
30.5	55.678	2.231	2.6966
30.6	55.469	2.2311	2.6966
30.7	55.261	2.2311	2.6966
30.8	55.053	2.2312	2.6966
30.9	54.844	2.2312	2.6966
31	54.634	2.2312	2.6967
31.1	54.424	2.2313	2.6967
31.2	54.212	2.2313	2.6966
31.3	54	2.2313	2.6966
31.4	53.787	2.2314	2.6966
31.5	53.574	2.2314	2.6966
31.6	53.361	2.2315	2.6965
31.7	53.149	2.2315	2.6965
31.8	52.939	2.2316	2.6965
31.9	52.731	2.2316	2.6965
32	52.526	2.2317	2.6964
32.1	52.323	2.2318	2.6964
32.2	52.122	2.2318	2.6963
32.3	51.924	2.2319	2.6963
32.4	51.728	2.2319	2.6963
32.5	51.533	2.2319	2.6962
32.6	51.339	2.232	2.6962
32.7	51.146	2.232	2.6962
32.8	50.952	2.232	2.6962
32.9	50.759	2.232	2.6962
33	50.564	2.232	2.6963
33.1	50.369	2.232	2.6963
33.2	50.174	2.232	2.6962
33.3	49.978	2.232	2.6963
33.4	49.781	2.2321	2.6963
33.5	49.585	2.2321	2.6964
33.6	49.388	2.2321	2.6964
33.7	49.193	2.2322	2.6965
33.8	49	2.2322	2.6965
33.9	48.809	2.2322	2.6966
34	48.62	2.2323	2.6967
34.1	48.434	2.2323	2.6967
34.2	48.251	2.2324	2.6968
34.3	48.069	2.2324	2.6969
34.4	47.89	2.2325	2.6969
34.5	47.711	2.2325	2.697
34.6	47.533	2.2325	2.697
34.7	47.356	2.2325	2.6971
34.8	47.178	2.2326	2.6971
34.9	47.001	2.2326	2.6972
35	46.823	2.2326	2.6972
35.1	46.645	2.2327	2.6972
35.2	46.465	2.2327	2.6972
35.3	46.286	2.2328	2.6973
35.4	46.107	2.2328	2.6973
35.5	45.928	2.2329	2.6974
35.6	45.749	2.233	2.6974
35.7	45.572	2.233	2.6974
35.8	45.396	2.2331	2.6974
35.9	45.223	2.2332	2.6974
36	45.051	2.2332	2.6974
36.1	44.882	2.2333	2.6974
36.2	44.714	2.2333	2.6974
36.3	44.549	2.2334	2.6974
36.4	44.385	2.2334	2.6975
36.5	44.222	2.2335	2.6975
36.6	44.06	2.2335	2.6975
36.7	43.899	2.2336	2.6975
36.8	43.738	2.2336	2.6975
36.9	43.576	2.2336	2.6974
37	43.414	2.2337	2.6974
37.1	43.252	2.2337	2.6974
37.2	43.089	2.2337	2.6973
37.3	42.925	2.2338	2.6973
37.4	42.762	2.2338	2.6973
37.5	42.598	2.2339	2.6973
37.6	42.435	2.2339	2.6972
37.7	42.273	2.234	2.6972
37.8	42.113	2.2341	2.6971
37.9	41.954	2.2341	2.6971
38	41.797	2.2342	2.697
38.1	41.642	2.2343	2.697
38.2	41.489	2.2344	2.6969
38.3	41.337	2.2344	2.6968
38.4	41.186	2.2345	2.6967
38.5	41.037	2.2346	2.6965
38.6	40.888	2.2347	2.6965
38.7	40.74	2.2348	2.6964
38.8	40.592	2.2349	2.6963
38.9	40.445	2.235	2.6962
39	40.297	2.2351	2.6961
39.1	40.148	2.2352	2.696
39.2	40	2.2353	2.6959
39.3	39.851	2.2355	2.6958
39.4	39.702	2.2356	2.6957
39.5	39.553	2.2357	2.6957
39.6	39.405	2.2359	2.6956
39.7	39.258	2.236	2.6955
39.8	39.111	2.2362	2.6954
39.9	38.966	2.2363	2.6953
40	38.822	2.2364	2.6952
40.1	38.68	2.2366	2.6951
40.2	38.54	2.2367	2.695
40.3	38.402	2.2369	2.6949
40.4	38.265	2.237	2.6948
40.5	38.129	2.2371	2.6948
40.6	37.994	2.2373	2.6946
40.7	37.859	2.2374	2.6945
40.8	37.725	2.2375	2.6944
40.9	37.59	2.2376	2.6943
41	37.456	2.2377	2.6942
41.1	37.322	2.2379	2.6941
41.2	37.187	2.238	2.694
41.3	37.052	2.2381	2.6939
41.4	36.916	2.2382	2.6939
41.5	36.781	2.2383	2.6938
41.6	36.646	2.2384	2.6937
41.7	36.512	2.2385	2.6936
41.8	36.378	2.2386	2.6936
41.9	36.246	2.2388	2.6935
42	36.115	2.2389	2.6935
42.1	35.985	2.239	2.6934
42.2	35.856	2.2391	2.6933
42.3	35.729	2.2392	2.6933
42.4	35.603	2.2393	2.6932
42.5	35.478	2.2394	2.6932
42.6	35.355	2.2395	2.6931
42.7	35.232	2.2396	2.6931
42.8	35.109	2.2397	2.6931
42.9	34.987	2.2398	2.6931
43	34.866	2.2399	2.6931
43.1	34.744	2.24	2.6931
43.2	34.622	2.2401	2.6931
43.3	34.5	2.2402	2.6931
43.4	34.377	2.2404	2.6931
43.5	34.255	2.2405	2.6931
43.6	34.132	2.2406	2.693
43.7	34.009	2.2407	2.6931
43.8	33.887	2.2409	2.693
43.9	33.765	2.241	2.693
44	33.645	2.2411	2.693
44.1	33.526	2.2413	2.693
44.2	33.408	2.2414	2.6929
44.3	33.291	2.2415	2.6929
44.4	33.175	2.2417	2.6929
44.5	33.06	2.2418	2.6928
44.6	32.946	2.2419	2.6928
44.7	32.833	2.2421	2.6927
44.8	32.72	2.2422	2.6927
44.9	32.609	2.2423	2.6927
45	32.497	2.2424	2.6926
45.1	32.386	2.2426	2.6926
45.2	32.275	2.2427	2.6925
45.3	32.163	2.2428	2.6925
45.4	32.052	2.2429	2.6925
45.5	31.94	2.243	2.6924
45.6	31.829	2.2432	2.6924
45.7	31.718	2.2433	2.6923
45.8	31.608	2.2433	2.6923
45.9	31.497	2.2434	2.6922
46	31.388	2.2435	2.6921
46.1	31.279	2.2436	2.692
46.2	31.171	2.2437	2.6919
46.3	31.065	2.2438	2.6918
46.4	30.959	2.2438	2.6917
46.5	30.854	2.2439	2.6916
46.6	30.751	2.2439	2.6915
46.7	30.648	2.244	2.6914
46.8	30.547	2.244	2.6913
46.9	30.446	2.2441	2.6912
47	30.345	2.2441	2.691
47.1	30.245	2.2441	2.6909
47.2	30.145	2.2442	2.6908
47.3	30.044	2.2442	2.6906
47.4	29.944	2.2442	2.6905
47.5	29.844	2.2442	2.6904
47.6	29.743	2.2442	2.6902
47.7	29.643	2.2442	2.6901
47.8	29.542	2.2442	2.69
47.9	29.442	2.2443	2.6898
48	29.343	2.2443	2.6897
48.1	29.244	2.2443	2.6896
48.2	29.145	2.2443	2.6895
48.3	29.047	2.2443	2.6894
48.4	28.95	2.2443	2.6893
48.5	28.854	2.2443	2.6892
48.6	28.758	2.2443	2.6891
48.7	28.664	2.2443	2.689
48.8	28.57	2.2443	2.689
48.9	28.477	2.2443	2.6889
49	28.385	2.2443	2.6889
49.1	28.293	2.2443	2.6889
49.2	28.202	2.2442	2.6888
49.3	28.11	2.2442	2.6888
49.4	28.019	2.2442	2.6888
49.5	27.928	2.2442	2.6888
49.6	27.838	2.2442	2.6887
49.7	27.747	2.2442	2.6887
49.8	27.656	2.2442	2.6887
49.9	27.565	2.2442	2.6887
50	27.475	2.2442	2.6887
50.1	27.385	2.2442	2.6888
50.2	27.295	2.2442	2.6887
50.3	27.206	2.2442	2.6887
50.4	27.117	2.2443	2.6888
50.5	27.03	2.2443	2.6888
50.6	26.942	2.2443	2.6888
50.7	26.856	2.2443	2.6889
50.8	26.77	2.2443	2.6889
50.9	26.685	2.2443	2.6889
51	26.601	2.2443	2.689
51.1	26.517	2.2443	2.689
51.2	26.434	2.2443	2.6891
51.3	26.351	2.2443	2.6891
51.4	26.268	2.2443	2.6892
51.5	26.186	2.2443	2.6893
51.6	26.104	2.2442	2.6893
51.7	26.022	2.2442	2.6894
51.8	25.94	2.2442	2.6895
51.9	25.858	2.2441	2.6896
52	25.776	2.2441	2.6896
52.1	25.694	2.244	2.6897
52.2	25.612	2.2439	2.6898
52.3	25.53	2.2438	2.6898
52.4	25.449	2.2437	2.6899
52.5	25.369	2.2437	2.69
52.6	25.289	2.2436	2.6901
52.7	25.209	2.2435	2.6901
52.8	25.13	2.2434	2.6902
52.9	25.052	2.2433	2.6903
53	24.974	2.2432	2.6903
53.1	24.897	2.2431	2.6903
53.2	24.82	2.2431	2.6903
53.3	24.743	2.243	2.6904
53.4	24.668	2.2429	2.6904
53.5	24.592	2.2428	2.6904
53.6	24.517	2.2427	2.6904
53.7	24.442	2.2427	2.6904
53.8	24.368	2.2426	2.6904
53.9	24.294	2.2426	2.6904
54	24.219	2.2425	2.6904
54.1	24.145	2.2425	2.6903
54.2	24.071	2.2424	2.6903
54.3	23.998	2.2424	2.6903
54.4	23.924	2.2424	2.6903
54.5	23.851	2.2424	2.6903
54.6	23.778	2.2423	2.6903
54.7	23.705	2.2423	2.6903
54.8	23.633	2.2423	2.6902
54.9	23.562	2.2423	2.6902
55	23.491	2.2422	2.6902
55.1	23.42	2.2422	2.6902
55.2	23.35	2.2421	2.6901
55.3	23.281	2.2421	2.6901
55.4	23.212	2.242	2.6901
55.5	23.143	2.2419	2.6901
55.6	23.075	2.2419	2.69
55.7	23.007	2.2418	2.69
55.8	22.939	2.2417	2.69
55.9	22.871	2.2416	2.69
56	22.804	2.2415	2.6899
56.1	22.736	2.2415	2.6899
56.2	22.669	2.2414	2.6899
56.3	22.602	2.2413	2.6899
56.4	22.535	2.2412	2.6899
56.5	22.468	2.2411	2.6898
56.6	22.402	2.241	2.6899
56.7	22.336	2.2409	2.6898
56.8	22.27	2.2408	2.6898
56.9	22.204	2.2407	2.6898
57	22.138	2.2406	2.6897
57.1	22.073	2.2405	2.6897
57.2	22.009	2.2404	2.6896
57.3	21.945	2.2403	2.6897
57.4	21.881	2.2402	2.6896
57.5	21.818	2.2401	2.6896
57.6	21.755	2.24	2.6896
57.7	21.693	2.2399	2.6896
57.8	21.631	2.2398	2.6897
57.9	21.569	2.2397	2.6897
58	21.507	2.2396	2.6897
58.1	21.446	2.2395	2.6898
58.2	21.385	2.2394	2.6898
58.3	21.323	2.2393	2.6899
58.4	21.262	2.2392	2.6899
58.5	21.201	2.2392	2.69
58.6	21.141	2.2391	2.6901
58.7	21.08	2.239	2.6901
58.8	21.019	2.2389	2.6902
58.9	20.959	2.2388	2.6903
59	20.899	2.2387	2.6904
59.1	20.839	2.2387	2.6905
59.2	20.78	2.2386	2.6906
59.3	20.72	2.2386	2.6907
59.4	20.661	2.2385	2.6908
59.5	20.603	2.2385	2.6908
59.6	20.544	2.2384	2.6909
59.7	20.486	2.2384	2.691
59.8	20.429	2.2383	2.6911
59.9	20.372	2.2383	2.6912
60	20.315	2.2382	2.6913
60.1	20.258	2.2381	2.6913
