 	 1kHz	 0.5kHz 	 0.25kHz 	 roh
[KWnZOT]	[bar]	[bar]	[bar]	[bar]
23.4	51.446	51.473	51.475	51.38
23.5	51.274	51.306	51.307	51.204
23.6	51.108	51.138	51.138	51.044
23.7	50.946	50.971	50.97	50.904
23.8	50.788	50.805	50.801	50.778
23.9	50.632	50.638	50.633	50.659
24	50.476	50.471	50.465	50.535
24.1	50.317	50.305	50.297	50.367
24.2	50.156	50.137	50.128	50.19
24.3	49.992	49.97	49.96	50.008
24.4	49.824	49.802	49.792	49.827
24.5	49.654	49.634	49.623	49.649
24.6	49.482	49.465	49.455	49.471
24.7	49.309	49.297	49.287	49.3
24.8	49.134	49.128	49.118	49.135
24.9	48.959	48.958	48.95	48.974
25	48.783	48.789	48.782	48.812
25.1	48.607	48.62	48.614	48.619
25.2	48.433	48.451	48.446	48.426
25.3	48.26	48.283	48.278	48.238
25.4	48.09	48.114	48.11	48.059
25.5	47.924	47.947	47.942	47.891
25.6	47.761	47.779	47.775	47.722
25.7	47.602	47.612	47.608	47.566
25.8	47.445	47.445	47.44	47.422
25.9	47.289	47.278	47.273	47.288
26	47.132	47.112	47.106	47.157
26.1	46.973	46.945	46.939	47.007
26.2	46.811	46.777	46.772	46.852
26.3	46.644	46.61	46.606	46.691
26.4	46.472	46.442	46.44	46.523
26.5	46.295	46.273	46.273	46.345
26.6	46.116	46.105	46.107	46.135
26.7	45.935	45.937	45.941	45.924
26.8	45.755	45.769	45.776	45.72
26.9	45.577	45.601	45.611	45.528
27	45.404	45.435	45.446	45.352
27.1	45.235	45.269	45.281	45.187
27.2	45.071	45.104	45.117	45.037
27.3	44.911	44.94	44.953	44.9
27.4	44.755	44.777	44.789	44.769
27.5	44.6	44.615	44.626	44.637
27.6	44.446	44.453	44.463	44.471
27.7	44.292	44.292	44.3	44.302
27.8	44.138	44.131	44.138	44.133
27.9	43.983	43.971	43.976	43.97
28	43.828	43.81	43.815	43.815
28.1	43.671	43.65	43.653	43.664
28.2	43.514	43.49	43.492	43.519
28.3	43.354	43.33	43.332	43.376
28.4	43.192	43.17	43.172	43.232
28.5	43.027	43.01	43.012	43.08
28.6	42.86	42.85	42.852	42.89
28.7	42.691	42.69	42.693	42.694
28.8	42.524	42.531	42.534	42.501
28.9	42.358	42.372	42.376	42.317
29	42.195	42.213	42.218	42.147
29.1	42.036	42.056	42.06	41.989
29.2	41.88	41.899	41.903	41.845
29.3	41.728	41.742	41.746	41.715
29.4	41.578	41.587	41.59	41.591
29.5	41.429	41.431	41.434	41.466
29.6	41.28	41.277	41.279	41.311
29.7	41.129	41.122	41.123	41.15
29.8	40.977	40.968	40.969	40.988
29.9	40.824	40.814	40.814	40.828
30	40.67	40.661	40.66	40.671
30.1	40.515	40.507	40.507	40.51
30.2	40.36	40.354	40.354	40.355
30.3	40.204	40.202	40.201	40.205
30.4	40.048	40.05	40.049	40.058
30.5	39.893	39.898	39.897	39.912
30.6	39.739	39.746	39.745	39.742
30.7	39.585	39.596	39.594	39.573
30.8	39.434	39.445	39.443	39.411
30.9	39.284	39.296	39.293	39.258
31	39.137	39.146	39.143	39.114
31.1	38.993	38.998	38.994	38.972
31.2	38.85	38.849	38.845	38.839
31.3	38.707	38.702	38.697	38.711
31.4	38.565	38.554	38.548	38.586
31.5	38.421	38.407	38.401	38.458
31.6	38.276	38.259	38.254	38.304
31.7	38.129	38.112	38.107	38.145
31.8	37.98	37.965	37.96	37.986
31.9	37.83	37.818	37.814	37.828
32	37.679	37.672	37.669	37.675
32.1	37.528	37.526	37.524	37.518
32.2	37.377	37.38	37.379	37.368
32.3	37.228	37.235	37.235	37.223
32.4	37.08	37.09	37.091	37.082
32.5	36.933	36.946	36.948	36.944
32.6	36.787	36.802	36.805	36.786
32.7	36.644	36.66	36.663	36.63
32.8	36.503	36.518	36.521	36.482
32.9	36.364	36.377	36.38	36.342
33	36.228	36.236	36.239	36.211
33.1	36.093	36.096	36.099	36.081
33.2	35.959	35.957	35.96	35.958
33.3	35.826	35.818	35.821	35.839
33.4	35.691	35.68	35.682	35.72
33.5	35.556	35.542	35.544	35.597
33.6	35.418	35.405	35.406	35.444
33.7	35.279	35.267	35.269	35.288
33.8	35.14	35.13	35.133	35.133
33.9	35	34.994	34.997	34.983
34	34.861	34.858	34.861	34.841
34.1	34.722	34.722	34.726	34.702
34.2	34.585	34.587	34.592	34.572
34.3	34.449	34.452	34.458	34.449
34.4	34.314	34.319	34.325	34.328
34.5	34.179	34.185	34.192	34.207
34.6	34.045	34.053	34.06	34.059
34.7	33.912	33.921	33.928	33.911
34.8	33.78	33.79	33.797	33.766
34.9	33.65	33.66	33.667	33.628
35	33.522	33.53	33.537	33.499
35.1	33.396	33.401	33.407	33.375
35.2	33.271	33.273	33.279	33.26
35.3	33.148	33.145	33.15	33.152
35.4	33.024	33.018	33.023	33.045
35.5	32.899	32.892	32.895	32.936
35.6	32.774	32.766	32.769	32.8
35.7	32.648	32.64	32.643	32.66
35.8	32.521	32.515	32.517	32.52
35.9	32.393	32.39	32.392	32.384
36	32.267	32.266	32.268	32.253
36.1	32.141	32.142	32.144	32.124
36.2	32.016	32.019	32.02	32.002
36.3	31.892	31.896	31.897	31.887
36.4	31.77	31.774	31.775	31.776
36.5	31.648	31.653	31.653	31.665
36.6	31.527	31.532	31.531	31.535
36.7	31.407	31.412	31.411	31.406
36.8	31.288	31.292	31.29	31.279
36.9	31.17	31.172	31.17	31.158
37	31.053	31.053	31.051	31.042
37.1	30.937	30.935	30.932	30.926
37.2	30.822	30.817	30.814	30.815
37.3	30.706	30.7	30.696	30.709
37.4	30.591	30.583	30.578	30.605
37.5	30.475	30.466	30.461	30.5
37.6	30.358	30.349	30.345	30.376
37.7	30.239	30.233	30.229	30.251
37.8	30.121	30.117	30.113	30.125
37.9	30.002	30.002	29.998	30.001
38	29.883	29.887	29.883	29.88
38.1	29.766	29.772	29.769	29.754
38.2	29.65	29.658	29.655	29.633
38.3	29.536	29.545	29.542	29.52
38.4	29.423	29.432	29.429	29.413
38.5	29.312	29.32	29.317	29.31
38.6	29.203	29.208	29.205	29.199
38.7	29.095	29.097	29.094	29.091
38.8	28.988	28.986	28.983	28.987
38.9	28.881	28.876	28.872	28.885
39	28.773	28.766	28.762	28.785
39.1	28.665	28.656	28.653	28.675
39.2	28.557	28.547	28.544	28.566
39.3	28.447	28.438	28.435	28.457
39.4	28.337	28.329	28.327	28.348
39.5	28.226	28.221	28.219	28.239
39.6	28.114	28.113	28.112	28.118
39.7	28.003	28.005	28.005	27.998
39.8	27.893	27.898	27.899	27.882
39.9	27.784	27.792	27.793	27.771
40	27.677	27.686	27.688	27.666
40.1	27.571	27.581	27.583	27.557
40.2	27.468	27.477	27.479	27.454
40.3	27.366	27.373	27.375	27.356
40.4	27.266	27.269	27.272	27.264
40.5	27.167	27.167	27.169	27.175
40.6	27.068	27.064	27.067	27.074
40.7	26.969	26.963	26.965	26.975
40.8	26.869	26.861	26.864	26.877
40.9	26.769	26.76	26.763	26.78
41	26.668	26.66	26.663	26.682
41.1	26.567	26.56	26.563	26.574
41.2	26.465	26.46	26.464	26.467
41.3	26.363	26.36	26.365	26.362
41.4	26.261	26.262	26.266	26.26
41.5	26.159	26.163	26.168	26.16
41.6	26.059	26.066	26.071	26.052
41.7	25.96	25.968	25.974	25.948
41.8	25.863	25.872	25.878	25.849
41.9	25.768	25.776	25.782	25.757
42	25.674	25.681	25.686	25.669
42.1	25.582	25.586	25.592	25.576
42.2	25.49	25.492	25.497	25.486
42.3	25.4	25.399	25.403	25.4
42.4	25.31	25.306	25.31	25.317
42.5	25.219	25.213	25.217	25.234
42.6	25.128	25.121	25.124	25.14
42.7	25.037	25.03	25.032	25.046
42.8	24.944	24.938	24.94	24.952
42.9	24.851	24.847	24.849	24.858
43	24.758	24.757	24.758	24.766
43.1	24.665	24.667	24.668	24.664
43.2	24.573	24.577	24.578	24.565
43.3	24.481	24.488	24.489	24.47
43.4	24.391	24.399	24.4	24.38
43.5	24.303	24.311	24.311	24.295
43.6	24.216	24.223	24.223	24.205
43.7	24.131	24.136	24.135	24.12
43.8	24.047	24.05	24.048	24.04
43.9	23.964	23.964	23.961	23.964
44	23.881	23.878	23.874	23.889
44.1	23.798	23.792	23.788	23.805
44.2	23.715	23.707	23.702	23.722
44.3	23.632	23.622	23.617	23.639
44.4	23.547	23.537	23.532	23.556
44.5	23.462	23.452	23.447	23.474
44.6	23.375	23.368	23.363	23.382
44.7	23.289	23.284	23.279	23.291
44.8	23.201	23.2	23.195	23.201
44.9	23.115	23.116	23.112	23.113
45	23.028	23.032	23.029	23.028
45.1	22.943	22.949	22.946	22.935
45.2	22.859	22.867	22.864	22.846
45.3	22.776	22.785	22.782	22.762
45.4	22.695	22.703	22.7	22.684
45.5	22.615	22.622	22.619	22.61
45.6	22.537	22.541	22.538	22.532
45.7	22.459	22.461	22.458	22.458
45.8	22.382	22.381	22.378	22.386
45.9	22.305	22.301	22.298	22.315
46	22.228	22.222	22.219	22.244
46.1	22.15	22.143	22.14	22.16
46.2	22.071	22.064	22.061	22.076
46.3	21.992	21.985	21.983	21.993
46.4	21.912	21.907	21.905	21.911
46.5	21.833	21.829	21.827	21.832
46.6	21.753	21.751	21.749	21.749
46.7	21.674	21.673	21.672	21.669
46.8	21.595	21.596	21.596	21.592
46.9	21.516	21.519	21.519	21.518
47	21.439	21.443	21.444	21.445
47.1	21.362	21.367	21.368	21.362
47.2	21.285	21.291	21.293	21.281
47.3	21.21	21.216	21.218	21.202
47.4	21.136	21.141	21.143	21.128
47.5	21.063	21.067	21.069	21.058
47.6	20.991	20.993	20.995	20.986
47.7	20.92	20.92	20.922	20.917
47.8	20.849	20.847	20.849	20.85
47.9	20.777	20.774	20.776	20.785
48	20.706	20.702	20.704	20.721
48.1	20.635	20.63	20.632	20.644
48.2	20.563	20.558	20.56	20.567
48.3	20.49	20.486	20.489	20.491
48.4	20.418	20.415	20.418	20.417
48.5	20.345	20.344	20.347	20.345
48.6	20.273	20.274	20.277	20.269
48.7	20.202	20.204	20.207	20.196
48.8	20.131	20.134	20.138	20.127
48.9	20.061	20.065	20.069	20.06
49	19.992	19.996	20	19.996
49.1	19.924	19.928	19.931	19.924
49.2	19.856	19.86	19.863	19.853
49.3	19.789	19.792	19.796	19.785
49.4	19.723	19.725	19.728	19.72
49.5	19.657	19.658	19.661	19.658
49.6	19.592	19.592	19.594	19.59
49.7	19.527	19.526	19.528	19.525
49.8	19.463	19.46	19.462	19.463
49.9	19.398	19.395	19.396	19.402
50	19.333	19.33	19.331	19.342
50.1	19.268	19.265	19.266	19.274
50.2	19.203	19.2	19.201	19.206
50.3	19.138	19.136	19.137	19.139
50.4	19.073	19.072	19.072	19.075
50.5	19.008	19.008	19.009	19.011
50.6	18.943	18.945	18.945	18.942
50.7	18.879	18.882	18.882	18.874
50.8	18.815	18.819	18.819	18.81
50.9	18.753	18.757	18.756	18.748
51	18.691	18.695	18.694	18.69
51.1	18.629	18.633	18.632	18.626
51.2	18.569	18.571	18.57	18.565
51.3	18.509	18.51	18.508	18.506
51.4	18.45	18.449	18.447	18.45
51.5	18.391	18.389	18.386	18.395
51.6	18.332	18.329	18.325	18.333
51.7	18.273	18.268	18.265	18.273
51.8	18.214	18.208	18.205	18.214
51.9	18.154	18.148	18.145	18.156
52	18.095	18.089	18.085	18.1
52.1	18.035	18.029	18.025	18.038
52.2	17.974	17.97	17.966	17.977
52.3	17.913	17.91	17.907	17.917
52.4	17.852	17.851	17.848	17.858
52.5	17.791	17.793	17.79	17.798
52.6	17.731	17.734	17.732	17.731
52.7	17.67	17.676	17.674	17.665
52.8	17.611	17.618	17.616	17.602
52.9	17.552	17.56	17.558	17.543
53	17.495	17.502	17.501	17.487
53.1	17.439	17.446	17.444	17.43
53.2	17.384	17.389	17.387	17.376
53.3	17.33	17.332	17.331	17.326
53.4	17.277	17.276	17.274	17.279
53.5	17.224	17.221	17.218	17.232
53.6	17.17	17.165	17.162	17.178
53.7	17.116	17.109	17.107	17.123
53.8	17.062	17.054	17.051	17.068
53.9	17.006	16.998	16.996	17.013
54	16.95	16.943	16.941	16.958
54.1	16.894	16.888	16.887	16.897
54.2	16.837	16.833	16.832	16.836
54.3	16.78	16.778	16.778	16.777
54.4	16.723	16.724	16.724	16.72
54.5	16.667	16.669	16.67	16.665
54.6	16.611	16.615	16.617	16.606
54.7	16.556	16.562	16.563	16.55
54.8	16.502	16.508	16.51	16.497
54.9	16.449	16.455	16.458	16.446
55	16.397	16.403	16.405	16.398
55.1	16.346	16.35	16.353	16.344
55.2	16.295	16.298	16.301	16.292
55.3	16.245	16.247	16.249	16.242
55.4	16.196	16.195	16.198	16.195
55.5	16.146	16.144	16.147	16.149
55.6	16.097	16.093	16.096	16.1
55.7	16.047	16.043	16.045	16.051
55.8	15.997	15.992	15.995	16.003
55.9	15.946	15.942	15.944	15.955
56	15.895	15.892	15.894	15.906
56.1	15.844	15.843	15.845	15.848
56.2	15.792	15.793	15.795	15.791
56.3	15.741	15.744	15.746	15.734
56.4	15.691	15.695	15.697	15.682
56.5	15.642	15.646	15.648	15.632
56.6	15.593	15.598	15.6	15.583
56.7	15.546	15.55	15.551	15.537
56.8	15.5	15.502	15.503	15.496
56.9	15.454	15.454	15.455	15.456
57	15.409	15.407	15.408	15.417
57.1	15.363	15.36	15.36	15.37
57.2	15.317	15.313	15.313	15.323
57.3	15.271	15.266	15.266	15.275
57.4	15.225	15.22	15.22	15.228
57.5	15.178	15.173	15.173	15.182
57.6	15.13	15.127	15.127	15.132
57.7	15.083	15.081	15.081	15.082
57.8	15.035	15.035	15.035	15.035
57.9	14.988	14.99	14.99	14.989
58	14.941	14.944	14.944	14.944
58.1	14.894	14.899	14.899	14.893
58.2	14.849	14.854	14.854	14.844
58.3	14.803	14.809	14.809	14.797
58.4	14.759	14.765	14.765	14.753
58.5	14.716	14.721	14.72	14.712
58.6	14.674	14.677	14.676	14.668
58.7	14.632	14.634	14.632	14.627
58.8	14.591	14.59	14.588	14.589
58.9	14.55	14.547	14.545	14.552
59	14.509	14.504	14.501	14.516
59.1	14.467	14.461	14.458	14.474
59.2	14.425	14.418	14.415	14.431
59.3	14.382	14.375	14.372	14.389
59.4	14.339	14.333	14.33	14.346
59.5	14.295	14.29	14.287	14.302
59.6	14.25	14.247	14.245	14.253
59.7	14.206	14.205	14.203	14.203
59.8	14.161	14.163	14.161	14.156
59.9	14.117	14.12	14.119	14.111
60	14.074	14.078	14.077	14.069
60.1	14.031	14.037	14.036	14.024
60.2	13.99	13.995	13.995	13.983
60.3	13.949	13.954	13.954	13.944
60.4	13.909	13.913	13.913	13.908
60.5	13.87	13.873	13.872	13.874
60.6	13.831	13.832	13.832	13.834
60.7	13.792	13.792	13.791	13.794
60.8	13.754	13.752	13.751	13.756
60.9	13.715	13.712	13.711	13.718
61	13.675	13.672	13.671	13.68
61.1	13.636	13.632	13.632	13.638
61.2	13.596	13.593	13.592	13.596
61.3	13.557	13.553	13.553	13.556
61.4	13.517	13.514	13.514	13.517
61.5	13.477	13.475	13.475	13.479
61.6	13.437	13.436	13.437	13.437
61.7	13.397	13.397	13.398	13.396
61.8	13.358	13.359	13.36	13.357
61.9	13.318	13.32	13.322	13.319
62	13.279	13.282	13.284	13.281
62.1	13.241	13.244	13.246	13.239
62.2	13.203	13.206	13.208	13.198
62.3	13.166	13.169	13.171	13.16
62.4	13.129	13.131	13.134	13.124
62.5	13.093	13.094	13.097	13.091
62.6	13.058	13.058	13.06	13.056
62.7	13.022	13.021	13.023	13.023
62.8	12.987	12.985	12.987	12.991
62.9	12.951	12.948	12.95	12.959
63	12.915	12.912	12.914	12.926
63.1	12.879	12.876	12.878	12.885
63.2	12.842	12.841	12.842	12.844
63.3	12.805	12.805	12.807	12.803
63.4	12.769	12.769	12.771	12.764
63.5	12.732	12.734	12.736	12.727
63.6	12.696	12.699	12.701	12.69
63.7	12.661	12.664	12.666	12.656
63.8	12.627	12.63	12.632	12.624
63.9	12.593	12.596	12.597	12.594
64	12.559	12.561	12.563	12.564
64.1	12.526	12.528	12.528	12.528
64.2	12.493	12.494	12.494	12.491
64.3	12.46	12.46	12.46	12.456
64.4	12.427	12.427	12.427	12.423
64.5	12.395	12.394	12.393	12.393
64.6	12.363	12.361	12.36	12.361
64.7	12.331	12.328	12.326	12.331
64.8	12.299	12.295	12.293	12.302
64.9	12.267	12.262	12.26	12.273
65	12.234	12.229	12.227	12.244
65.1	12.2	12.196	12.194	12.207
65.2	12.166	12.163	12.162	12.169
65.3	12.132	12.131	12.129	12.132
65.4	12.097	12.098	12.097	12.095
65.5	12.063	12.066	12.065	12.06
65.6	12.03	12.034	12.033	12.024
65.7	11.997	12.001	12.001	11.99
65.8	11.965	11.97	11.969	11.959
65.9	11.933	11.938	11.937	11.93
66	11.903	11.906	11.905	11.904
66.1	11.872	11.875	11.874	11.872
66.2	11.843	11.844	11.843	11.842
66.3	11.813	11.813	11.811	11.813
66.4	11.784	11.782	11.78	11.785
66.5	11.754	11.751	11.749	11.757
66.6	11.724	11.721	11.718	11.727
66.7	11.694	11.69	11.688	11.696
66.8	11.664	11.659	11.657	11.666
66.9	11.633	11.629	11.627	11.637
67	11.601	11.598	11.596	11.607
67.1	11.57	11.568	11.566	11.573
67.2	11.538	11.537	11.536	11.538
67.3	11.506	11.507	11.506	11.505
67.4	11.475	11.477	11.476	11.473
67.5	11.443	11.447	11.446	11.442
67.6	11.413	11.417	11.416	11.408
67.7	11.382	11.387	11.386	11.377
67.8	11.353	11.357	11.357	11.348
67.9	11.324	11.328	11.327	11.321
68	11.296	11.299	11.298	11.296
68.1	11.268	11.27	11.269	11.267
68.2	11.241	11.241	11.24	11.24
68.3	11.214	11.212	11.211	11.215
68.4	11.186	11.183	11.182	11.19
68.5	11.158	11.155	11.154	11.164
68.6	11.13	11.126	11.125	11.134
68.7	11.102	11.097	11.097	11.104
68.8	11.073	11.069	11.068	11.074
68.9	11.044	11.04	11.04	11.045
69	11.015	11.012	11.012	11.017
69.1	10.985	10.983	10.984	10.985
69.2	10.956	10.955	10.956	10.954
69.3	10.926	10.927	10.928	10.925
69.4	10.897	10.899	10.901	10.897
69.5	10.868	10.871	10.873	10.87
69.6	10.84	10.843	10.846	10.839
69.7	10.812	10.816	10.819	10.809
69.8	10.785	10.788	10.792	10.781
69.9	10.758	10.761	10.765	10.755
70	10.731	10.734	10.738	10.73
70.1	10.705	10.708	10.711	10.704
70.2	10.68	10.681	10.684	10.679
70.3	10.654	10.655	10.658	10.655
70.4	10.629	10.629	10.632	10.632
70.5	10.604	10.603	10.606	10.609
70.6	10.578	10.577	10.58	10.582
70.7	10.553	10.551	10.554	10.554
70.8	10.527	10.526	10.528	10.527
70.9	10.501	10.5	10.502	10.501
71	10.475	10.475	10.477	10.476
71.1	10.45	10.45	10.451	10.448
71.2	10.424	10.425	10.426	10.422
71.3	10.399	10.4	10.4	10.397
71.4	10.374	10.375	10.375	10.373
71.5	10.349	10.35	10.35	10.35
71.6	10.324	10.326	10.325	10.323
71.7	10.3	10.301	10.301	10.298
71.8	10.276	10.277	10.276	10.273
71.9	10.253	10.253	10.251	10.251
72	10.229	10.228	10.227	10.229
72.1	10.206	10.204	10.202	10.205
72.2	10.182	10.18	10.178	10.182
72.3	10.159	10.156	10.154	10.16
72.4	10.135	10.132	10.13	10.138
72.5	10.111	10.108	10.106	10.117
72.6	10.087	10.084	10.082	10.09
72.7	10.062	10.06	10.058	10.064
72.8	10.037	10.036	10.034	10.038
72.9	10.012	10.012	10.01	10.012
73	9.9876	9.9877	9.9863	9.9877
73.1	9.9629	9.9639	9.9627	9.9602
73.2	9.9385	9.9401	9.9391	9.9342
73.3	9.9145	9.9164	9.9157	9.91
73.4	9.8909	9.8928	9.8923	9.8877
73.5	9.8677	9.8694	9.869	9.867
73.6	9.8448	9.846	9.8458	9.8438
73.7	9.8221	9.8228	9.8226	9.8217
73.8	9.7994	9.7996	9.7995	9.8005
73.9	9.7767	9.7766	9.7766	9.78
74	9.7539	9.7536	9.7536	9.7595
74.1	9.731	9.7307	9.7308	9.7345
74.2	9.7078	9.708	9.708	9.7095
74.3	9.6846	9.6853	9.6853	9.685
74.4	9.6614	9.6627	9.6627	9.6613
74.5	9.6384	9.6403	9.6402	9.6385
74.6	9.6155	9.6179	9.6177	9.6133
74.7	9.593	9.5957	9.5953	9.5894
74.8	9.5709	9.5736	9.573	9.5672
74.9	9.5493	9.5516	9.5507	9.5468
75	9.528	9.5298	9.5286	9.5276
75.1	9.5071	9.508	9.5065	9.5055
75.2	9.4864	9.4862	9.4844	9.4845
75.3	9.4658	9.4645	9.4624	9.4647
75.4	9.4453	9.4429	9.4405	9.4458
75.5	9.4247	9.4212	9.4187	9.4276
75.6	9.4039	9.3996	9.3969	9.406
75.7	9.3827	9.3779	9.3752	9.3846
75.8	9.3611	9.3562	9.3536	9.3634
75.9	9.339	9.3344	9.332	9.3425
76	9.3166	9.3127	9.3105	9.3214
76.1	9.2937	9.2909	9.289	9.2963
76.2	9.2706	9.2691	9.2676	9.2713
76.3	9.2474	9.2473	9.2463	9.247
76.4	9.2243	9.2256	9.2251	9.2235
76.5	9.2014	9.204	9.2039	9.2009
76.6	9.1789	9.1825	9.1828	9.1757
76.7	9.157	9.1611	9.1618	9.152
76.8	9.1356	9.1399	9.1409	9.1303
76.9	9.1149	9.1188	9.1201	9.1107
77	9.0948	9.0979	9.0994	9.0928
77.1	9.0751	9.0771	9.0787	9.073
77.2	9.0558	9.0565	9.0582	9.0544
77.3	9.0366	9.0359	9.0377	9.037
77.4	9.0175	9.0155	9.0173	9.0203
77.5	8.9981	8.9952	8.9971	9.0037
77.6	8.9783	8.9749	8.9769	8.983
77.7	8.9581	8.9547	8.9568	8.962
77.8	8.9375	8.9346	8.9368	8.9409
77.9	8.9165	8.9145	8.9168	8.9198
78	8.8953	8.8946	8.897	8.8987
78.1	8.874	8.8747	8.8773	8.8743
78.2	8.8527	8.855	8.8576	8.8506
78.3	8.8318	8.8354	8.8381	8.8283
78.4	8.8114	8.8161	8.8186	8.8076
78.5	8.7916	8.7969	8.7993	8.7886
78.6	8.7725	8.7778	8.78	8.7679
78.7	8.7541	8.759	8.7609	8.749
78.8	8.7364	8.7404	8.7418	8.7321
78.9	8.7192	8.7219	8.7228	8.717
79	8.7025	8.7035	8.7039	8.7032
79.1	8.686	8.6852	8.6851	8.6866
79.2	8.6695	8.667	8.6664	8.6706
79.3	8.6527	8.6488	8.6478	8.655
79.4	8.6357	8.6305	8.6292	8.6396
79.5	8.6181	8.6123	8.6107	8.6239
79.6	8.5999	8.5941	8.5923	8.6043
79.7	8.5812	8.5758	8.574	8.5843
79.8	8.562	8.5574	8.5557	8.5643
79.9	8.5424	8.539	8.5375	8.5444
80	8.5226	8.5207	8.5194	8.5246
80.1	8.5027	8.5023	8.5013	8.5017
80.2	8.4829	8.484	8.4833	8.4796
80.3	8.4635	8.4657	8.4654	8.459
80.4	8.4445	8.4476	8.4475	8.4401
80.5	8.4261	8.4295	8.4298	8.423
80.6	8.4082	8.4116	8.4121	8.4043
80.7	8.3909	8.3938	8.3945	8.3873
80.8	8.374	8.3761	8.3769	8.3718
80.9	8.3574	8.3586	8.3595	8.3577
81	8.3409	8.3411	8.3421	8.3441
81.1	8.3245	8.3237	8.3248	8.3272
81.2	8.3078	8.3064	8.3075	8.3104
81.3	8.2909	8.2892	8.2903	8.2938
81.4	8.2737	8.272	8.2732	8.2772
81.5	8.2563	8.255	8.2562	8.2606
81.6	8.2386	8.238	8.2392	8.2407
81.7	8.2207	8.221	8.2223	8.221
81.8	8.2029	8.2042	8.2054	8.202
81.9	8.1852	8.1875	8.1887	8.184
82	8.1678	8.1709	8.172	8.1669
82.1	8.1509	8.1545	8.1553	8.1475
82.2	8.1344	8.1381	8.1387	8.1295
82.3	8.1185	8.1219	8.1222	8.1134
82.4	8.1031	8.1059	8.1058	8.0992
82.5	8.0882	8.0899	8.0894	8.0866
82.6	8.0736	8.074	8.073	8.0724
82.7	8.0592	8.0581	8.0567	8.0591
82.8	8.0446	8.0423	8.0405	8.0465
82.9	8.0299	8.0265	8.0243	8.0341
83	8.0147	8.0107	8.0081	8.0213
83.1	7.999	7.9948	7.992	8.004
83.2	7.9829	7.9788	7.976	7.9861
83.3	7.9663	7.9629	7.9599	7.9681
83.4	7.9493	7.9468	7.944	7.9503
83.5	7.9322	7.9308	7.928	7.9328
83.6	7.9151	7.9147	7.9121	7.9133
83.7	7.898	7.8987	7.8962	7.8947
83.8	7.8813	7.8827	7.8804	7.8776
83.9	7.8649	7.8667	7.8647	7.8619
84	7.8489	7.8507	7.8489	7.8474
84.1	7.8333	7.8348	7.8333	7.8305
84.2	7.818	7.819	7.8176	7.8147
84.3	7.8031	7.8031	7.8021	7.8003
84.4	7.7883	7.7874	7.7865	7.7872
84.5	7.7736	7.7716	7.771	7.775
84.6	7.7587	7.7559	7.7556	7.7607
84.7	7.7435	7.7402	7.7402	7.7466
84.8	7.7279	7.7246	7.7249	7.7324
84.9	7.7118	7.7089	7.7096	7.7179
85	7.6952	7.6933	7.6944	7.7025
85.1	7.6782	7.6777	7.6792	7.6826
85.2	7.661	7.6622	7.6641	7.6623
85.3	7.6438	7.6468	7.649	7.6424
85.4	7.6269	7.6316	7.634	7.6236
85.5	7.6105	7.6165	7.6191	7.6063
85.6	7.5949	7.6016	7.6043	7.5883
85.7	7.5801	7.5869	7.5895	7.5725
85.8	7.5662	7.5724	7.5748	7.5593
85.9	7.5531	7.5581	7.5601	7.5484
86	7.5407	7.5439	7.5455	7.5392
86.1	7.5288	7.5299	7.531	7.5282
86.2	7.517	7.5159	7.5165	7.5179
86.3	7.5051	7.502	7.5021	7.508
86.4	7.4929	7.4881	7.4878	7.4981
86.5	7.4802	7.4742	7.4735	7.4875
86.6	7.4668	7.4602	7.4592	7.4727
86.7	7.4526	7.4462	7.4451	7.457
86.8	7.4378	7.4321	7.4309	7.4409
86.9	7.4225	7.4179	7.4168	7.4246
87	7.4067	7.4037	7.4028	7.4084
87.1	7.3908	7.3895	7.3888	7.3899
87.2	7.3749	7.3753	7.3748	7.3721
87.3	7.3592	7.3612	7.3609	7.3556
87.4	7.3439	7.3471	7.3471	7.3405
87.5	7.3292	7.3331	7.3333	7.3267
87.6	7.3151	7.3192	7.3196	7.311
87.7	7.3015	7.3054	7.3059	7.2967
87.8	7.2886	7.2917	7.2923	7.2842
87.9	7.2761	7.2782	7.2788	7.2734
88	7.264	7.2647	7.2653	7.2639
88.1	7.252	7.2513	7.2518	7.2528
88.2	7.2398	7.2379	7.2384	7.2422
88.3	7.2274	7.2246	7.2251	7.2317
88.4	7.2146	7.2113	7.2118	7.2208
88.5	7.2012	7.198	7.1986	7.209
88.6	7.1873	7.1847	7.1854	7.1927
88.7	7.173	7.1715	7.1723	7.1757
88.8	7.1584	7.1583	7.1592	7.1587
88.9	7.1438	7.1452	7.1462	7.1423
89	7.1294	7.1321	7.1332	7.1268
89.1	7.1154	7.1192	7.1203	7.1103
89.2	7.1019	7.1064	7.1074	7.0957
89.3	7.0892	7.0938	7.0946	7.0831
89.4	7.0771	7.0813	7.0819	7.0726
89.5	7.0656	7.0688	7.0692	7.0637
89.6	7.0545	7.0565	7.0565	7.053
89.7	7.0438	7.0443	7.0439	7.0432
89.8	7.0331	7.0321	7.0313	7.0341
89.9	7.0224	7.02	7.0188	7.0254
90	7.0113	7.0078	7.0063	7.0165
90.1	6.9998	6.9956	6.9939	7.0044
90.2	6.9878	6.9833	6.9815	6.9917
90.3	6.9752	6.971	6.9691	6.9787
90.4	6.9622	6.9587	6.9567	6.9654
90.5	6.9489	6.9463	6.9444	6.9518
