 	 1kHz	 0.5kHz 	 0.25kHz 	 roh
[KWnZOT]	[bar]	[bar]	[bar]	[bar]
90.6	6.9353	6.9339	6.9322	6.9352
90.7	6.9217	6.9215	6.9199	6.9191
90.8	6.9082	6.9091	6.9077	6.9041
90.9	6.8951	6.8968	6.8955	6.8906
91	6.8824	6.8844	6.8834	6.8787
91.1	6.8701	6.8722	6.8713	6.866
91.2	6.8582	6.86	6.8593	6.8548
91.3	6.8467	6.8478	6.8473	6.8449
91.4	6.8354	6.8357	6.8353	6.836
91.5	6.8242	6.8236	6.8234	6.8275
91.6	6.8128	6.8116	6.8115	6.8158
91.7	6.8013	6.7996	6.7997	6.8038
91.8	6.7895	6.7876	6.7879	6.7919
91.9	6.7775	6.7756	6.7762	6.78
92	6.7652	6.7637	6.7644	6.7681
92.1	6.7527	6.7518	6.7528	6.7539
92.2	6.74	6.7399	6.7411	6.7399
92.3	6.7273	6.7281	6.7296	6.7266
92.4	6.7147	6.7164	6.718	6.7141
92.5	6.7023	6.7048	6.7065	6.7023
92.6	6.6902	6.6933	6.6951	6.6884
92.7	6.6784	6.682	6.6837	6.6755
92.8	6.6671	6.6707	6.6724	6.6638
92.9	6.6561	6.6595	6.6611	6.6536
93	6.6456	6.6485	6.6499	6.6445
93.1	6.6355	6.6376	6.6387	6.6339
93.2	6.6256	6.6268	6.6275	6.6243
93.3	6.6159	6.616	6.6164	6.6156
93.4	6.6062	6.6052	6.6054	6.6075
93.5	6.5964	6.5945	6.5943	6.5996
93.6	6.5865	6.5838	6.5833	6.5889
93.7	6.5762	6.5731	6.5724	6.5781
93.8	6.5657	6.5624	6.5615	6.5673
93.9	6.5549	6.5516	6.5506	6.5567
94	6.5438	6.5408	6.5398	6.5461
94.1	6.5325	6.53	6.5289	6.533
94.2	6.521	6.5191	6.5182	6.5202
94.3	6.5095	6.5083	6.5074	6.508
94.4	6.498	6.4974	6.4967	6.4967
94.5	6.4866	6.4866	6.486	6.4862
94.6	6.4753	6.4757	6.4754	6.4739
94.7	6.4642	6.465	6.4648	6.4624
94.8	6.4533	6.4542	6.4542	6.4518
94.9	6.4425	6.4435	6.4437	6.4422
95	6.4318	6.4329	6.4332	6.4331
95.1	6.4213	6.4223	6.4227	6.4219
95.2	6.4107	6.4117	6.4123	6.411
95.3	6.4003	6.4012	6.4019	6.4007
95.4	6.3898	6.3908	6.3915	6.3908
95.5	6.3794	6.3805	6.3812	6.3813
95.6	6.369	6.3702	6.3709	6.3695
95.7	6.3587	6.36	6.3607	6.3581
95.8	6.3486	6.3498	6.3505	6.3474
95.9	6.3385	6.3398	6.3403	6.3376
96	6.3286	6.3297	6.3301	6.3285
96.1	6.3189	6.3198	6.32	6.3177
96.2	6.3093	6.3099	6.3099	6.3077
96.3	6.2998	6.3001	6.2999	6.2986
96.4	6.2904	6.2903	6.2899	6.2902
96.5	6.2811	6.2805	6.2799	6.2824
96.6	6.2718	6.2707	6.2699	6.2723
96.7	6.2624	6.261	6.26	6.2624
96.8	6.2529	6.2512	6.2501	6.2531
96.9	6.2433	6.2415	6.2402	6.2442
97	6.2335	6.2317	6.2303	6.2356
97.1	6.2235	6.222	6.2205	6.2248
97.2	6.2134	6.2122	6.2107	6.2142
97.3	6.2031	6.2024	6.2009	6.204
97.4	6.1927	6.1926	6.1911	6.194
97.5	6.1823	6.1828	6.1814	6.1841
97.6	6.172	6.1731	6.1717	6.1717
97.7	6.1618	6.1633	6.162	6.1598
97.8	6.1518	6.1536	6.1523	6.1488
97.9	6.1421	6.1439	6.1427	6.1391
98	6.1328	6.1343	6.1331	6.1305
98.1	6.1237	6.1247	6.1236	6.121
98.2	6.1149	6.1151	6.114	6.1126
98.3	6.1063	6.1055	6.1045	6.1052
98.4	6.0976	6.096	6.095	6.0986
98.5	6.0889	6.0864	6.0856	6.0921
98.6	6.0799	6.0768	6.0762	6.0829
98.7	6.0706	6.0672	6.0668	6.0733
98.8	6.0609	6.0576	6.0574	6.0636
98.9	6.0509	6.0479	6.0481	6.0538
99	6.0406	6.0383	6.0388	6.0437
99.1	6.03	6.0286	6.0295	6.0311
99.2	6.0192	6.019	6.0203	6.0187
99.3	6.0085	6.0094	6.0112	6.0069
99.4	5.998	5.9999	6.002	5.9961
99.5	5.9877	5.9905	5.9929	5.9862
99.6	5.9778	5.9813	5.9839	5.9751
99.7	5.9683	5.9721	5.9749	5.9652
99.8	5.9593	5.9631	5.966	5.9566
99.9	5.9506	5.9542	5.9571	5.9492
100	5.9423	5.9455	5.9483	5.9427
100.1	5.9343	5.9368	5.9395	5.9344
100.2	5.9264	5.9283	5.9307	5.9266
100.3	5.9187	5.9199	5.922	5.9194
100.4	5.911	5.9116	5.9134	5.9126
100.5	5.9033	5.9033	5.9048	5.9059
100.6	5.8956	5.8951	5.8962	5.8969
100.7	5.8877	5.887	5.8877	5.888
100.8	5.8798	5.8789	5.8792	5.8796
100.9	5.8719	5.8708	5.8707	5.8717
101	5.8639	5.8627	5.8623	5.8643
101.1	5.8559	5.8546	5.8539	5.8552
101.2	5.8479	5.8465	5.8456	5.8467
101.3	5.84	5.8384	5.8373	5.8389
101.4	5.832	5.8303	5.829	5.8317
101.5	5.8239	5.8221	5.8207	5.825
101.6	5.8159	5.8139	5.8125	5.8161
101.7	5.8077	5.8057	5.8043	5.8075
101.8	5.7995	5.7975	5.7961	5.7993
101.9	5.7911	5.7893	5.7879	5.7916
102	5.7827	5.781	5.7798	5.7842
102.1	5.7741	5.7727	5.7717	5.7748
102.2	5.7654	5.7644	5.7636	5.7656
102.3	5.7566	5.7561	5.7556	5.7569
102.4	5.7478	5.7478	5.7475	5.7486
102.5	5.7389	5.7395	5.7395	5.7405
102.6	5.7301	5.7313	5.7316	5.7303
102.7	5.7213	5.7231	5.7236	5.7206
102.8	5.7127	5.715	5.7157	5.7115
102.9	5.7043	5.707	5.7078	5.7032
103	5.6962	5.6991	5.6999	5.6957
103.1	5.6883	5.6912	5.6921	5.6866
103.2	5.6808	5.6835	5.6843	5.6784
103.3	5.6736	5.6758	5.6765	5.6713
103.4	5.6666	5.6682	5.6688	5.6653
103.5	5.6598	5.6606	5.661	5.66
103.6	5.653	5.6532	5.6533	5.6532
103.7	5.6463	5.6457	5.6457	5.6469
103.8	5.6395	5.6383	5.638	5.6408
103.9	5.6325	5.6309	5.6304	5.635
104	5.6254	5.6235	5.6228	5.6289
104.1	5.618	5.616	5.6152	5.62
104.2	5.6103	5.6086	5.6076	5.611
104.3	5.6026	5.6012	5.6	5.6023
104.4	5.5947	5.5937	5.5925	5.5941
104.5	5.5868	5.5862	5.5849	5.5864
104.6	5.5789	5.5787	5.5774	5.5775
104.7	5.5711	5.5713	5.5699	5.5693
104.8	5.5635	5.5638	5.5625	5.562
104.9	5.5559	5.5563	5.555	5.5555
105	5.5484	5.5489	5.5476	5.5494
105.1	5.5411	5.5414	5.5401	5.5411
105.2	5.5338	5.534	5.5327	5.5332
105.3	5.5265	5.5266	5.5253	5.5259
105.4	5.5193	5.5191	5.5179	5.5191
105.5	5.5122	5.5117	5.5106	5.5128
105.6	5.505	5.5042	5.5033	5.5049
105.7	5.4978	5.4968	5.4959	5.4974
105.8	5.4905	5.4893	5.4886	5.4904
105.9	5.4831	5.4819	5.4814	5.4839
106	5.4756	5.4745	5.4741	5.4776
106.1	5.4681	5.467	5.4669	5.4691
106.2	5.4604	5.4596	5.4597	5.4608
106.3	5.4526	5.4522	5.4525	5.4529
106.4	5.4447	5.4448	5.4453	5.4453
106.5	5.4369	5.4374	5.4382	5.438
106.6	5.4291	5.4301	5.4311	5.4289
106.7	5.4214	5.4228	5.424	5.4203
106.8	5.4139	5.4156	5.417	5.4124
106.9	5.4066	5.4085	5.41	5.4054
107	5.3995	5.4014	5.403	5.3991
107.1	5.3926	5.3945	5.396	5.3914
107.2	5.386	5.3876	5.3891	5.3844
107.3	5.3796	5.3807	5.3823	5.3783
107.4	5.3733	5.374	5.3754	5.3729
107.5	5.3671	5.3673	5.3686	5.3681
107.6	5.3609	5.3606	5.3618	5.3615
107.7	5.3547	5.354	5.3551	5.3552
107.8	5.3484	5.3474	5.3484	5.3493
107.9	5.342	5.3408	5.3417	5.3436
108	5.3355	5.3343	5.3351	5.3379
108.1	5.3288	5.3278	5.3284	5.3301
108.2	5.322	5.3213	5.3218	5.3223
108.3	5.3152	5.3148	5.3153	5.315
108.4	5.3083	5.3083	5.3087	5.3081
108.5	5.3015	5.3019	5.3022	5.3017
108.6	5.2948	5.2955	5.2958	5.2938
108.7	5.2882	5.2891	5.2893	5.2865
108.8	5.2818	5.2828	5.2829	5.28
108.9	5.2755	5.2765	5.2765	5.2744
109	5.2695	5.2702	5.2701	5.2695
109.1	5.2635	5.2639	5.2638	5.263
109.2	5.2577	5.2577	5.2574	5.257
109.3	5.2519	5.2515	5.2511	5.2516
109.4	5.2461	5.2453	5.2448	5.2466
109.5	5.2402	5.2391	5.2386	5.2419
109.6	5.2343	5.2328	5.2323	5.2351
109.7	5.2283	5.2266	5.2261	5.2285
109.8	5.2221	5.2204	5.2199	5.2223
109.9	5.2158	5.2141	5.2137	5.2164
110	5.2093	5.2078	5.2076	5.2107
110.1	5.2027	5.2016	5.2014	5.2033
110.2	5.1961	5.1953	5.1953	5.1961
110.3	5.1893	5.1891	5.1892	5.1894
110.4	5.1825	5.1828	5.1831	5.1831
110.5	5.1758	5.1766	5.177	5.177
110.6	5.1691	5.1705	5.171	5.1691
110.7	5.1625	5.1643	5.1649	5.1615
110.8	5.156	5.1583	5.1589	5.1546
110.9	5.1498	5.1523	5.1529	5.1486
111	5.1439	5.1464	5.1469	5.1432
111.1	5.1382	5.1405	5.141	5.1365
111.2	5.1328	5.1347	5.135	5.1306
111.3	5.1276	5.1289	5.1291	5.1257
111.4	5.1226	5.1232	5.1232	5.1217
111.5	5.1177	5.1176	5.1173	5.1183
111.6	5.1127	5.1119	5.1114	5.1134
111.7	5.1077	5.1063	5.1055	5.1088
111.8	5.1025	5.1006	5.0996	5.1043
111.9	5.0971	5.0949	5.0938	5.0997
112	5.0913	5.0892	5.0879	5.0949
112.1	5.0854	5.0834	5.0821	5.0874
112.2	5.0792	5.0777	5.0763	5.0797
112.3	5.0728	5.0719	5.0704	5.0723
112.4	5.0664	5.066	5.0646	5.0654
112.5	5.0601	5.0602	5.0588	5.0591
112.6	5.0538	5.0544	5.053	5.0519
112.7	5.0477	5.0485	5.0472	5.0456
112.8	5.0417	5.0427	5.0414	5.0401
112.9	5.0359	5.0369	5.0356	5.0354
113	5.0302	5.0311	5.0298	5.0311
113.1	5.0247	5.0253	5.0241	5.0247
113.2	5.0192	5.0195	5.0183	5.0187
113.3	5.0138	5.0137	5.0126	5.0131
113.4	5.0085	5.0079	5.0068	5.0081
113.5	5.0031	5.0021	5.0011	5.0036
113.6	4.9976	4.9963	4.9954	4.9977
113.7	4.992	4.9904	4.9897	4.9922
113.8	4.9863	4.9846	4.984	4.9871
113.9	4.9804	4.9787	4.9784	4.9821
114	4.9743	4.9729	4.9727	4.9771
114.1	4.968	4.967	4.9671	4.9698
114.2	4.9616	4.9611	4.9614	4.9624
114.3	4.9551	4.9553	4.9558	4.9552
114.4	4.9485	4.9495	4.9503	4.9484
114.5	4.9421	4.9437	4.9447	4.9421
114.6	4.9358	4.938	4.9392	4.9345
114.7	4.9298	4.9323	4.9337	4.9276
114.8	4.924	4.9267	4.9282	4.9217
114.9	4.9186	4.9212	4.9227	4.9167
115	4.9136	4.9158	4.9173	4.9126
115.1	4.9088	4.9104	4.9119	4.907
115.2	4.9043	4.9051	4.9066	4.9022
115.3	4.8999	4.8998	4.9012	4.8983
115.4	4.8957	4.8946	4.8959	4.8952
115.5	4.8914	4.8894	4.8906	4.8926
115.6	4.8869	4.8842	4.8854	4.8888
115.7	4.8821	4.879	4.8801	4.885
115.8	4.8769	4.8738	4.8749	4.8808
115.9	4.8714	4.8686	4.8698	4.8762
116	4.8654	4.8634	4.8646	4.8707
116.1	4.8592	4.8581	4.8595	4.8617
116.2	4.8527	4.8529	4.8544	4.8525
116.3	4.8463	4.8478	4.8493	4.8437
116.4	4.8402	4.8427	4.8442	4.836
116.5	4.8344	4.8376	4.8392	4.8298
116.6	4.829	4.8327	4.8342	4.8244
116.7	4.8241	4.8278	4.8292	4.8205
116.8	4.8197	4.8231	4.8243	4.8179
116.9	4.8157	4.8184	4.8194	4.8162
117	4.8119	4.8137	4.8145	4.8146
117.1	4.8083	4.8091	4.8096	4.8097
117.2	4.8047	4.8046	4.8047	4.8047
117.3	4.8012	4.8	4.7999	4.8001
117.4	4.7976	4.7955	4.795	4.7962
117.5	4.7939	4.7909	4.7902	4.793
117.6	4.7899	4.7863	4.7854	4.7899
117.7	4.7857	4.7817	4.7806	4.7873
117.8	4.781	4.777	4.7758	4.7847
117.9	4.7758	4.7722	4.771	4.7815
118	4.7702	4.7674	4.7662	4.7772
118.1	4.7641	4.7626	4.7614	4.7685
118.2	4.7578	4.7577	4.7567	4.7589
118.3	4.7513	4.7528	4.7519	4.7494
118.4	4.7451	4.7479	4.7471	4.7408
118.5	4.7392	4.7431	4.7424	4.7337
118.6	4.7339	4.7384	4.7376	4.7277
118.7	4.7291	4.7337	4.7329	4.7237
118.8	4.7249	4.7291	4.7281	4.7213
118.9	4.7212	4.7245	4.7234	4.7202
119	4.7179	4.72	4.7186	4.7196
119.1	4.7147	4.7155	4.7139	4.7161
119.2	4.7116	4.711	4.7092	4.7125
119.3	4.7083	4.7065	4.7045	4.709
119.4	4.7049	4.7019	4.6997	4.7057
119.5	4.7012	4.6973	4.695	4.7026
119.6	4.6971	4.6926	4.6903	4.6986
119.7	4.6925	4.6878	4.6855	4.6945
119.8	4.6874	4.6829	4.6808	4.6904
119.9	4.6819	4.678	4.676	4.6858
120	4.6759	4.673	4.6713	4.6806
120.1	4.6695	4.6679	4.6665	4.6722
120.2	4.6629	4.6628	4.6618	4.6634
120.3	4.6563	4.6577	4.657	4.6548
120.4	4.6499	4.6526	4.6523	4.647
120.5	4.6439	4.6475	4.6476	4.6402
120.6	4.6383	4.6426	4.6429	4.6333
120.7	4.6333	4.6376	4.6382	4.6279
120.8	4.629	4.6328	4.6335	4.6243
120.9	4.6251	4.6281	4.6289	4.6221
121	4.6216	4.6234	4.6242	4.621
121.1	4.6184	4.6187	4.6196	4.6186
121.2	4.6151	4.6141	4.615	4.6165
121.3	4.6117	4.6095	4.6104	4.6145
121.4	4.608	4.6049	4.6059	4.6122
121.5	4.6039	4.6003	4.6013	4.6093
121.6	4.5992	4.5957	4.5968	4.6037
121.7	4.5941	4.591	4.5923	4.5975
121.8	4.5885	4.5864	4.5878	4.5908
121.9	4.5827	4.5817	4.5833	4.584
122	4.5767	4.5771	4.5788	4.5772
122.1	4.5707	4.5725	4.5744	4.5689
122.2	4.5651	4.5679	4.57	4.5614
122.3	4.5598	4.5635	4.5656	4.5552
122.4	4.555	4.5591	4.5613	4.5505
122.5	4.5508	4.5549	4.557	4.5472
122.6	4.5471	4.5507	4.5527	4.5438
122.7	4.5439	4.5466	4.5484	4.5415
122.8	4.541	4.5426	4.5442	4.5403
122.9	4.5383	4.5386	4.54	4.5395
123	4.5356	4.5347	4.5358	4.5388
123.1	4.5328	4.5307	4.5316	4.5355
123.2	4.5297	4.5268	4.5275	4.5319
123.3	4.5263	4.5228	4.5233	4.528
123.4	4.5226	4.5188	4.5192	4.5242
123.5	4.5184	4.5147	4.5151	4.5203
123.6	4.514	4.5106	4.511	4.5152
123.7	4.5092	4.5065	4.5069	4.5101
123.8	4.5042	4.5023	4.5028	4.5052
123.9	4.499	4.4981	4.4987	4.5003
124	4.4937	4.4939	4.4947	4.4954
124.1	4.4884	4.4898	4.4906	4.4881
124.2	4.4833	4.4856	4.4866	4.4812
124.3	4.4785	4.4815	4.4826	4.4751
124.4	4.4741	4.4775	4.4786	4.4703
124.5	4.4701	4.4736	4.4746	4.4667
124.6	4.4665	4.4697	4.4706	4.4633
124.7	4.4633	4.4659	4.4666	4.461
124.8	4.4603	4.4621	4.4626	4.4597
124.9	4.4575	4.4584	4.4586	4.459
125	4.4546	4.4547	4.4546	4.4582
125.1	4.4516	4.451	4.4506	4.4548
125.2	4.4484	4.4473	4.4467	4.451
125.3	4.4449	4.4436	4.4427	4.4469
125.4	4.4412	4.4399	4.4386	4.4426
125.5	4.4373	4.4361	4.4346	4.4384
125.6	4.4332	4.4323	4.4306	4.4328
125.7	4.4291	4.4284	4.4265	4.4275
125.8	4.425	4.4245	4.4225	4.423
125.9	4.4209	4.4206	4.4184	4.4192
126	4.4169	4.4166	4.4143	4.416
126.1	4.413	4.4126	4.4102	4.4117
126.2	4.4091	4.4086	4.406	4.4079
126.3	4.4052	4.4045	4.4019	4.4047
126.4	4.4013	4.4003	4.3977	4.4018
126.5	4.3973	4.3961	4.3935	4.3991
126.6	4.3932	4.3918	4.3892	4.3944
126.7	4.3889	4.3875	4.385	4.3897
126.8	4.3844	4.3831	4.3807	4.3851
126.9	4.3797	4.3786	4.3764	4.3807
127	4.3748	4.3741	4.3721	4.3763
127.1	4.3698	4.3695	4.3678	4.3705
127.2	4.3648	4.365	4.3635	4.3648
127.3	4.3597	4.3603	4.3591	4.3595
127.4	4.3546	4.3557	4.3547	4.3545
127.5	4.3496	4.3511	4.3503	4.3498
127.6	4.3448	4.3464	4.3459	4.3433
127.7	4.3402	4.3418	4.3415	4.3374
127.8	4.3358	4.3372	4.3371	4.3325
127.9	4.3317	4.3326	4.3327	4.3287
128	4.3278	4.328	4.3282	4.326
128.1	4.3239	4.3235	4.3238	4.323
128.2	4.3201	4.3189	4.3194	4.3206
128.3	4.3161	4.3143	4.3149	4.3184
128.4	4.3118	4.3097	4.3105	4.316
128.5	4.3072	4.305	4.306	4.3128
128.6	4.3022	4.3004	4.3015	4.3062
128.7	4.297	4.2957	4.2971	4.299
128.8	4.2915	4.291	4.2926	4.2916
128.9	4.2859	4.2864	4.2882	4.2845
129	4.2804	4.2817	4.2837	4.2782
129.1	4.275	4.2771	4.2793	4.2719
129.2	4.27	4.2726	4.2748	4.2668
129.3	4.2653	4.2682	4.2704	4.2628
129.4	4.2609	4.2638	4.266	4.2598
129.5	4.2567	4.2595	4.2616	4.2573
129.6	4.2529	4.2552	4.2572	4.2529
129.7	4.2492	4.251	4.2528	4.2488
129.8	4.2457	4.2469	4.2484	4.2452
129.9	4.2423	4.2428	4.244	4.242
130	4.2389	4.2387	4.2396	4.2393
130.1	4.2355	4.2346	4.2352	4.2356
130.2	4.2319	4.2305	4.2308	4.2322
130.3	4.2283	4.2264	4.2265	4.2291
130.4	4.2245	4.2222	4.2221	4.2261
130.5	4.2204	4.218	4.2177	4.2229
130.6	4.2161	4.2137	4.2133	4.2175
130.7	4.2116	4.2094	4.2089	4.2121
130.8	4.2069	4.2051	4.2045	4.2068
130.9	4.2021	4.2007	4.2001	4.2018
131	4.1971	4.1963	4.1957	4.1971
131.1	4.1922	4.1918	4.1913	4.1915
131.2	4.1873	4.1873	4.1869	4.1863
131.3	4.1823	4.1828	4.1825	4.1817
131.4	4.1775	4.1783	4.1781	4.1775
131.5	4.1727	4.1738	4.1736	4.1736
131.6	4.1681	4.1693	4.1692	4.1679
131.7	4.1635	4.1649	4.1648	4.1625
131.8	4.159	4.1604	4.1603	4.1577
131.9	4.1547	4.1559	4.1559	4.1536
132	4.1505	4.1515	4.1514	4.15
132.1	4.1464	4.1471	4.147	4.1457
132.2	4.1423	4.1426	4.1425	4.1419
132.3	4.1382	4.1382	4.138	4.1385
132.4	4.1341	4.1338	4.1335	4.1354
132.5	4.1298	4.1293	4.1291	4.1322
132.6	4.1255	4.1248	4.1246	4.1268
132.7	4.121	4.1204	4.12	4.1214
132.8	4.1165	4.1159	4.1155	4.1162
132.9	4.1118	4.1113	4.111	4.1113
133	4.1072	4.1068	4.1064	4.1069
133.1	4.1025	4.1023	4.1019	4.1017
133.2	4.0979	4.0977	4.0973	4.097
133.3	4.0932	4.0931	4.0927	4.0928
133.4	4.0886	4.0885	4.0882	4.089
133.5	4.0839	4.0839	4.0836	4.0853
133.6	4.0792	4.0793	4.0789	4.0797
133.7	4.0745	4.0746	4.0743	4.0742
133.8	4.0698	4.07	4.0697	4.0691
133.9	4.0651	4.0653	4.065	4.0645
134	4.0605	4.0606	4.0604	4.0603
134.1	4.0558	4.056	4.0557	4.0553
134.2	4.0512	4.0513	4.051	4.0508
134.3	4.0465	4.0465	4.0463	4.0467
134.4	4.0418	4.0418	4.0416	4.0428
134.5	4.0371	4.0371	4.0369	4.039
134.6	4.0323	4.0323	4.0322	4.0332
134.7	4.0275	4.0276	4.0275	4.0274
134.8	4.0226	4.0228	4.0227	4.0219
134.9	4.0178	4.018	4.018	4.0169
135	4.013	4.0132	4.0132	4.0124
135.1	4.0083	4.0084	4.0084	4.0072
135.2	4.0037	4.0036	4.0036	4.0025
135.3	3.999	3.9988	3.9988	3.9984
135.4	3.9944	3.9939	3.994	3.9947
135.5	3.9897	3.989	3.9892	3.9912
135.6	3.9849	3.9842	3.9843	3.9859
135.7	3.98	3.9793	3.9795	3.9806
135.8	3.975	3.9743	3.9746	3.9755
135.9	3.9699	3.9694	3.9697	3.9705
136	3.9648	3.9644	3.9649	3.9657
136.1	3.9595	3.9595	3.96	3.9596
136.2	3.9543	3.9545	3.9551	3.9538
136.3	3.949	3.9495	3.9501	3.9484
136.4	3.9437	3.9446	3.9452	3.9435
136.5	3.9386	3.9396	3.9403	3.9389
136.6	3.9334	3.9347	3.9354	3.9331
136.7	3.9284	3.9297	3.9304	3.9276
136.8	3.9235	3.9248	3.9254	3.9227
136.9	3.9187	3.9199	3.9205	3.9183
137	3.914	3.9151	3.9155	3.9142
137.1	3.9094	3.9102	3.9105	3.9088
137.2	3.9048	3.9053	3.9055	3.9039
137.3	3.9004	3.9004	3.9005	3.8994
137.4	3.8959	3.8955	3.8955	3.8955
137.5	3.8915	3.8906	3.8904	3.8919
137.6	3.8869	3.8857	3.8853	3.8872
137.7	3.8823	3.8807	3.8803	3.8827
137.8	3.8775	3.8757	3.8752	3.8783
137.9	3.8725	3.8706	3.8701	3.8741
138	3.8673	3.8655	3.8649	3.8696
138.1	3.8618	3.8603	3.8598	3.8632
138.2	3.8562	3.8551	3.8546	3.8567
138.3	3.8504	3.8498	3.8494	3.8503
138.4	3.8446	3.8446	3.8442	3.8443
138.5	3.8388	3.8393	3.839	3.8386
138.6	3.833	3.834	3.8338	3.832
138.7	3.8272	3.8286	3.8285	3.826
138.8	3.8217	3.8233	3.8233	3.8205
138.9	3.8162	3.818	3.818	3.8156
139	3.8109	3.8127	3.8127	3.8111
139.1	3.8058	3.8075	3.8074	3.8052
139.2	3.8008	3.8022	3.8021	3.7997
139.3	3.7959	3.7969	3.7967	3.7947
139.4	3.7912	3.7917	3.7913	3.7903
139.5	3.7864	3.7864	3.786	3.7864
139.6	3.7817	3.7811	3.7806	3.7816
139.7	3.7769	3.7758	3.7751	3.777
139.8	3.7719	3.7704	3.7697	3.7727
139.9	3.7668	3.765	3.7642	3.7685
140	3.7615	3.7595	3.7588	3.7641
140.1	3.7558	3.754	3.7533	3.7578
140.2	3.75	3.7484	3.7477	3.7512
140.3	3.7439	3.7428	3.7422	3.7446
140.4	3.7377	3.7372	3.7366	3.7381
140.5	3.7314	3.7315	3.7311	3.7317
140.6	3.7252	3.7258	3.7255	3.7242
140.7	3.719	3.72	3.7199	3.7171
140.8	3.713	3.7143	3.7142	3.7107
140.9	3.7071	3.7086	3.7086	3.7052
141	3.7015	3.7028	3.703	3.7003
141.1	3.696	3.6971	3.6973	3.6946
141.2	3.6907	3.6914	3.6916	3.6895
141.3	3.6855	3.6857	3.6859	3.685
141.4	3.6802	3.6799	3.6802	3.6809
141.5	3.6749	3.6742	3.6745	3.6769
141.6	3.6694	3.6684	3.6688	3.6714
141.7	3.6637	3.6626	3.663	3.6658
141.8	3.6578	3.6567	3.6572	3.6599
141.9	3.6517	3.6509	3.6515	3.6538
142	3.6454	3.645	3.6457	3.6474
142.1	3.639	3.6391	3.6399	3.639
142.2	3.6327	3.6332	3.6341	3.6309
142.3	3.6265	3.6273	3.6282	3.6234
142.4	3.6204	3.6214	3.6224	3.617
142.5	3.6146	3.6155	3.6166	3.6116
142.6	3.609	3.6096	3.6107	3.6065
142.7	3.6035	3.6038	3.6048	3.6022
142.8	3.5981	3.5979	3.599	3.5986
142.9	3.5927	3.5921	3.5931	3.5951
143	3.5871	3.5862	3.5872	3.5912
143.1	3.5812	3.5803	3.5813	3.5846
143.2	3.5751	3.5744	3.5753	3.5774
143.3	3.5689	3.5685	3.5694	3.57
143.4	3.5624	3.5626	3.5634	3.5626
143.5	3.5559	3.5567	3.5575	3.5555
143.6	3.5495	3.5508	3.5515	3.548
143.7	3.5431	3.5449	3.5455	3.5412
143.8	3.5369	3.539	3.5395	3.5351
143.9	3.5309	3.5332	3.5334	3.5298
144	3.5251	3.5274	3.5274	3.5249
144.1	3.5195	3.5216	3.5213	3.5187
144.2	3.5141	3.5158	3.5153	3.5129
144.3	3.5089	3.51	3.5091	3.5076
144.4	3.5038	3.5041	3.503	3.5029
144.5	3.4988	3.4983	3.4969	3.4986
144.6	3.4937	3.4924	3.4907	3.4936
144.7	3.4885	3.4864	3.4845	3.4887
144.8	3.4831	3.4804	3.4783	3.484
144.9	3.4775	3.4742	3.472	3.4793
145	3.4716	3.468	3.4657	3.4743
145.1	3.4653	3.4616	3.4594	3.4672
145.2	3.4586	3.4551	3.453	3.4598
145.3	3.4517	3.4486	3.4466	3.4523
145.4	3.4444	3.4419	3.4402	3.4448
145.5	3.4369	3.4352	3.4338	3.4374
145.6	3.4292	3.4284	3.4273	3.4291
145.7	3.4215	3.4216	3.4208	3.4211
145.8	3.4137	3.4147	3.4143	3.4134
145.9	3.406	3.4078	3.4077	3.4061
146	3.3983	3.401	3.4012	3.3989
146.1	3.3909	3.3941	3.3946	3.3903
146.2	3.3837	3.3873	3.388	3.3821
146.3	3.3767	3.3806	3.3814	3.3745
146.4	3.3702	3.3739	3.3747	3.3678
146.5	3.3639	3.3672	3.3681	3.362
146.6	3.358	3.3606	3.3614	3.356
146.7	3.3523	3.3541	3.3548	3.3507
146.8	3.3468	3.3475	3.3481	3.3461
146.9	3.3413	3.341	3.3414	3.342
147	3.3357	3.3345	3.3347	3.3378
147.1	3.33	3.3279	3.3279	3.3319
147.2	3.3241	3.3213	3.3212	3.3256
147.3	3.3178	3.3146	3.3144	3.3193
147.4	3.3112	3.3079	3.3076	3.3128
147.5	3.3043	3.301	3.3008	3.3061
147.6	3.297	3.2942	3.294	3.2983
147.7	3.2895	3.2872	3.2871	3.2903
147.8	3.2817	3.2803	3.2803	3.2824
147.9	3.2738	3.2732	3.2734	3.2746
148	3.2659	3.2662	3.2665	3.2667
148.1	3.2579	3.2591	3.2596	3.2573
148.2	3.2501	3.2521	3.2527	3.2483
148.3	3.2425	3.2451	3.2458	3.24
148.4	3.2351	3.2381	3.2389	3.2325
148.5	3.2281	3.2311	3.232	3.2259
148.6	3.2215	3.2242	3.225	3.2193
148.7	3.215	3.2173	3.2181	3.2135
148.8	3.2088	3.2105	3.2111	3.2084
148.9	3.2028	3.2036	3.2042	3.2036
149	3.1967	3.1968	3.1972	3.1988
149.1	3.1906	3.1899	3.1902	3.1921
149.2	3.1843	3.1831	3.1832	3.1852
149.3	3.1779	3.1762	3.1762	3.1783
149.4	3.1713	3.1692	3.1692	3.1716
149.5	3.1645	3.1622	3.1622	3.1651
149.6	3.1575	3.1552	3.1551	3.1581
149.7	3.1503	3.1481	3.1481	3.1512
149.8	3.1428	3.141	3.141	3.1442
149.9	3.1351	3.1338	3.1339	3.1372
150	3.1273	3.1266	3.1268	3.1297
