Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	p_mitWandwärmeverlust	p_Reale Ladung	p_Verbrennungslage	p_HC_CO	p_adiabat	Kurbelwinkel-LW [°KW]	Brennraumvolumen-LW [m3]	LWAideal	LWA
115.40000000000003	 0.023517373640098854	 3.867474504836052E-4	 204929.13354875502	 231219.83018473664	 234285.49883586314	 233764.96602821033	 244324.00470571735	 422.4	 1.8542321805899685E-4	 40531.65913501361	 34863.05229668328	 
115.50000000000006	 0.023525760720569645	 3.8705787012048825E-4	 204979.70777654322	 230986.43903555337	 234049.1166021493	 233529.09136526234	 244342.94143875106	 422.5	 1.85816501073161E-4	 40531.07544522354	 34865.777209096814	 
115.60000000000002	 0.023534147801040437	 3.8736787633202746E-4	 205067.8741958865	 230753.77847852904	 233813.4742441769	 233293.95500172745	 244398.70551528555	 422.60000000000014	 1.862099925855164E-4	 40530.498551483026	 34868.481831951714	 
115.69999999999999	 0.023542534881511226	 3.876774686091982E-4	 205174.61627265142	 230521.84612807242	 233578.5693464288	 233059.55452717483	 244472.75211063487	 422.69999999999993	 1.8660369094234796E-4	 40529.92853485845	 34871.175618915884	 
115.80000000000001	 0.023550921961982017	 3.8798664644533384E-4	 205281.35081523855	 230290.6396087096	 233344.39950363085	 232825.88754139532	 244546.95143441163	 422.80000000000007	 1.8699759449029727E-4	 40529.365471351855	 34873.85657240119	 
115.90000000000003	 0.02355930904245281	 3.8829540933612075E-4	 205388.07875700266	 230060.1565550365	 233110.96232070384	 232592.95165435332	 244621.3038554405	 422.9000000000001	 1.8739170157636522E-4	 40528.809432208174	 34876.515534815895	 
116.00000000000006	 0.0235676961229236	 3.8860375677959543E-4	 205494.80102620632	 229830.3946116723	 232878.25541271648	 232360.74448614003	 244695.80974063982	 423.0	 1.8778601054792956E-4	 40528.26048420282	 34879.15155942446	 
116.10000000000002	 0.023576083203394393	 3.889116882761367E-4	 205601.5185460576	 229601.35143321255	 232646.27640483773	 232129.26366692578	 244770.46945503936	 423.1	 1.881805197527556E-4	 40527.71868991087	 34881.75698453671	 
116.20000000000005	 0.023584470283865185	 3.892192033284645E-4	 205621.48191997068	 229373.02468418266	 232415.02293228984	 231898.5068369132	 244760.6050078851	 423.20000000000005	 1.8857522753900553E-4	 40527.18304937088	 34884.31786978604	 
116.30000000000007	 0.023592857364335976	 3.895263014416321E-4	 205554.974320376	 229145.41203899178	 232184.49264030167	 231668.47164629065	 244666.46612590147	 423.30000000000007	 1.889701322552516E-4	 40526.65263989913	 34886.85046015135	 
116.40000000000003	 0.023601244444806765	 3.898329821230217E-4	 205488.84591244225	 228918.5111818868	 231954.6831840621	 231439.15575518573	 244572.8170897056	 423.4	 1.8936523225048736E-4	 40526.12762898633	 34889.41576416685	 
116.5	 0.023609631525277557	 3.9013924488234136E-4	 205380.42811982872	 228692.31980690683	 231725.59222867392	 231210.55683361914	 244438.00602556663	 423.5	 1.897605258741394E-4	 40525.60817398324	 34892.06323179221	 
116.60000000000002	 0.02361801860574835	 3.904450892316184E-4	 205229.84471476203	 228466.83561783726	 231497.21744910735	 230982.67256145854	 244262.1448380005	 423.6	 1.9015601147607695E-4	 40525.09442271518	 34894.78366336707	 
116.70000000000005	 0.02362640568621914	 3.9075051468519473E-4	 205008.28849075883	 228242.0563281652	 231269.55653015492	 230755.50062837332	 244017.10970447946	 423.70000000000005	 1.9055168740662613E-4	 40524.58651405783	 34897.561305205694	 
116.80000000000001	 0.023634792766689932	 3.91055520759722E-4	 204715.94610428673	 228017.97966103404	 231042.6071663855	 230529.03873378882	 243703.07448953495	 423.79999999999995	 1.90947552016579E-4	 40524.08457847662	 34900.42945398477	 
116.90000000000003	 0.023643179847160724	 3.913601069741577E-4	 204424.40091697144	 227794.60334919894	 230816.36706209925	 230303.2845868413	 243389.9102596771	 423.9000000000001	 1.913436036572073E-4	 40523.58873853215	 34903.43853033545	 
117.00000000000006	 0.023651566927631516	 3.916642728497582E-4	 204073.764305521	 227571.92513498222	 230590.8339312824	 230078.23590633288	 243019.16432247104	 424.0000000000001	 1.9173984068027012E-4	 40523.099109353854	 34906.62828934204	 
117.10000000000002	 0.023659954008102304	 3.9196801791007547E-4	 203664.1708077562	 227349.94277022922	 230366.0054975626	 229853.89042068698	 242590.9672021407	 424.1	 1.921362614380291E-4	 40522.61579908401	 34910.01824060118	 
117.20000000000005	 0.023668341088573096	 3.9227134168095157E-4	 203255.55269720044	 227128.65401626434	 230141.87949416446	 229630.24586790387	 242163.81191442293	 424.20000000000005	 1.925328642832597E-4	 40522.13890929387	 34913.63616603215	 
117.30000000000001	 0.023676728169043888	 3.9257424369051294E-4	 202847.90616338083	 226908.05664384688	 229918.45366386476	 229407.29999551614	 241737.69457738518	 424.30000000000007	 1.9292964756925836E-4	 40521.66853537384	 34917.556122141286	 
117.40000000000003	 0.02368511524951468	 3.9287672346916707E-4	 202441.22741143114	 226688.14843312808	 229695.72575894903	 229185.05056054518	 241312.611324961	 424.4000000000001	 1.9332660964985874E-4	 40521.20476689935	 34921.858992930676	 
117.50000000000006	 0.02369350232998547	 3.9317878054959517E-4	 202063.90552381982	 226468.92717360746	 229473.69354116733	 228963.49532945716	 240916.26033851554	 424.5	 1.9372374887944002E-4	 40520.74768797387	 34926.60102882814	 
117.60000000000002	 0.023701889410456263	 3.93480414466749E-4	 201715.87477442916	 226250.39066408982	 229252.35478169075	 228742.63207811958	 240548.5767976252	 424.6	 1.9412106361294044E-4	 40520.29737755074	 34931.83205077373	 
117.70000000000005	 0.023710276490927055	 3.9378162475784496E-4	 201368.71626124697	 226032.5367126424	 229031.70726106796	 228522.45859175798	 240181.83368983094	 424.70000000000005	 1.9451855220586594E-4	 40519.85390973498	 34937.59389731578	 
117.80000000000001	 0.023718663571397843	 3.940824109623592E-4	 201022.42674024342	 225815.36313655236	 228811.74876918222	 228302.97266491293	 239816.02765081398	 424.79999999999995	 1.9491621301430384E-4	 40519.41735406644	 34943.89880739984	 
117.90000000000003	 0.023727050651868635	 3.9438277262202276E-4	 200709.47384832174	 225598.8677622843	 228592.47710520844	 228084.1721013973	 239482.82929080105	 424.9	 1.9531404439493316E-4	 40518.98777578551	 34950.753617610535	 
118.0	 0.023735437732339427	 3.9468270928081533E-4	 200452.12582567125	 225383.0484254379	 228373.89007757022	 227866.05471425323	 239203.96040229907	 425.0000000000001	 1.9571204470503675E-4	 40518.56523608239	 34958.20784798503	 
118.10000000000002	 0.02374382481281022	 3.949822204849621E-4	 200217.82710845757	 225167.90297070658	 228155.98550389794	 227648.61832571047	 238947.66704004077	 425.1	 1.961102123025088E-4	 40518.14979233114	 34966.339417814575	 
118.20000000000005	 0.02375221189328101	 3.9528130578292625E-4	 200013.3121470111	 224953.42925183522	 227938.76121098615	 227431.86076714378	 238720.51783079057	 425.20000000000005	 1.965085455458731E-4	 40517.74066124017	 34975.192982681576	 
118.30000000000007	 0.023760598973751802	 3.9557996472540597E-4	 199838.5040608887	 224739.625131579	 227722.2150347517	 227215.77987903112	 238522.4408900959	 425.30000000000007	 1.9690704279428826E-4	 40517.33711786688	 34984.7515527511	 
118.40000000000003	 0.023768986054222594	 3.9587819686532743E-4	 199664.27092774896	 224526.488481662	 227506.34482019194	 227000.37351091206	 238325.02307556383	 425.4000000000001	 1.9730570240756014E-4	 40516.93929804438	 34994.96082413056	 
118.5	 0.023777373134693382	 3.9617600175784174E-4	 199529.1863523835	 224314.01718273622	 227291.14842134324	 226785.6395213462	 238165.8874655644	 425.5	 1.9770452274615476E-4	 40516.54732956096	 35005.80722257147	 
118.60000000000002	 0.023785760215164174	 3.964733789603174E-4	 199433.1436556269	 224102.20912434082	 227076.62370123973	 226571.5757778721	 238044.93631749973	 425.6	 1.9810350217120963E-4	 40516.16133262756	 35017.362452702044	 
118.70000000000005	 0.023794147295634966	 3.967703280323364E-4	 199337.52846367517	 223891.06220486123	 226862.7685318718	 226358.1801569659	 237924.50950966743	 425.70000000000005	 1.9850263904454228E-4	 40515.78142031681	 35029.6790732373	 
118.80000000000001	 0.023802534376105758	 3.9706684853568877E-4	 199242.33962512764	 223680.57433148922	 226649.58079414582	 226145.45054400104	 237804.60563163288	 425.80000000000007	 1.98901931728664E-4	 40515.40769897543	 35042.70722553412	 
118.90000000000003	 0.02381092145657655	 3.973629400343677E-4	 199147.5759935132	 223470.7434201824	 226437.05837784303	 225933.38483320738	 237685.2232789802	 425.9	 1.993013785867887E-4	 40515.040268611716	 35056.367071226945	 
119.00000000000006	 0.02381930853704734	 3.9765860209456334E-4	 199053.23642726924	 223261.5673956244	 226225.19918157934	 225721.98092763088	 237566.36105328685	 426.0	 1.9970097798284768E-4	 40514.67922325955	 35070.619521348046	 
119.10000000000008	 0.023827695617518133	 3.979538342846584E-4	 198959.31978972055	 223053.04419118512	 226014.00111276493	 225511.23673909344	 237448.01756209775	 426.10000000000014	 2.00100728281497E-4	 40514.3246513205	 35085.41908517101	 
119.19999999999999	 0.02383608269798892	 3.9824863617522207E-4	 198814.41831107877	 222845.1717488811	 225803.46208756437	 225301.15018815297	 237280.04710489872	 426.19999999999993	 2.005006278481284E-4	 40513.976635885694	 35100.70989636923	 
119.30000000000001	 0.023844469778459713	 3.985430073390062E-4	 198618.66699527748	 222637.94801933647	 225593.58003085683	 225091.71920406385	 237062.57289253373	 426.30000000000007	 2.0090067504888694E-4	 40513.6352550376	 35116.48003783017	 
119.40000000000003	 0.023852856858930505	 3.9883694735093816E-4	 198451.73830239012	 222431.37096174332	 225384.35287619615	 224882.9417247369	 236873.30554564935	 426.4000000000001	 2.0130086825067238E-4	 40513.300582133845	 35132.74238733127	 
119.50000000000006	 0.023861243939401297	 3.9913045578811627E-4	 198313.55752330384	 222225.43854382343	 225175.778565772	 224674.81569670085	 236712.17591512535	 426.5	 2.017012058211566E-4	 40512.9726860746	 35149.49278114111	 
119.60000000000002	 0.02386963101987209	 3.994235322298046E-4	 198112.14619896203	 222020.1487417892	 224967.85505037033	 224467.33907506263	 236489.4697381925	 426.6	 2.0210168612879445E-4	 40512.65163155376	 35166.71115254897	 
119.70000000000005	 0.02387801810034288	 3.997161762574283E-4	 197871.6861394065	 221815.49954030523	 224760.58028933458	 224260.50982346878	 236228.7656504511	 426.70000000000005	 2.0250230754283164E-4	 40512.337479295056	 35184.38593289532	 
119.80000000000007	 0.023886405180813673	 4.000083874545666E-4	 197655.9071958764	 221611.4889324501	 224553.95225052684	 224054.32591406666	 235992.22336961434	 426.80000000000007	 2.029030684333184E-4	 40512.03028627421	 35202.56163866872	 
119.90000000000003	 0.02389479226128446	 4.003001654069483E-4	 197440.76114575972	 221408.1149196782	 224347.96891028932	 223848.78532746606	 235756.38828806154	 426.9	 2.033039671711197E-4	 40511.730105927876	 35221.30483442393	 
120.0	 0.023903179341755253	 4.0059150970244724E-4	 197167.52708017334	 221205.375511782	 224142.62825340612	 223643.886052701	 235463.99044019822	 427.0	 2.0370500212792662E-4	 40511.43698835017	 35240.63310988722	 
120.10000000000002	 0.023911566422226044	 4.008824199310752E-4	 196877.8153453289	 221003.26872685406	 223937.92827306475	 223439.6260871913	 235155.60634958633	 427.1	 2.0410617167626493E-4	 40511.150980477636	 35260.51990935577	 
120.20000000000005	 0.023919953502696836	 4.0117289568497767E-4	 196630.29850689424	 220801.79259124995	 223733.86697081866	 223236.00343670524	 234888.45725990288	 427.20000000000005	 2.045074741895103E-4	 40510.87091430328	 35280.940618952176	 
120.30000000000007	 0.023928340583167628	 4.0146293655842803E-4	 196383.4611970781	 220600.94513955078	 223530.44235654917	 223033.01611532157	 234622.05758558726	 427.29999999999995	 2.0490890804189538E-4	 40510.59570535546	 35301.88339932576	 
120.40000000000003	 0.02393672766363842	 4.017525421478221E-4	 196137.30110951007	 220400.7244145261	 223327.6524484281	 222830.66214539218	 234356.40486260696	 427.4000000000001	 2.053104716085243E-4	 40510.32551629515	 35323.33739264502	 
120.50000000000006	 0.02394511474410921	 4.020417120516734E-4	 195891.81594744656	 220201.12846709706	 223125.49527288033	 222628.93955750475	 234091.49663709427	 427.5000000000001	 2.0571216326537841E-4	 40510.06050047886	 35345.31169401055	 
120.60000000000002	 0.02395350182458	 4.0233044587060585E-4	 195647.00342372584	 220002.1553562997	 222923.96886454674	 222427.84639044577	 233827.3304652998	 427.6	 2.0611398138933252E-4	 40509.80080248054	 35367.81119619152	 
120.70000000000005	 0.023961888905050792	 4.026187432073509E-4	 195434.17314333149	 219803.80314924862	 222723.07126624728	 222227.38069116374	 233594.43441454216	 427.70000000000005	 2.0651592435816377E-4	 40509.54655858291	 35390.833484666706	 
120.80000000000001	 0.023970275985521584	 4.029066036667396E-4	 195253.24861298318	 219606.0699211002	 222522.80052894395	 222027.5405147321	 233392.73665216856	 427.80000000000007	 2.0691799055056048E-4	 40509.29789724013	 35414.39531587759	 
120.90000000000003	 0.023978663065992376	 4.0319402685569877E-4	 195072.88919184712	 219408.95375501714	 222323.1547117047	 221828.32392431333	 233191.68026159285	 427.9000000000001	 2.0732017834613624E-4	 40509.054939513575	 35438.52267975384	 
121.00000000000006	 0.023987050146463167	 4.034810123832445E-4	 194893.0931028247	 219212.45274213213	 222124.1318816668	 221629.72899112233	 232991.26327997594	 428.0	 2.077224861254387E-4	 40508.81779948215	 35463.22607856756	 
121.10000000000002	 0.02399543722693396	 4.037675598604775E-4	 194713.85857627806	 219016.56498151223	 221925.7301140007	 221431.7537943904	 232791.48375264453	 428.1	 2.0812491226996122E-4	 40508.586584628894	 35488.52442486229	 
121.20000000000005	 0.02400382430740475	 4.0405366890057683E-4	 194564.19798153045	 218821.2885801233	 221727.94749187405	 221234.39642132923	 232620.6279302446	 428.20000000000005	 2.0852745516215324E-4	 40508.3613962051	 35514.45025423523	 
121.30000000000001	 0.02401221138787554	 4.0433933911879455E-4	 194444.03695644718	 218626.62165279474	 221530.78210641595	 221037.65496709544	 232478.62730892535	 428.29999999999995	 2.0893011318543015E-4	 40508.14232957343	 35541.00562930583	 
121.40000000000003	 0.02402059846834633	 4.046245701324507E-4	 194324.3338082708	 218432.56232218427	 221334.23205668145	 220841.52753475486	 232337.16878537028	 428.4	 2.0933288472418652E-4	 40507.929474531156	 35568.139599933325	 
121.50000000000006	 0.024028985548817123	 4.049093615609268E-4	 194205.08723784387	 218239.10871874276	 221138.29544961575	 220646.01223524706	 232196.25084827794	 428.5000000000001	 2.097357681638055E-4	 40507.72291561485	 35595.78413093325	 
121.60000000000002	 0.024037372629287915	 4.0519371302566106E-4	 194086.29595151692	 218046.25898067985	 220942.97040001952	 220451.1071873506	 232055.87199271956	 428.6	 2.1013876189066656E-4	 40507.52273238748	 35623.8996554678	 
121.70000000000005	 0.024045759709758707	 4.0547762415014287E-4	 193925.34968222745	 217854.01125392906	 220748.25503051354	 220256.8105176478	 231874.48752645322	 428.70000000000005	 2.105418642921621E-4	 40507.32899970901	 35652.48035431335	 
121.80000000000007	 0.0240541467902295	 4.0576109455990627E-4	 193753.47122248646	 217662.36369211334	 220554.14747150388	 220063.12036048993	 231682.53256441164	 428.80000000000007	 2.1094507375670336E-4	 40507.14178799157	 35681.5015284312	 
121.90000000000003	 0.02406253387070029	 4.0604412388252565E-4	 193613.23043436927	 217471.314456511	 220360.6458611473	 219870.0348579628	 231521.51273342717	 428.9000000000001	 2.1134838867373372E-4	 40506.96116343995	 35710.878700517205	 
122.0	 0.02407092095117108	 4.063267117476088E-4	 193473.4786621981	 217280.8617160215	 220167.74834531665	 219677.55215985214	 231361.06116789652	 429.0	 2.1175180743373656E-4	 40506.78718827839	 35740.5309863291	 
122.10000000000002	 0.02407930803164187	 4.0660885778679286E-4	 193290.94176031835	 217091.00364713167	 219975.45307756684	 219485.6704236096	 231158.9876368944	 429.1	 2.1215532842824944E-4	 40506.619920964455	 35770.40418094777	 
122.20000000000005	 0.024087695112112662	 4.06890561633737E-4	 193065.72033306255	 216901.73843388178	 219783.7582191002	 219294.38781431832	 230915.38507712123	 429.20000000000005	 2.125589500498719E-4	 40506.45846168834	 35800.40914135296	 
122.30000000000001	 0.024096082192583454	 4.071718229241179E-4	 192868.77694366462	 216713.06426783232	 219592.6619387331	 219103.70250465954	 230699.43350821847	 429.30000000000007	 2.1296267069227754E-4	 40506.301973088404	 35830.43003828212	 
122.40000000000003	 0.024104469273054246	 4.0745264129562445E-4	 192700.0457488131	 216524.97934803047	 219402.16241286192	 218913.61267487853	 230511.07130674817	 429.4	 2.1336648875022255E-4	 40506.15059829788	 35860.39522000445	 
122.50000000000006	 0.024112856353525038	 4.077330163879503E-4	 192486.18460145657	 216337.48188097696	 219212.2578254294	 218724.11651275126	 230278.80105251295	 429.5	 2.137704026195596E-4	 40506.00447242981	 35890.2650978363	 
122.60000000000008	 0.02412124343399583	 4.080129478427904E-4	 192227.29452767476	 216150.57008059302	 219022.9463678914	 218535.212213551	 230002.7171573667	 429.60000000000014	 2.1417441069724577E-4	 40505.86372301041	 35919.98391106115	 
122.70000000000005	 0.024129630514466618	 4.0829243530383355E-4	 191969.0730464381	 215964.24216818763	 218834.2262391835	 218346.89798001517	 229727.3654135549	 429.69999999999993	 2.1457851138135172E-4	 40505.72847038786	 35949.516777986966	 
122.80000000000001	 0.02413801759493741	 4.0857147841675824E-4	 191734.1628440731	 215778.49637242485	 218646.09564568818	 218159.17202231236	 229474.81622434314	 429.80000000000007	 2.149827030710783E-4	 40505.598828118214	 35978.871651327274	 
122.90000000000003	 0.0241464046754082	 4.0885007682922597E-4	 191522.51247639075	 215593.3309292911	 218458.55280120144	 217972.0325580093	 229245.02070961476	 429.9000000000001	 2.1538698416675878E-4	 40505.47490332954	 36008.060705660944	 
123.00000000000006	 0.024154791755878993	 4.091282301908756E-4	 191311.45707560805	 215408.7440820633	 218271.5959269007	 217785.47781203856	 229015.88756259464	 430.0	 2.1579135306987475E-4	 40505.35679706565	 36037.06359002608	 
123.10000000000002	 0.024163178836349785	 4.09405938153318E-4	 191066.36795595565	 215224.73408127628	 218085.2232513119	 217599.50601666592	 228753.66567376762	 430.1	 2.161958081830668E-4	 40505.24460461063	 36065.85589671437	 
123.20000000000005	 0.024171565916820577	 4.0968320037013014E-4	 190808.17519920683	 215041.2991846911	 217899.43301027713	 217414.115411458	 228478.75152068012	 430.20000000000005	 2.1660034791014024E-4	 40505.13841579483	 36094.46902590905	 
123.30000000000007	 0.02417995299729137	 4.0996001649684985E-4	 190591.75170879395	 214858.4376572631	 217714.22344692255	 217229.3042432502	 228244.62461357628	 430.30000000000007	 2.1700497065608039E-4	 40505.03831528449	 36122.98433768258	 
123.40000000000003	 0.024188340077762157	 4.1023638619096904E-4	 190396.1766869305	 214676.14777111023	 217529.5928116263	 217045.0707661147	 228030.8977108416	 430.4	 2.174096748270599E-4	 40504.94438285516	 36151.47686741869	 
123.5	 0.02419672715823295	 4.1051230911192944E-4	 190201.16708958373	 214494.42780548174	 217345.53936198662	 216861.41324132867	 227817.80435910067	 430.5	 2.178144588304511E-4	 40504.85669364935	 36179.93895377359	 
123.60000000000002	 0.02420511423870374	 4.107877849211155E-4	 190038.04568032405	 214313.2760467265	 217162.06136279003	 216678.32993734255	 227635.8687869222	 430.6	 2.1821932107483487E-4	 40504.77531842017	 36208.315502928	 
123.70000000000005	 0.024213501319174532	 4.1106281328184927E-4	 189906.7382939531	 214132.69078826235	 216979.1570859801	 216495.81912974876	 227485.02234588936	 430.70000000000005	 2.1862425997001063E-4	 40504.700323761455	 36236.60233767875	 
123.80000000000007	 0.024221888399645324	 4.113373938593849E-4	 189798.79911761155	 213952.67033054473	 216796.82481062584	 216313.87910125026	 227357.03637664818	 430.79999999999995	 2.190292739270077E-4	 40504.63177232519	 36264.86015127003	 
123.90000000000003	 0.024230275480116116	 4.1161152632090205E-4	 189714.17076372364	 213773.21298103602	 216615.0628228905	 216132.50814162946	 227251.85863277048	 430.9000000000001	 2.1943436135809697E-4	 40504.56972302692	 36293.15577949925	 
124.00000000000006	 0.024238662560586908	 4.1188521033550126E-4	 189629.92565169785	 213594.31705417484	 216433.86941600064	 215951.70454771718	 227147.14761317804	 431.0000000000001	 2.1983952067679583E-4	 40504.514231239846	 36321.48081437331	 
124.10000000000002	 0.024247049641057696	 4.121584455741971E-4	 189546.06279950737	 213415.98087134553	 216253.2428902152	 215771.46662336195	 227042.9021302029	 431.1	 2.2024475029788337E-4	 40504.46534897822	 36349.72265257672	 
124.20000000000005	 0.024255436721528488	 4.1243123170991357E-4	 189496.5374109589	 213238.2027608479	 216073.18155279476	 215591.79267939928	 226972.21320715564	 431.20000000000005	 2.2065004863741058E-4	 40504.42220268867	 36377.738826113615	 
124.30000000000001	 0.02426382380199928	 4.127035684174765E-4	 189481.26087068036	 213060.98105786668	 215893.68371797088	 215412.68103362096	 226935.00172959262	 431.30000000000007	 2.2105541411270694E-4	 40504.383977445774	 36405.47724289775	 
124.40000000000003	 0.02427221088247007	 4.1297545537360986E-4	 189466.24503636485	 212884.31410444208	 215714.74770691592	 215234.13001074517	 226898.14750347205	 431.4000000000001	 2.214608451423922E-4	 40504.35080511605	 36432.93701650177	 
124.50000000000006	 0.024280597962940863	 4.132468922569287E-4	 189408.63148270294	 212708.20024943945	 215536.3718477127	 215056.13794238598	 226819.87865539914	 431.5	 2.2186634014638744E-4	 40504.322810322126	 36460.042994098905	 
124.60000000000002	 0.024288985043411655	 4.135178787479334E-4	 189308.52867389255	 212532.63784851978	 215358.55447532434	 214878.70316702337	 226700.29155713864	 431.6	 2.2227189754592524E-4	 40504.300110820426	 36486.66086079594	 
124.70000000000005	 0.024297372123882447	 4.137884145290043E-4	 189238.80233560907	 212357.62526411	 215181.29393156443	 214701.82402997345	 226610.39993740758	 431.70000000000005	 2.226775157635579E-4	 40504.28281785836	 36512.73137668607	 
124.80000000000001	 0.024305759204353235	 4.1405849928439597E-4	 189199.3765668951	 212183.16086537376	 215004.58856506718	 214525.49888335867	 226550.13561376077	 431.79999999999995	 2.2308319322316786E-4	 40504.27103651206	 36538.35527868925	 
124.90000000000003	 0.024314146284824027	 4.1432813270023057E-4	 189098.14222126902	 212009.243028182	 214828.43673125797	 214349.72608607836	 226429.72487579737	 431.9	 2.2348892834997958E-4	 40504.264866005804	 36563.654265744895	 
125.00000000000006	 0.02432253336529482	 4.1459731446449297E-4	 188935.24768147073	 211835.87013508382	 214652.8367923235	 214174.50400377903	 226249.30142023735	 432.0000000000001	 2.2389471957056774E-4	 40504.264400014144	 36588.58392762108	 
125.10000000000002	 0.02433092044576561	 4.148660442670241E-4	 188772.85718080582	 211663.0405752777	 214477.78711718298	 213999.83100882563	 226069.45035666897	 432.1	 2.2430056531286648E-4	 40504.26972694767	 36613.00184051432	 
125.20000000000005	 0.024339307526236403	 4.1513432179951623E-4	 188610.96919709208	 211490.75274458263	 214303.28608145865	 213825.70548027204	 225890.1700073933	 432.20000000000005	 2.2470646400618292E-4	 40504.280930223664	 36636.92464482456	 
125.30000000000007	 0.024347694606707194	 4.1540214675550585E-4	 188404.8553867223	 211319.0050454094	 214129.3320674469	 213652.12580383226	 225667.86754312497	 432.30000000000007	 2.2511241408120245E-4	 40504.298088521566	 36660.55399163511	 
125.40000000000003	 0.024356081687177986	 4.1566951883036834E-4	 188154.6077007878	 211147.79588673214	 213955.9234640893	 213479.09037185166	 225402.62892308846	 432.4000000000001	 2.2551841397000258E-4	 40504.3212760247	 36684.06045976992	 
125.5	 0.024364468767648775	 4.1593643772131286E-4	 187904.98497779737	 210977.12368405997	 213783.05866694404	 213306.5975832783	 225138.0739652328	 432.5	 2.2592446210605832E-4	 40504.3505626496	 36707.53829657625	 
125.60000000000002	 0.024372855848119566	 4.1620290312737547E-4	 187655.98510583641	 210806.98685940888	 213610.73607815732	 213134.64584363438	 224874.20044689334	 432.6	 2.2633055692425786E-4	 40504.386014262745	 36731.086609291626	 
125.70000000000005	 0.02438124292859036	 4.164689147494134E-4	 187359.06699022366	 210637.3838412733	 213438.95410643474	 212963.23356498787	 224563.7084085032	 432.70000000000005	 2.267366968609073E-4	 40504.427692885714	 36754.74343539458	 
125.80000000000001	 0.02438963000906115	 4.167344722900995E-4	 187014.3165329111	 210468.31306459868	 213267.71116701342	 212792.35916592446	 224206.68173132924	 432.80000000000007	 2.2714288035374306E-4	 40504.47565688932	 36778.43386256026	 
125.90000000000003	 0.024398017089531942	 4.1699957545391676E-4	 186694.24028941715	 210299.7729707535	 213097.00568163363	 212622.0210715194	 223873.76801044517	 432.9	 2.2754910584193928E-4	 40504.52996117747	 36802.138070080895	 
126.00000000000006	 0.024406404170002734	 4.172642239471514E-4	 186398.7939986097	 210131.76200750153	 212926.83607851085	 212452.21771330963	 223564.92328419068	 433.0	 2.2795537176612226E-4	 40504.59065736116	 36825.968219347305	 
126.10000000000008	 0.024414791250473526	 4.1752841747788794E-4	 186104.02203048073	 209964.2786289745	 212757.200792308	 212282.94752926592	 223256.80828383498	 433.10000000000014	 2.283616765683739E-4	 40504.657793923274	 36850.04329198316	 
126.20000000000005	 0.024423178330944314	 4.1779215575600277E-4	 185776.96638407157	 209797.32129564474	 212588.09826410774	 212114.20896376536	 222917.31816949075	 433.19999999999993	 2.2876801869224484E-4	 40504.73070745766	 36874.37114787438	 
126.30000000000001	 0.024431565411415106	 4.1805543849315815E-4	 185441.90858148038	 209630.88847429794	 212419.526941385	 211946.00046756386	 222570.10508098884	 433.30000000000007	 2.291743965827673E-4	 40504.80877774885	 36898.876568348795	 
126.40000000000003	 0.024439952491885897	 4.183182654027979E-4	 185158.0275682218	 209464.97863800597	 212251.48527797926	 211778.32049776864	 222272.81054275567	 433.4000000000001	 2.2958080868645619E-4	 40504.89211126105	 36923.48920268973	 
126.50000000000006	 0.02444833957235669	 4.185806362001387E-4	 184901.03051744553	 209299.59026610025	 212083.97173406783	 211611.16751781135	 222001.77265365125	 433.5	 2.299872534513265E-4	 40504.98080863746	 36948.15902873442	 
126.60000000000002	 0.02445672665282748	 4.188425506021661E-4	 184671.0916124594	 209134.72184414475	 211916.98477613833	 211444.53999742083	 221757.1593352595	 433.6	 2.3039372932690013E-4	 40505.07496499312	 36972.83553264206	 
126.70000000000005	 0.024465113733298273	 4.1910400832762917E-4	 184468.15765524472	 208970.37186390944	 211750.5228769619	 211278.43641259611	 221538.91981890172	 433.70000000000005	 2.3080023476421428E-4	 40505.174670192275	 36997.48255021226	 
126.80000000000007	 0.024473500813769065	 4.1936500909703237E-4	 184315.95046138158	 208806.5388233437	 211584.5845155663	 211112.85524557985	 221370.15502101634	 433.80000000000007	 2.312067682158321E-4	 40505.28000911125	 37022.12683495866	 
126.90000000000003	 0.024481887894239853	 4.196255526326318E-4	 184214.36099204695	 208643.22122655003	 211419.1681772092	 210947.7949848315	 221250.76441181835	 433.9	 2.3161332813585245E-4	 40505.39106188749	 37046.7815221622	 
127.0	 0.024490274974710645	 4.198856386584284E-4	 184113.16742624415	 208480.4175837579	 211254.27235335181	 210783.25412500103	 221131.84302059253	 434.0	 2.3201991297991953E-4	 40505.50790415552	 37071.33863008253	 
127.10000000000002	 0.024498662055181437	 4.201452669001618E-4	 184012.36871108224	 208318.12641129727	 211089.89554163202	 210619.23116690217	 221013.3896252366	 434.1	 2.3242652120523063E-4	 40505.630607270665	 37095.620584028205	 
127.20000000000005	 0.02450704913565223	 4.20404437085305E-4	 183950.42256356456	 208156.34623157314	 210926.03624583868	 210455.72461748667	 220932.8563503667	 434.20000000000005	 2.328331512705472E-4	 40505.75923852127	 37119.532326720335	 
127.30000000000007	 0.02451543621612302	 4.206631489430578E-4	 183927.2368284782	 207995.07557303947	 210762.69297588506	 210292.7329898179	 220890.1608877283	 434.29999999999995	 2.3323980163620327E-4	 40505.89386132935	 37143.107835478535	 
