Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	p_mitWandwärmeverlust	p_Reale Ladung	p_Verbrennungslage	p_HC_CO	p_adiabat	Kurbelwinkel-LW [°KW]	Brennraumvolumen-LW [m3]	LWAideal	LWA
-143.8	 0.0017780610598077593	 4.5972014511952474E-4	 49347.5343568349	 49510.35837726515	 49510.35837726515	 49510.35837726515	 49412.402796167196	 163.20000000000005	 4.827385958250531E-4	 133930.88989646357	 134723.99486575997	 
-143.7	 0.0017864481402785504	 4.595465204596086E-4	 49680.60544932389	 49534.925172309195	 49534.925172309195	 49534.925172309195	 49745.85305255426	 163.3	 4.8282420726729537E-4	 133749.93498745037	 134556.8144480375	 
-143.6	 0.0017948352207493418	 4.593724046139008E-4	 49942.83520281918	 49559.583021760816	 49559.583021760816	 49559.583021760816	 50008.52976305813	 163.39999999999998	 4.829093315776929E-4	 133568.6850752203	 134389.52045995274	 
-143.5	 0.0018032223012201332	 4.591977976253776E-4	 50134.3908399313	 49584.3321277593	 49584.3321277593	 49584.3321277593	 50200.58577416347	 163.5	 4.82993968763377E-4	 133387.1450642581	 134222.11944744585	 
-143.4	 0.0018116093816909246	 4.5902269953779527E-4	 50251.78864772922	 49609.17269332223	 49609.17269332223	 49609.17269332223	 50318.53144903514	 163.60000000000002	 4.8307811883151436E-4	 133205.319877701	 134054.61781491735	 
-143.3	 0.0018199964621617157	 4.588471103956949E-4	 50295.050489028254	 49634.1049223486	 49634.1049223486	 49634.1049223486	 50362.373784624695	 163.7	 4.831617817893061E-4	 133023.21445738163	 133887.02245170952	 
-143.2	 0.0018283835426325071	 4.586710302444071E-4	 50260.36681422358	 49659.12901962187	 49659.12901962187	 49659.12901962187	 50328.298595147826	 163.8	 4.8324495764398486E-4	 132840.83376387178	 133719.3394580543	 
-143.1	 0.0018367706231032985	 4.5849445913005835E-4	 50147.75427833514	 49684.24519081312	 49684.24519081312	 49684.24519081312	 50216.307216474044	 163.90000000000003	 4.833276464028121E-4	 132658.18277652576	 133551.57448311656	 
-143.0	 0.0018451577035740897	 4.583173970995748E-4	 49988.06510371184	 49709.453642484164	 49709.453642484164	 49709.453642484164	 50057.23480227351	 164.0	 4.834098480730763E-4	 132475.26649352425	 133383.7337749553	 
-142.9	 0.001853544784044881	 4.58139844200689E-4	 49781.11177662001	 49734.754582090696	 49734.754582090696	 49734.754582090696	 49850.884491329045	 164.09999999999997	 4.8349156266209043E-4	 132292.0899319181	 133215.82394734296	 
-142.8	 0.0018619318645156724	 4.5796180048194343E-4	 49525.198837526674	 49760.148217985465	 49760.148217985465	 49760.148217985465	 49595.55683936858	 164.2	 4.835727901771893E-4	 132108.65812767184	 133047.85068982907	 
-142.7	 0.0018703189449864638	 4.577832659926971E-4	 49247.57231724429	 49785.63475942143	 49785.63475942143	 49785.63475942143	 49318.47920855565	 164.3	 4.8365353062572756E-4	 131924.97613570816	 132879.81921472884	 
-142.6	 0.001878706025457255	 4.576042407831308E-4	 48996.90751231408	 49811.21441655498	 49811.21441655498	 49811.21441655498	 49068.31156606904	 164.40000000000003	 4.837337840150769E-4	 131741.0490299516	 132711.7346503257	 
-142.5	 0.0018870931059280463	 4.574247249042508E-4	 48745.73766273541	 49836.88740044914	 49836.88740044914	 49836.88740044914	 48817.59871874039	 164.5	 4.838135503526245E-4	 131556.8819033728	 132543.60204920569	 
-142.4	 0.0018954801863988377	 4.5724471840789626E-4	 48545.62690451538	 49862.65392307679	 49862.65392307679	 49862.65392307679	 48617.887414772194	 164.60000000000002	 4.8389282964577025E-4	 131372.4798680326	 132375.4263994615	 
-142.3	 0.0019038672668696289	 4.5706422134674267E-4	 48396.81270295683	 49888.514197323915	 49888.514197323915	 49888.514197323915	 48469.42524238717	 164.7	 4.8397162190192425E-4	 131187.84805512635	 132207.21264646127	 
-142.2	 0.0019122543473404203	 4.568832337743083E-4	 48247.806160023574	 49914.46843699288	 49914.46843699288	 49914.46843699288	 48320.74565578452	 164.8	 4.840499271285053E-4	 131002.99161502834	 132038.96491939042	 
-142.1	 0.0019206414278112116	 4.567017557449594E-4	 48098.60611192521	 49940.51685680569	 49940.51685680569	 49940.51685680569	 48171.8474200466	 164.89999999999998	 4.8412774533293756E-4	 130817.9157173358	 131870.68643102245	 
-142.0	 0.001929028508282003	 4.565197873139147E-4	 48063.35556332224	 49966.65967240729	 49966.65967240729	 49966.65967240729	 48136.83474765642	 165.0	 4.8420507652264936E-4	 130632.6255509138	 131702.3816223064	 
-141.9	 0.0019374155887527942	 4.5633732853725146E-4	 48142.77101205797	 49992.89710036888	 49992.89710036888	 49992.89710036888	 48216.43078266676	 165.10000000000002	 4.842819207050706E-4	 130447.12632393946	 131534.0553177842	 
-141.8	 0.0019458026692235856	 4.561543794719109E-4	 48265.78366661317	 50019.22935819124	 50019.22935819124	 50019.22935819124	 48339.5305633163	 165.2	 4.843582778876301E-4	 130261.40964568521	 131365.69983728498	 
-141.7	 0.0019541897496943767	 4.5597094017570285E-4	 48467.50581584234	 50045.65666430809	 50045.65666430809	 50045.65666430809	 48541.32091658352	 165.3	 4.844341480777543E-4	 130075.46728707544	 131197.30764511233	 
-141.6	 0.001962576830165168	 4.557870107073121E-4	 48749.92097505026	 50072.17923808942	 50072.17923808942	 50072.17923808942	 48823.78996076849	 165.39999999999998	 4.84509531282864E-4	 129889.30472894745	 131028.8841231248	 
-141.5	 0.0019709639106359595	 4.556025911263026E-4	 49077.704630337554	 50098.79729984491	 50098.79729984491	 50098.79729984491	 49151.631304817696	 165.5	 4.845844275103733E-4	 129702.92747307102	 130860.43493695912	 
-141.4	 0.001979350991106751	 4.5541768149312393E-4	 49405.40026372876	 50125.51107082731	 50125.51107082731	 50125.51107082731	 49479.40627801573	 165.60000000000002	 4.846588367676865E-4	 129516.34104219462	 130691.96522496789	 
-141.3	 0.0019877380715775422	 4.552322818691159E-4	 49762.972966122674	 50152.32077323585	 50152.32077323585	 50152.32077323585	 49837.069644556104	 165.7	 4.8473275906219687E-4	 129329.55098009239	 130523.4799756148	 
-141.2	 0.0019961251520483336	 4.5504639231651426E-4	 50108.34449745194	 50179.22663021966	 50179.22663021966	 50179.22663021966	 50182.560467898875	 165.8	 4.848061944012835E-4	 129142.56285161045	 130354.98479640072	 
-141.1	 0.0020045122325191246	 4.548600128984565E-4	 50411.658339019916	 50206.228865881254	 50206.228865881254	 50206.228865881254	 50486.02996217645	 165.90000000000003	 4.848791427923102E-4	 128955.38224271349	 130186.48495110411	 
-141.0	 0.002012899312989916	 4.5467314367898657E-4	 50714.94177375389	 50233.327705279975	 50233.327705279975	 50233.327705279975	 50789.48897822326	 166.0	 4.8495160424262237E-4	 128768.0147605314	 130017.98664998851	 
-140.9	 0.0020212863934607073	 4.544857847230607E-4	 50971.57358989702	 50260.523374435485	 50260.523374435485	 50260.523374435485	 51046.33235254678	 166.09999999999997	 4.8502357875954637E-4	 128580.46603340592	 129849.497077096	 
-140.8	 0.0020296734739314987	 4.5429793609655275E-4	 51181.646391502465	 50287.816100331256	 50287.816100331256	 50287.816100331256	 51256.64832214771	 166.2	 4.8509506635038564E-4	 128392.74171093277	 129681.02261325227	 
-140.7	 0.00203806055440229	 4.541095978662595E-4	 51342.699170247455	 50315.206110918116	 50315.206110918116	 50315.206110918116	 51417.974622199996	 166.3	 4.851660670224202E-4	 128204.84746401252	 129512.57065905776	 
-140.6	 0.0020464476348730815	 4.539207700999066E-4	 51422.26126118343	 50342.693635117765	 50342.693635117765	 50342.693635117765	 51497.84735050955	 166.39999999999998	 4.8523658078290387E-4	 128016.78898490216	 129344.14928446458	 
-140.5	 0.002054834715343873	 4.5373145286615394E-4	 51433.7532150061	 50370.278902826336	 50370.278902826336	 50370.278902826336	 51509.6777874703	 166.5	 4.853066076390622E-4	 127828.57198725677	 129175.7669261948	 
-140.4	 0.002063221795814664	 4.5354164623460035E-4	 51363.30682899888	 50397.96214491798	 50397.96214491798	 50397.96214491798	 51439.59944530159	 166.60000000000002	 4.853761475980907E-4	 127640.20220617624	 129007.4310841778	 
-140.3	 0.002071608876285455	 4.5335135027579026E-4	 51246.284234527026	 50425.74359324846	 50425.74359324846	 50425.74359324846	 51322.9555646068	 166.70000000000005	 4.8544520066715307E-4	 127451.68539825169	 128839.14726420624	 
-140.2	 0.0020799959567562466	 4.5316056506121817E-4	 51066.589119918	 50453.62348065873	 50453.62348065873	 50453.62348065873	 51143.653998406095	 166.8	 4.8551376685337884E-4	 127263.02734161202	 128670.92109874733	 
-140.1	 0.002088383037227038	 4.529692906633348E-4	 50823.938515518916	 50481.602040978614	 50481.602040978614	 50481.602040978614	 50901.4063424836	 166.89999999999998	 4.8558184616386105E-4	 127074.23383597037	 128502.75906075325	 
-140.0	 0.0020967701176978293	 4.527775271555529E-4	 50623.87920659646	 50509.679509030415	 50509.679509030415	 50509.679509030415	 50701.716276133004	 167.0	 4.8564943860565575E-4	 126885.31070267019	 128334.66721869884	 
-139.9	 0.0021051571981686207	 4.525852746122516E-4	 50466.61696140018	 50537.856120632605	 50537.856120632605	 50537.856120632605	 50544.7932298948	 167.10000000000002	 4.857165441857779E-4	 126696.26378473203	 128166.65249461315	 
-139.79999999999998	 0.002113544278639412	 4.5239253310878317E-4	 50283.84365437656	 50566.13211260349	 50566.13211260349	 50566.13211260349	 50362.35731313032	 167.2	 4.8578316291120145E-4	 126507.08927920969	 127998.71350902374	 
-139.7	 0.002121931359110203	 4.5219930272147774E-4	 50075.44201077782	 50594.50772276494	 50594.50772276494	 50594.50772276494	 50154.28902169421	 167.3	 4.858492947888566E-4	 126317.78351901348	 127830.84839253602	 
-139.6	 0.0021303184395809944	 4.5200558352764976E-4	 49895.051419384865	 50622.983189946084	 50622.983189946084	 50622.983189946084	 49974.20563825148	 167.40000000000003	 4.859149398256275E-4	 126128.35258445726	 127663.06399017641	 
-139.5	 0.0021387055200517858	 4.518113756056025E-4	 49742.79907057354	 50651.558753987076	 50651.558753987076	 50651.558753987076	 49822.236778120685	 167.5	 4.859800980283509E-4	 125938.80257885708	 127495.36659192607	 
-139.4	 0.002147092600522577	 4.516166790346345E-4	 49590.31989050029	 50680.23465574284	 50680.23465574284	 50680.23465574284	 49670.029730531875	 167.59999999999997	 4.860447694038143E-4	 125749.13962857872	 127327.76156034673	 
-139.3	 0.0021554796809933685	 4.5142149389504474E-4	 49473.419702072126	 50709.01113708686	 50709.01113708686	 50709.01113708686	 49553.376096551954	 167.7	 4.861089539587543E-4	 125559.36988308466	 127160.25347676298	 
-139.2	 0.00216386676146416	 4.5122582026813817E-4	 49430.69027209487	 50737.888440914976	 50737.888440914976	 50737.888440914976	 49510.85549536731	 167.8	 4.86172651699854E-4	 125369.49951498174	 126992.84848693073	 
-139.1	 0.0021722538419349513	 4.5102965823623183E-4	 49426.45945631792	 50766.8668111492	 50766.8668111492	 50766.8668111492	 49506.8150219755	 167.90000000000003	 4.862358626337419E-4	 125179.53472006797	 126825.55357847961	 
-139.0	 0.0021806409224057422	 4.5083300788265984E-4	 49466.42068418969	 50795.94649274156	 50795.94649274156	 50795.94649274156	 49546.94796910012	 168.0	 4.862985867669892E-4	 124989.48171737944	 126658.37535017557	 
-138.9	 0.0021890280028765336	 4.506358692917794E-4	 49524.79145080121	 50825.12773167795	 50825.12773167795	 50825.12773167795	 49605.48605268793	 168.10000000000002	 4.863608241061097E-4	 124799.34674923723	 126491.3205078007	 
-138.8	 0.002197415083347325	 4.504382425489766E-4	 49557.15144279067	 50854.410774982025	 50854.410774982025	 50854.410774982025	 49638.025348491006	 168.2	 4.8642257465755643E-4	 124609.13608129392	 126324.39644136497	 
-138.7	 0.0022058021638181164	 4.5024012774067153E-4	 49619.58098984885	 50883.79587071906	 50883.79587071906	 50883.79587071906	 49700.623983936784	 168.3	 4.8648383842772006E-4	 124418.85600258024	 126157.6100054759	 
-138.6	 0.0022141892442889078	 4.500415249543241E-4	 49712.10573647037	 50913.28326799992	 50913.28326799992	 50913.28326799992	 49793.310328328844	 168.39999999999998	 4.8654461542292827E-4	 124228.512825551	 125990.96747199504	 
-138.5	 0.002222576324759699	 4.4984243427844046E-4	 49804.76806451167	 50942.873216984946	 50942.873216984946	 50942.873216984946	 49886.13938713572	 168.5	 4.8660490564944256E-4	 124038.11288613167	 125824.47621692739	 
-138.4	 0.0022309634052304905	 4.496428558025775E-4	 49897.56852364059	 50972.56596888795	 50972.56596888795	 50972.56596888795	 49979.11171828538	 168.60000000000002	 4.8666470911345767E-4	 123847.66254376394	 125658.14228079385	 
-138.3	 0.0022393504857012815	 4.494427896173495E-4	 50039.1363542958	 51002.36177598018	 51002.36177598018	 51002.36177598018	 50120.838234481846	 168.7	 4.8672402582109945E-4	 123657.16818145156	 125491.97202410322	 
-138.2	 0.002247737566172073	 4.4924223581443296E-4	 50200.423180004596	 51032.26089159429	 51032.26089159429	 51032.26089159429	 50282.28600008276	 168.8	 4.86782855778423E-4	 123466.63620580574	 125325.9719551622	 
-138.1	 0.0022561246466428642	 4.49041194486573E-4	 50332.81251192847	 51062.26357012842	 51062.26357012842	 51062.26357012842	 50414.856434657246	 168.89999999999998	 4.8684119899141125E-4	 123276.07304709042	 125160.14672436596	 
-138.0	 0.0022645117271136556	 4.488396657275892E-4	 50493.16798274239	 51092.37006705017	 51092.37006705017	 51092.37006705017	 50575.39036532263	 169.0	 4.8689905546597296E-4	 123085.48515926731	 124994.50134318876	 
-137.9	 0.002272898807584447	 4.486376496323803E-4	 50681.47794218375	 51122.58063890069	 51122.58063890069	 51122.58063890069	 50763.878722548594	 169.10000000000002	 4.869564252079417E-4	 122894.8790200403	 124829.04097870672	 
-137.79999999999998	 0.0022812858880552384	 4.4843514629693123E-4	 50834.1607586627	 51152.89554329876	 51152.89554329876	 51152.89554329876	 50916.76523311592	 169.2	 4.870133082230738E-4	 122704.2540864462	 124663.76345849395	 
-137.7	 0.0022896729685260298	 4.4823215581831795E-4	 50978.806971960505	 51183.31503894488	 51183.31503894488	 51183.31503894488	 51061.62668880232	 169.3	 4.870697045170464E-4	 122513.60993384624	 124498.6664264195	 
-137.6	 0.0022980600489968207	 4.4802867829471315E-4	 51119.7601828625	 51213.8393856254	 51213.8393856254	 51213.8393856254	 51202.805973215334	 169.40000000000003	 4.8712561409545654E-4	 122322.95325387023	 124333.75384273054	 
-137.5	 0.002306447129467612	 4.478247138253929E-4	 51229.44676238918	 51244.468844216644	 51244.468844216644	 51244.468844216644	 51312.73831768018	 169.5	 4.8718103696381926E-4	 122132.29076299115	 124169.02935284312	 
-137.4	 0.0023148342099384035	 4.476202625107412E-4	 51366.53440732024	 51275.20367668911	 51275.20367668911	 51275.20367668911	 51450.06765031977	 169.59999999999997	 4.872359731275661E-4	 121941.62920256954	 124004.4942830733	 
-137.3	 0.002323221290409195	 4.474153244522572E-4	 51531.02160552469	 51306.04414611161	 51306.04414611161	 51306.04414611161	 51614.79497193804	 169.7	 4.8729042259204293E-4	 121750.97533889783	 123840.14888439375	 
-137.2	 0.002331608370879986	 4.4720989975255936E-4	 51695.65671629018	 51336.99051665552	 51336.99051665552	 51336.99051665552	 51779.68030746643	 169.8	 4.873443853625096E-4	 121560.33596324376	 123675.99360040679	 
-137.1	 0.0023399954513507776	 4.470039885153926E-4	 51798.49143349369	 51368.04305359895	 51368.04305359895	 51368.04305359895	 51882.79911094204	 169.89999999999998	 4.8739786144413725E-4	 121369.71789189435	 123512.02764129324	 
-137.0	 0.002348382531821569	 4.4679759084563324E-4	 51890.14070439376	 51399.202023331054	 51399.202023331054	 51399.202023331054	 51974.7412177389	 170.0	 4.8745085084200775E-4	 121179.12796619855	 123348.25108802575	 
-136.9	 0.00235676961229236	 4.465907068492951E-4	 51984.699964726475	 51430.46769335625	 51430.46769335625	 51430.46769335625	 52069.5985244589	 170.10000000000002	 4.875033535611114E-4	 120988.57305261	 123184.66443734564	 
-136.8	 0.0023651566927631513	 4.463833366335356E-4	 52031.51559835087	 51461.840332298554	 51461.840332298554	 51461.840332298554	 52116.73487963538	 170.20000000000005	 4.8755536960634583E-4	 120798.06004272921	 123021.26666171396	 
-136.7	 0.0023735437732339427	 4.461754803066609E-4	 52050.531097691055	 51493.32020990586	 51493.32020990586	 51493.32020990586	 52136.08437364588	 170.3	 4.876068989825144E-4	 120607.6013387033	 122858.06131974603	 
-136.6	 0.002381930853704734	 4.459671379781327E-4	 52041.84397798784	 51524.90759705429	 51524.90759705429	 51524.90759705429	 52127.74224013702	 170.39999999999998	 4.8765794169432496E-4	 120417.22107886645	 122695.06186539991	 
-136.5	 0.0023903179341755254	 4.4575830975857294E-4	 52059.701576154934	 51556.602765752556	 51556.602765752556	 51556.602765752556	 52145.93205120672	 170.5	 4.8770849774638816E-4	 120226.92728794328	 122532.26667812557	 
-136.4	 0.002398705014646317	 4.455489957597703E-4	 52058.76560750916	 51588.405989146326	 51588.405989146326	 51588.405989146326	 52145.33690546537	 170.60000000000002	 4.877585671432163E-4	 120036.72669477758	 122369.67510471685	 
-136.29999999999998	 0.002407092095117108	 4.4533919609468617E-4	 52047.44534842523	 51620.317541522636	 51620.317541522636	 51620.317541522636	 52134.35950791609	 170.7	 4.8780814988922175E-4	 119846.62605191597	 122207.28793745463	 
-136.2	 0.002415479175587899	 4.451289108774605E-4	 52071.164391980965	 51652.33769831432	 51652.33769831432	 51652.33769831432	 52158.40550148398	 170.8	 4.878572459887149E-4	 119656.63213564489	 122045.10673787363	 
-136.1	 0.0024238662560586905	 4.449181402234168E-4	 52094.98425832743	 51684.466736104434	 51684.466736104434	 51684.466736104434	 52182.55275123265	 170.90000000000003	 4.8790585544590445E-4	 119466.75174602694	 121883.13307735413	 
-136.0	 0.002432253336529482	 4.447068842490692E-4	 52118.90518093526	 51716.70493263076	 51716.70493263076	 51716.70493263076	 52206.80149406934	 171.0	 4.879539782648942E-4	 119276.99170693672	 121721.36935672967	 
-135.9	 0.0024406404170002733	 4.4449514307212754E-4	 52101.74677482701	 51749.05256679027	 51749.05256679027	 51749.05256679027	 52189.98895836742	 171.09999999999997	 4.8800161444968255E-4	 119087.358866096	 121559.82028712278	 
-135.8	 0.0024490274974710647	 4.442829168115036E-4	 52043.41950760788	 51781.50991864365	 51781.50991864365	 51781.50991864365	 52132.021934029006	 171.2	 4.880487640041614E-4	 118897.85565596203	 121398.48686563922	 
-135.7	 0.002457414577941856	 4.4407020558731716E-4	 51985.07313180897	 51814.07726941984	 51814.07726941984	 51814.07726941984	 52074.030676249145	 171.3	 4.880954269321144E-4	 118708.48460099449	 121237.36934701081	 
-135.6	 0.0024658016584126474	 4.4385700952090146E-4	 51926.70733800985	 51846.754901520595	 51846.754901520595	 51846.754901520595	 52016.01486575087	 171.40000000000003	 4.881416032372159E-4	 118519.25272325819	 121076.47082550074	 
-135.5	 0.0024741887388834384	 4.4364332873480914E-4	 51868.321815933	 51879.54309852508	 51879.54309852508	 51879.54309852508	 51957.97418233245	 171.5	 4.88187292923029E-4	 118330.16706942295	 120915.79489268795	 
-135.4	 0.0024825758193542297	 4.4342916335281875E-4	 51849.65320717389	 51912.44214519444	 51912.44214519444	 51912.44214519444	 51939.62791461543	 171.60000000000002	 4.882324959930053E-4	 118141.23471079623	 120755.34620584692	 
-135.3	 0.002490962899825021	 4.432145134999395E-4	 51832.37277921706	 51945.452327476494	 51945.452327476494	 51945.452327476494	 51922.66769459232	 171.7	 4.882772124504826E-4	 117952.46274335506	 120595.128778828	 
-135.2	 0.0024993499802958125	 4.4299937930241865E-4	 51776.688938575695	 51978.573932510335	 51978.573932510335	 51978.573932510335	 51867.31764689532	 171.8	 4.883214422986847E-4	 117763.85828777733	 120435.14604287957	 
-135.1	 0.002507737060766604	 4.427837608877467E-4	 51695.57195391431	 52011.80724863103	 52011.80724863103	 52011.80724863103	 51786.540675458644	 171.89999999999998	 4.88365185540719E-4	 117575.42848947177	 120275.40246923837	 
-135.0	 0.0025161241412373953	 4.425676583846631E-4	 51588.940055884486	 52045.152565374316	 52045.152565374316	 52045.152565374316	 51680.25275615432	 172.0	 4.884084421795764E-4	 117387.18051860797	 120115.90010216075	 
-134.9	 0.002524511221708186	 4.423510719231622E-4	 51510.326903562694	 52078.61017348135	 52078.61017348135	 52078.61017348135	 51601.96264539884	 172.10000000000002	 4.884512122181291E-4	 117199.12157014472	 119956.64356350063	 
-134.8	 0.0025328983021789776	 4.4213400163450016E-4	 51459.82113095094	 52112.18036490343	 52112.18036490343	 52112.18036490343	 51551.76144564863	 172.2	 4.884934956591301E-4	 117011.25886385786	 119797.63836360082	 
-134.7	 0.002541285382649769	 4.4191644765119957E-4	 51409.30823145298	 52145.86343280678	 52145.86343280678	 52145.86343280678	 51501.548431672185	 172.3	 4.885352925052115E-4	 116823.59964436709	 119638.88662115308	 
-134.6	 0.0025496724631205604	 4.416984101070566E-4	 51358.7879543323	 52179.65967157736	 52179.65967157736	 52179.65967157736	 51451.32334383412	 172.39999999999998	 4.885766027588839E-4	 116636.15118116191	 119480.39212707149	 
-134.5	 0.0025580595435913517	 4.4147988913714574E-4	 51382.989486299986	 52213.56937682569	 52213.56937682569	 52213.56937682569	 51475.782020688755	 172.5	 4.886174264225349E-4	 116448.92076862657	 119322.1593426022	 
-134.4	 0.002566446624062143	 4.4126088487782717E-4	 51482.62776805108	 52247.59284539166	 52247.59284539166	 52247.59284539166	 51575.64716754022	 172.60000000000002	 4.886577634984274E-4	 116261.9157260636	 119164.19326316833	 
-134.29999999999998	 0.0025748337045329345	 4.410413974667518E-4	 51582.424760238566	 52281.73037534945	 52281.73037534945	 52281.73037534945	 51675.67652494347	 172.7	 4.886976139887001E-4	 116075.14339771711	 119006.49846081475	 
-134.2	 0.0025832207850037254	 4.4082142704286736E-4	 51682.3810951692	 52315.98226601242	 52315.98226601242	 52315.98226601242	 51775.870735421064	 172.8	 4.887369778953645E-4	 115888.61115279424	 118849.07990432945	 
-134.1	 0.002591607865474517	 4.4060097374642467E-4	 51782.49740734181	 52350.348817938015	 52350.348817938015	 52350.348817938015	 51876.23044375677	 172.90000000000003	 4.887758552203049E-4	 115702.32638548577	 118691.94455774264	 
-134.0	 0.002599994945945308	 4.4038003771898357E-4	 51882.7743334571	 52384.83033293272	 52384.83033293272	 52384.83033293272	 51976.756297005755	 173.0	 4.88814245965277E-4	 115516.29651498552	 118535.0984654746	 
-133.9	 0.0026083820264160996	 4.4015861910341877E-4	 52047.389782317565	 52419.427114057034	 52419.427114057034	 52419.427114057034	 52141.5989021128	 173.09999999999997	 4.888521501319071E-4	 115330.5289855086	 118378.54748681626	 
-133.8	 0.002616769106886891	 4.3993671804392595E-4	 52276.32981230723	 52454.13946563048	 52454.13946563048	 52454.13946563048	 52370.750271061406	 173.2	 4.888895677216907E-4	 115145.02880625089	 118222.29676583548	 
-133.7	 0.0026251561873576823	 4.397143346860279E-4	 52474.89284121486	 52488.967693236606	 52488.967693236606	 52488.967693236606	 52569.55213187004	 173.3	 4.889264987359914E-4	 114959.80105492963	 118066.35263885258	 
-133.6	 0.0026335432678284737	 4.394914691765803E-4	 52643.10050847337	 52523.912103728064	 52523.912103728064	 52523.912103728064	 52738.02329206158	 173.39999999999998	 4.889629431760403E-4	 114774.85331641116	 117910.72271440951	 
-133.5	 0.0026419303482992647	 4.39268121663778E-4	 52838.007344437276	 52558.97300523166	 52558.97300523166	 52558.97300523166	 52933.19253874016	 173.5	 4.889989010429346E-4	 114590.19320102893	 117755.41452293601	 
-133.4	 0.002650317428770056	 4.39044292297161E-4	 53019.2082887535	 52594.150707153465	 52594.150707153465	 52594.150707153465	 53114.67456574636	 173.60000000000002	 4.890343723376372E-4	 114405.82834459559	 117600.4372952376	 
-133.3	 0.0026587045092408474	 4.388199812276204E-4	 53160.19098530023	 52629.44552018396	 52629.44552018396	 52629.44552018396	 53255.96585300012	 173.70000000000005	 4.890693570609744E-4	 114221.76640841346	 117445.80010194061	 
-133.2	 0.002667091589711639	 4.38595188607404E-4	 53259.61987409231	 52664.85775630315	 52664.85775630315	 52664.85775630315	 53355.72962405894	 173.8	 4.891038552136365E-4	 114038.01507928352	 117291.51385989522	 
-133.1	 0.00267547867018243	 4.3836991459012393E-4	 53317.46666564346	 52700.38772878579	 52700.38772878579	 52700.38772878579	 53413.93380301099	 173.89999999999998	 4.891378667961758E-4	 113854.58206951279	 117137.58952186359	 
-133.0	 0.0026838657506532216	 4.381441593307603E-4	 53375.45291883054	 52736.03575220655	 52736.03575220655	 52736.03575220655	 53472.28010669215	 174.0	 4.891713918090064E-4	 113671.4751169198	 116984.03737596386	 
-132.89999999999998	 0.002692252831124013	 4.3791792298566925E-4	 53368.65144782464	 52771.802142445296	 52771.802142445296	 52771.802142445296	 53465.870929903016	 174.10000000000002	 4.892044302524022E-4	 113488.70198483903	 116830.86922111019	 
-132.8	 0.002700639911594804	 4.3769120571258844E-4	 53297.126245315405	 52807.68721669229	 52807.68721669229	 52807.68721669229	 53394.76483650422	 174.2	 4.892369821264972E-4	 113306.27046211965	 116678.0963631646	 
-132.7	 0.0027090269920655953	 4.3746400767064275E-4	 53225.55014601829	 52843.691293453536	 52843.691293453536	 52843.691293453536	 53323.60176907532	 174.3	 4.89269047431284E-4	 113124.18836312927	 116525.72848707298	 
-132.6	 0.0027174140725363866	 4.3723632902035043E-4	 53153.92269316057	 52879.81469255606	 52879.81469255606	 52879.81469255606	 53252.381257205176	 174.40000000000003	 4.893006261666125E-4	 112942.46352775574	 116373.77570920222	 
-132.5	 0.002725801153007178	 4.3700816992362954E-4	 53082.243428528396	 52916.05773515325	 52916.05773515325	 52916.05773515325	 53181.10282895012	 174.5	 4.893317183321901E-4	 112761.10382140042	 116222.25068490267	 
-132.4	 0.0027341882334779694	 4.3677953054380413E-4	 52963.52232705002	 52952.42074373025	 52952.42074373025	 52952.42074373025	 53062.79874504126	 174.59999999999997	 4.8936232392758E-4	 112580.1171349729	 116071.164124552	 
-132.3	 0.002742575313948761	 4.365504110456093E-4	 52797.57528152571	 52988.90404210932	 52988.90404210932	 52988.90404210932	 52897.28078994827	 174.7	 4.893924429522008E-4	 112399.51138488308	 115920.52554546951	 
-132.2	 0.002750962394419552	 4.363208115951988E-4	 52631.32812372723	 53025.507955455316	 53025.507955455316	 53025.507955455316	 52731.450348624145	 174.8	 4.894220754053248E-4	 112219.29451303204	 115770.34724832028	 
-132.1	 0.002759349474890343	 4.360907323601496E-4	 52492.673884648706	 53062.23281028107	 53062.23281028107	 53062.23281028107	 52593.18697957019	 174.90000000000003	 4.894512212860787E-4	 112039.47448679978	 115620.6407646002	 
-132.0	 0.0027677365553611345	 4.358601735094694E-4	 52381.728740337356	 53099.07893445293	 53099.07893445293	 53099.07893445293	 52482.60924314963	 175.0	 4.894798805934415E-4	 111860.05929903104	 115471.41423056157	 
-131.9	 0.002776123635831926	 4.3562913521360164E-4	 52270.636764848954	 53136.04665719623	 53136.04665719623	 53136.04665719623	 52371.87586743128	 175.10000000000002	 4.895080533262444E-4	 111681.05696801872	 115322.6773835133	 
-131.8	 0.0027845107163027173	 4.353976176444321E-4	 52189.96644909169	 53173.136309100846	 53173.136309100846	 53173.136309100846	 52291.54043407466	 175.2	 4.895357394831694E-4	 111502.47451004005	 115174.4389130362	 
-131.7	 0.0027928977967735086	 4.351656209752946E-4	 52139.8197528068	 53210.34822212674	 53210.34822212674	 53210.34822212674	 52241.707578136855	 175.3	 4.895629390627496E-4	 111324.31898792174	 115026.70687163675	 
-131.6	 0.0028012848772443	 4.3493314538097845E-4	 52119.82727983633	 53247.68272960959	 53247.68272960959	 53247.68272960959	 52222.00938585953	 175.39999999999998	 4.895896520633672E-4	 111146.5985280246	 114879.49504985809	 
