Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	T_Zone_1 [K]	T_mittel [K]	T_BurnAdiabat [K]	p_soll [bar]	p [bar]	dQh [J/s]	dQh [J/KW]	Qh [J]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	dmL [kg/s]	dmL [kg/KW]	mL [kg]	Hu Zone [J/kg]	Hu frischGemsich [J/kg]	Phi_Delay [°KW]	Alpha [W/(m^2K)]	pSchlepp [bar]	Brennraumfläche [m^2]	Zonenmasse [kg]	ZonenKontrollmasse [kg]	 cv[J/kg]	 cp [J/kg]	 kappa [-]	 U [J]	H_Massenbruch [kg]	O_Massenbruch [kg]	N_Massenbruch [kg]	H2_Massenbruch [kg]	OH_Massenbruch [kg]	CO_Massenbruch [kg]	NO_Massenbruch [kg]	O2_Massenbruch [kg]	H2O_Massenbruch [kg]	CO2_Massenbruch [kg]	N2_Massenbruch [kg]	RON_95_Massenbruch [kg]	AGR_intern_LWA_Massenbruch [kg]	AGR_extern_LWA_Massenbruch [kg]	feuchteLuft_LWA_Massenbruch [kg]
-62.5	 0.0056240512169356514	 1.884965651565961E-4	 526.0743820375928	 526.0743820375928	 1183.2883482831044	 3.8382863559341587	 3.838287435903797	 -729.0831815425151	 -0.06074668376891109	 1.466300420487853	 -208.31147103781763	 -0.017356361217657688	 1.8393159853054657	 0.0	 0.0	 0.0	 520.7717105046976	 0.04339032255125341	 0.37301556481761267	 0.0	 0.004984626292064904	 368.9977698495669	 1.8648072862540967E-5	 1.5537439537196774E-9	 6.022949700771435E-8	 3.4486713139756966	 759404.474159528	 0.0	 244.9762658729236	 4.098168706871745	 0.02014522639673122	 4.7724764267655106E-4	 4.77247642676551E-4	 755.3561891497285	 1043.527000654046	 1.3815032108609568	 9.198328998004556	 1.1180612286634094E-10	 2.3107558307596818E-7	 2.1420779966379484E-14	 3.2308896414682504E-9	 4.980264209783977E-6	 1.5098949288144397E-7	 1.2520588063778625E-4	 0.22714679569182863	 0.001669709782215852	 0.004563846451907473	 0.7664890416091554	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-61.0	 0.005749030132867554	 1.8256683179349934E-4	 532.6071713025701	 532.6071713025701	 1189.0248225440675	 4.012145551357498	 4.0121463682775	 221.97594669679984	 0.01849487545408267	 1.494042733668977	 786.6864036518706	 0.06554614260451902	 1.9376351992122443	 0.0	 0.0	 0.0	 564.7104569550708	 0.047051267150436345	 0.4435924655432672	 0.0	 0.005251075636587668	 368.9977698495669	 1.9054220555359028E-5	 1.5875838859574407E-9	 6.261087283665051E-8	 3.4486713139756966	 759404.474159528	 0.0	 253.04885752037865	 4.119852326988864	 0.019859456114172336	 4.7724528673234246E-4	 4.772452867323425E-4	 756.6755349556971	 1044.846346460015	 1.3808380186643539	 11.555341790354545	 1.1180612286634093E-10	 2.3107558307596818E-7	 2.1420779966379484E-14	 3.230889641468251E-9	 4.980264209783977E-6	 1.5098949288144397E-7	 1.2520588063778625E-4	 0.22714679569182863	 0.001669709782215852	 0.004563846451907473	 0.7664890416091554	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-59.5	 0.005874009048799458	 1.7668718501316809E-4	 539.3801626074074	 539.3801626074074	 1194.9770285000186	 4.198356351815166	 4.19835700159538	 259.5926420760817	 0.021629071327044863	 1.5264863406595446	 871.4249015998176	 0.07260649301200718	 2.0465449387302552	 0.0	 0.0	 0.0	 611.832259523736	 0.05097742168496232	 0.5200585980707106	 0.0	 0.005546225765983874	 368.9977698495669	 1.9465225195698322E-5	 1.6218284955524985E-9	 6.504361557997925E-8	 3.448671313975696	 759404.474159528	 0.0	 261.59189515601673	 4.142178571118961	 0.019576099642831073	 4.7724287972532265E-4	 4.7724287972532265E-4	 758.0629405963429	 1046.2337521006605	 1.3801410095019593	 14.003369670493594	 1.1180612286634092E-10	 2.3107558307596818E-7	 2.1420779966379484E-14	 3.2308896414682504E-9	 4.980264209783977E-6	 1.50989492881444E-7	 1.2520588063778625E-4	 0.22714679569182863	 0.001669709782215852	 0.004563846451907473	 0.7664890416091554	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-58.0	 0.0059989879647313615	 1.7086327916683133E-4	 546.1476292266345	 546.1476292266345	 1200.9294928291692	 4.395909121609216	 4.395907300620146	 -431.9203434462107	 -0.0359872908618952	 1.4725054043667016	 228.99197711979517	 0.019079446038356814	 2.0751641077877903	 0.0	 0.0	 0.0	 660.9123205660059	 0.05506673690025201	 0.6026587034210886	 0.0	 0.005623784958466805	 368.9977698495669	 1.988051756131852E-5	 1.6564303553191704E-9	 6.752826111295801E-8	 3.448671313975696	 759404.474159528	 0.0	 270.58701893465644	 4.165163312940621	 0.01929542948156183	 4.77240421086796E-4	 4.77240421086796E-4	 759.4685522180872	 1047.6393637224048	 1.3794374509157652	 16.453884671171288	 1.1180612286634092E-10	 2.3107558307596818E-7	 2.1420779966379484E-14	 3.2308896414682504E-9	 4.980264209783978E-6	 1.50989492881444E-7	 1.2520588063778625E-4	 0.22714679569182863	 0.001669709782215852	 0.004563846451907473	 0.7664890416091554	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-56.5	 0.006123966880663264	 1.6510076953678006E-4	 553.1474645854946	 553.1474645854946	 1207.0916960983154	 4.607622683165277	 4.607621047727321	 -453.87952426004006	 -0.03781691393713856	 1.4157800334609938	 259.65653697551477	 0.021634395003888012	 2.107615700293622	 0.0	 0.0	 0.0	 713.5360612355548	 0.05945130894102657	 0.6918356668326284	 0.0	 0.005711730185125117	 368.9977698495669	 2.0300959758678235E-5	 1.6914612953445335E-9	 7.006545305597481E-8	 3.4486713139756966	 759404.4741595278	 0.0	 280.11164847300483	 4.188822266948851	 0.019017718174089482	 4.772379102241363E-4	 4.772379102241363E-4	 760.942175795375	 1049.1129872996928	 1.3787026408453533	 18.993324600379673	 1.1180612286634092E-10	 2.3107558307596818E-7	 2.142077996637948E-14	 3.23088964146825E-9	 4.980264209783977E-6	 1.5098949288144397E-7	 1.2520588063778622E-4	 0.22714679569182863	 0.0016697097822158517	 0.004563846451907473	 0.7664890416091554	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-55.0	 0.006248945796595168	 1.594053032383084E-4	 560.3045580041929	 560.3045580041929	 1213.398115022233	 4.833968599412419	 4.8339703414307635	 -714.2154204156634	 -0.059507912656932144	 1.3265181644755955	 55.28541716368133	 0.004606341002639958	 2.114525211797582	 0.0	 0.0	 0.0	 769.5008375793448	 0.0641142536595721	 0.7880070473219866	 0.0	 0.0057304552617205035	 368.9977698495669	 2.0726476297258627E-5	 1.7269150258131158E-9	 7.265582559469449E-8	 3.4486713139756966	 759404.474159528	 0.0	 290.1846528643892	 4.213170849874742	 0.018743237870548678	 4.772353464991528E-4	 4.772353464991528E-4	 762.4690321754529	 1050.6398436797706	 1.3779442827758102	 21.594912208610925	 1.1180612286634092E-10	 2.3107558307596816E-7	 2.142077996637948E-14	 3.2308896414682504E-9	 4.980264209783978E-6	 1.50989492881444E-7	 1.2520588063778625E-4	 0.22714679569182866	 0.001669709782215852	 0.004563846451907473	 0.7664890416091553	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-53.500000000000014	 0.006373924712527071	 1.5378251009915848E-4	 567.6290554075423	 567.6290554075423	 1219.8581911046304	 5.07618890513324	 5.07619015545666	 -964.6515753024039	 -0.08037407208886485	 1.205957056342298	 -135.52800881980082	 -0.011292095747138763	 2.097587068176874	 0.0	 0.0	 0.0	 829.1235664826031	 0.0690819763417261	 0.8916300118345757	 0.0	 0.005684552156052376	 368.9977698495669	 2.115721170385229E-5	 1.762803588592825E-9	 7.530003097758372E-8	 3.4486713139756966	 759404.474159528	 0.0	 300.8438411587864	 4.238224013090832	 0.018472259887939043	 4.772327292683403E-4	 4.772327292683403E-4	 764.0519779507896	 1052.2227894551072	 1.3771612662756276	 24.262757254535092	 1.1180612286634092E-10	 2.3107558307596818E-7	 2.142077996637948E-14	 3.2308896414682504E-9	 4.980264209783977E-6	 1.5098949288144397E-7	 1.2520588063778622E-4	 0.2271467956918287	 0.0016697097822158517	 0.004563846451907473	 0.7664890416091553	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-52.0	 0.006498903628458974	 1.4823799354304857E-4	 575.4465883767994	 575.4465883767994	 1226.7599453716211	 5.338548858908986	 5.338549460437738	 -289.8070671958608	 -0.0241465153916953	 1.1697372832547552	 605.009561579046	 0.05040895942305687	 2.173200507311459	 0.0	 0.0	 0.0	 894.8166287749068	 0.07455547481475218	 1.0034632240567039	 0.0	 0.005889467863714813	 368.9977698495669	 2.159336112933981E-5	 1.7991432435139933E-9	 7.799874584285472E-8	 3.4486713139756966	 759404.474159528	 0.0	 312.19800242194515	 4.263996040885371	 0.01820505427077712	 4.7723005786356597E-4	 4.7723005786356597E-4	 765.7634036987206	 1053.9342152030383	 1.3763183381608748	 27.116302858079255	 1.1180612286634092E-10	 2.3107558307596816E-7	 2.1420779966379477E-14	 3.2308896414682504E-9	 4.980264209783977E-6	 1.5098949288144397E-7	 1.2520588063778622E-4	 0.22714679569182866	 0.001669709782215852	 0.004563846451907473	 0.7664890416091553	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-50.5	 0.006623882544390878	 1.4277732150294608E-4	 583.447456013029	 583.447456013029	 1233.8311576462274	 5.619761275384959	 5.619760641233563	 -540.8676663357153	 -0.04506470306750408	 1.1021402286534991	 424.1102173519791	 0.03533655680019617	 2.2262053425117534	 0.0	 0.0	 0.0	 964.9778836876944	 0.08040125986770026	 1.1240651138582543	 0.0	 0.006033113271712545	 368.9977698495669	 2.203459523877643E-5	 1.8359065506270383E-9	 8.075260566879528E-8	 3.4486713139756966	 759404.474159528	 0.0	 324.22394332702027	 4.2905003086869975	 0.01794188935318182	 4.7722733163192384E-4	 4.7722733163192384E-4	 767.5374953414727	 1055.7083068457905	 1.3754485132691951	 30.043390678209363	 1.1180612286634093E-10	 2.3107558307596818E-7	 2.142077996637948E-14	 3.230889641468251E-9	 4.980264209783978E-6	 1.5098949288144397E-7	 1.2520588063778622E-4	 0.2271467956918287	 0.001669709782215852	 0.004563846451907474	 0.7664890416091553	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-49.000000000000014	 0.006748861460322781	 1.3740601738871286E-4	 591.574233638421	 591.574233638421	 1241.0216736382686	 5.920742012227062	 5.9207437390365225	 -977.3038554612762	 -0.08142825092774658	 0.9799978522618791	 62.25685378014496	 0.005187196063182358	 2.233986136606527	 0.0	 0.0	 0.0	 1039.5607092414211	 0.08661544699092893	 1.2539882843446477	 0.0	 0.006054199562011658	 368.9977698495669	 2.248101409771912E-5	 1.8731018473218483E-9	 8.356225843977805E-8	 3.4486713139756966	 759404.474159528	 0.0	 336.9520084362319	 4.3177489944250915	 0.01768303132358022	 4.7722454993199274E-4	 4.7722454993199274E-4	 769.361846640478	 1057.5326581447957	 1.374558229996268	 33.023485110569396	 1.1180612286634093E-10	 2.3107558307596818E-7	 2.142077996637948E-14	 3.230889641468251E-9	 4.980264209783978E-6	 1.5098949288144397E-7	 1.2520588063778625E-4	 0.2271467956918287	 0.0016697097822158521	 0.004563846451907474	 0.7664890416091553	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-47.5	 0.0068738403762546845	 1.3212955113263888E-4	 599.9385330617454	 599.9385330617454	 1248.4308772576765	 6.244201604446741	 6.244202537328077	 -1103.2612524534861	 -0.09192293021420711	 0.8421134569405686	 16.44629306413929	 0.0013702932521696732	 2.2360415764847814	 0.0	 0.0	 0.0	 1119.7075455176255	 0.09329322346637678	 1.3939281195442128	 0.0	 0.006059769893450498	 368.9977698495669	 2.293259569110308E-5	 1.910727299319134E-9	 8.642834938875675E-8	 3.4486713139756966	 759404.4741595278	 0.0	 350.4531498177445	 4.345752735222209	 0.017428743793167015	 4.7722171211566033E-4	 4.7722171211566033E-4	 771.2619492084757	 1059.4327607127934	 1.373635457836419	 36.09807780649132	 1.1180612286634094E-10	 2.3107558307596823E-7	 2.1420779966379484E-14	 3.2308896414682512E-9	 4.980264209783978E-6	 1.5098949288144394E-7	 1.2520588063778628E-4	 0.22714679569182872	 0.0016697097822158521	 0.004563846451907474	 0.7664890416091553	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-46.0	 0.006998819292186588	 1.26953330335195E-4	 608.5513828997952	 608.5513828997952	 1256.0694259856741	 6.592051981105783	 6.592053229912492	 -1213.0113216162385	 -0.10106722665914858	 0.6905126169518456	 -7.064025892896745	 -5.885695321394206E-4	 2.235158722186572	 0.0	 0.0	 0.0	 1205.9472957233418	 0.10047865712700915	 1.5446461052347265	 0.0	 0.0060573773199166	 368.9977698495669	 2.3389241031090295E-5	 1.9487746590237724E-9	 8.935151137729241E-8	 3.4486713139756966	 759404.4741595278	 0.0	 364.7792280913847	 4.374520220543596	 0.017179287369193816	 4.7721881754339616E-4	 4.7721881754339616E-4	 773.2411026648622	 1061.41191416918	 1.372679117174681	 39.271970260493504	 1.1180612286634094E-10	 2.3107558307596826E-7	 2.142077996637948E-14	 3.230889641468251E-9	 4.980264209783978E-6	 1.5098949288144397E-7	 1.2520588063778628E-4	 0.22714679569182872	 0.0016697097822158521	 0.004563846451907474	 0.7664890416091553	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-44.500000000000014	 0.007123798208118491	 1.2188269153209325E-4	 617.4479148916466	 617.4479148916466	 1263.969472540763	 6.966635609938731	 6.966636579245119	 -1233.7564402298392	 -0.10279569494928628	 0.536319074527916	 65.283999184818	 0.005439415630545211	 2.2433178456323897	 0.0	 0.0	 0.0	 1299.0404394146572	 0.1082351105798315	 1.7069987711044736	 0.0	 0.00607948889920648	 368.9977698495669	 2.3850741265833942E-5	 1.987226525050826E-9	 9.233235116486865E-8	 3.4486713139756966	 759404.474159528	 0.0	 379.9906880030684	 4.404057711795593	 0.016934919234104576	 4.772158655946059E-4	 4.7721586559460594E-4	 775.3081831112639	 1063.4789946155815	 1.371685502335221	 42.558953666569614	 1.1180612286634093E-10	 2.3107558307596826E-7	 2.142077996637948E-14	 3.230889641468251E-9	 4.980264209783978E-6	 1.5098949288144394E-7	 1.2520588063778628E-4	 0.22714679569182872	 0.001669709782215852	 0.004563846451907474	 0.7664890416091553	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-43.0	 0.007248777124050395	 1.169228916024625E-4	 626.7258778600963	 626.7258778600963	 1272.2190636921223	 7.3712349055909065	 7.371234107491388	 -978.9729728252955	 -0.08156732058022542	 0.41396809365757803	 421.3402631249289	 0.03510576621587769	 2.2959764949562063	 0.0	 0.0	 0.0	 1400.3132359502245	 0.11667308679610311	 1.8820084012986282	 0.0	 0.006222196128427092	 368.9977698495669	 2.4316611074243123E-5	 2.026042460797748E-9	 9.537141485606526E-8	 3.4486713139756966	 759404.474159528	 0.0	 396.16693241694486	 4.4343684772073315	 0.01669589273147177	 4.772128556913975E-4	 4.7721285569139743E-4	 777.4869987433107	 1065.6578102476283	 1.3706438975443986	 45.99622622545709	 1.1180612286634094E-10	 2.310755830759683E-7	 2.142077996637948E-14	 3.230889641468251E-9	 4.980264209783978E-6	 1.5098949288144394E-7	 1.2520588063778628E-4	 0.22714679569182872	 0.001669709782215852	 0.004563846451907474	 0.7664890416091553	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-41.5	 0.007373756039982298	 1.1207909933665222E-4	 635.9262542339193	 635.9262542339193	 1280.4109222428078	 7.8026361417465155	 7.802637934028431	 -2088.8755612914656	 -0.17404360211123568	 0.15290269049072425	 -582.1314576127189	 -0.04850277233486424	 2.22322233645391	 0.0	 0.0	 0.0	 1506.7441036787468	 0.12554082977637146	 2.0703196459631856	 0.0	 0.006025029195597235	 368.9977698495669	 2.4787874065890262E-5	 2.0653077526743377E-9	 9.846937648507677E-8	 3.4486713139756966	 759404.474159528	 0.0	 413.24733993689705	 4.46545212970872	 0.01646245695962549	 4.7720978722763977E-4	 4.772097872276398E-4	 779.6693236477711	 1067.8401351520888	 1.3696064507913148	 49.414277778375656	 1.1180612286634094E-10	 2.3107558307596831E-7	 2.142077996637948E-14	 3.230889641468251E-9	 4.980264209783978E-6	 1.5098949288144394E-7	 1.2520588063778628E-4	 0.2271467956918287	 0.0016697097822158521	 0.004563846451907474	 0.7664890416091553	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-40.000000000000014	 0.007498734955914201	 1.0735638718086194E-4	 645.4394706446025	 645.4394706446025	 1288.89308674699	 8.267687175156123	 8.267688738540432	 -2040.1222975762942	 -0.16998151541305948	 -0.1020695826288649	 -418.16301937104623	 -0.03484104056253658	 2.170960775610105	 0.0	 0.0	 0.0	 1621.959278205248	 0.1351404748505229	 2.27303035823897	 0.0	 0.005883398093422524	 368.9977698495669	 2.526328663297279E-5	 2.1049187841772565E-9	 1.0162675466134266E-7	 3.4486713139756966	 759404.474159528	 0.0	 431.386446235773	 4.497303854525317	 0.01623485637380427	 4.7720665960247614E-4	 4.772066596024762E-4	 781.9469025811485	 1070.117714085466	 1.3685298970468294	 52.95863557566288	 1.1180612286634094E-10	 2.3107558307596834E-7	 2.142077996637948E-14	 3.230889641468251E-9	 4.980264209783978E-6	 1.5098949288144394E-7	 1.2520588063778625E-4	 0.22714679569182872	 0.001669709782215852	 0.004563846451907473	 0.7664890416091553	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-38.5	 0.007623713871846105	 1.027597231744906E-4	 655.2125766092807	 655.2125766092807	 1297.6195848965874	 8.76824754311951	 8.768249199207697	 -2147.791852556341	 -0.17895246491991063	 -0.37049828000873086	 -401.5693380583081	 -0.03345846702801292	 2.1207730750680858	 0.0	 0.0	 0.0	 1746.2225144980328	 0.14549399789189768	 2.4912713550768166	 0.0	 0.0057473872428353235	 368.9977698495669	 2.5742603033963603E-5	 2.144855080300065E-9	 1.0484403728179276E-7	 3.4486713139756966	 759404.474159528	 0.0	 450.6289871964742	 4.529913512482843	 0.016013330397593603	 4.772034723124054E-4	 4.772034723124053E-4	 784.3071235282512	 1072.477935032569	 1.3674208774337846	 56.61059071072509	 1.1180612286634093E-10	 2.3107558307596834E-7	 2.142077996637948E-14	 3.230889641468251E-9	 4.980264209783978E-6	 1.5098949288144394E-7	 1.2520588063778625E-4	 0.22714679569182872	 0.0016697097822158521	 0.004563846451907473	 0.7664890416091553	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-37.0	 0.007748692787778008	 9.829396309481523E-5	 664.0626427235164	 664.0626427235164	 1305.533503653313	 9.295597484080611	 9.29559609720821	 2068.8770506878236	 0.17237734066090513	 -0.11193226901737319	 3934.8898706029076	 0.3278521802262526	 2.6125513454074647	 0.0	 0.0	 0.0	 1866.012819915084	 0.1554748395653475	 2.724483614424838	 0.0	 0.007080127737553943	 368.9977698495669	 2.6205810082079132E-5	 2.183449156783729E-9	 1.0811921101696835E-7	 80399.62984527463	 759404.474159528	 0.0	 470.9097130275225	 4.563264604744474	 0.015798113044356236	 4.7809590805801447E-4	 4.7809590805801447E-4	 789.9392446451493	 1077.732104051749	 1.364322777172414	 59.469956037023216	 1.1159666178826383E-10	 2.306426788708359E-7	 2.1380649609025316E-14	 3.2248367920347805E-9	 4.9709340274670624E-6	 1.5070662445575787E-7	 1.2497131603552973E-4	 0.22672125179952998	 0.0016665816958276233	 0.004555296399607228	 0.7650530771299856	 0.0018734660392283244	 0.0	 0.0	 0.0	 
-35.5	 0.007873671703709912	 9.396384282233798E-5	 670.7580370427055	 670.7580370427055	 1311.528716623131	 9.828569809938736	 9.828568492639928	 -3342.808172048883	 -0.2785203610073179	 -0.5297128105283502	 -1360.2239033443348	 -0.11333287257642471	 2.4425520365428275	 0.0	 0.0	 0.0	 1982.5842687045483	 0.16518748843089323	 2.9722648470711777	 0.0	 0.006619422219106114	 368.9977698495669	 2.6680352378220314E-5	 2.22298767794077E-9	 1.114536925338795E-7	 176478.90269436393	 759404.474159528	 0.0	 491.7442580059181	 4.597333085159973	 0.015589432549297092	 4.791674217956933E-4	 4.791674217956933E-4	 795.8010046618434	 1083.1421838743063	 1.3610716467172113	 61.47136623495736	 1.1134634059417266E-10	 2.301253269191004E-7	 2.1332690918731064E-14	 3.2176031975562747E-9	 4.959783782275456E-6	 1.5036857615228094E-7	 1.2469099430765843E-4	 0.22621269595595128	 0.0016628434055108254	 0.0045450784664189375	 0.7633369953337968	 0.004112352237358345	 0.0	 0.0	 0.0	 
-34.0	 0.007998650619641815	 8.977397093892696E-5	 678.4999255105265	 678.4999255105266	 1318.4680932906767	 10.412965671723635	 10.412964590544231	 -575.2294331091507	 -0.047927700641403316	 -0.6016043614904554	 1536.0565798626913	 0.12798312410753754	 2.6345267227041336	 0.0	 0.0	 0.0	 2111.286012971842	 0.17591082474894085	 3.236131084194589	 0.0	 0.00713968196549854	 368.9977698495669	 2.714901839819952E-5	 2.2620365920148503E-9	 1.1484674742190178E-7	 272128.77568630205	 759404.474159528	 0.0	 514.0456025392183	 4.632086007946984	 0.015387511012747164	 4.802388767091118E-4	 4.802388767091118E-4	 801.995278888375	 1088.8867965669706	 1.3577222026496822	 63.91950294348458	 1.1109713814173927E-10	 2.2961028712947416E-7	 2.1284946566598942E-14	 3.2104019316367147E-9	 4.948683370034812E-6	 1.500320386626239E-7	 1.2441192540057076E-4	 0.22570641296269825	 0.0016591218224533606	 0.0045349061994697975	 0.7616285830927189	 0.00634123235004302	 0.0	 0.0	 0.0	 
-32.500000000000014	 0.008123629535573718	 8.572882156968796E-5	 686.8292091418098	 686.8292091418097	 1325.9429508120745	 11.045531356391814	 11.04552985040288	 867.1550160230217	 0.07225072923164637	 -0.4932282676429858	 3120.686229065418	 0.2600133212481436	 3.0245467045763488	 0.0	 0.0	 0.0	 2253.5312130423963	 0.18776259201649723	 3.5177749722193346	 0.0	 0.008196653074107729	 368.9977698495669	 2.7614405248525252E-5	 2.300812288043299E-9	 1.1829796585396673E-7	 367352.1311452363	 759404.4741595278	 0.0	 537.7410762432016	 4.66748000152244	 0.015192564055193477	 4.813102732407063E-4	 4.813102732407063E-4	 808.4157834407306	 1094.859644695577	 1.3543273982550184	 66.64827051442116	 1.1084904692146862E-10	 2.2909754398168963E-7	 2.1237415113895215E-14	 3.2032327772723346E-9	 4.93763245624405E-6	 1.4969700184552771E-7	 1.2413410090477258E-4	 0.2252023875633816	 0.001655416834508622	 0.0045247792922275595	 0.7599277889252634	 0.00856017354260907	 0.0	 0.0	 0.0	 
-31.0	 0.008248608451505622	 8.183272747837653E-5	 696.8854281057799	 696.8854281057799	 1334.9796782200885	 11.748662514744225	 11.748661652820626	 5944.974419674281	 0.4953309721425253	 0.2497681905708018	 8367.083865188812	 0.6971393806550784	 4.070255775558966	 0.0	 0.0	 0.0	 2422.1094455145308	 0.20180840851255308	 3.820487584988164	 0.0	 0.011030570123007325	 368.9977698495669	 2.806747241179603E-5	 2.338561516649915E-9	 1.218058081289416E-7	 462151.82549315423	 759404.474159528	 0.0	 563.2505511555065	 4.703459564553985	 0.015004800484527866	 4.8238161235379033E-4	 4.8238161235379033E-4	 815.3807401490753	 1101.3789366619076	 1.3507541721681378	 70.11335731810621	 1.1060205949135015E-10	 2.2858708209495302E-7	 2.1190095134815415E-14	 3.1960955194094837E-9	 4.926630709408091E-6	 1.493634556508684E-7	 1.2385751248634213E-4	 0.22470060463871444	 0.0016517283305378136	 0.004514697440914646	 0.7582345618125825	 0.010769242376798415	 0.0	 0.0	 0.0	 
-29.5	 0.008373587367437525	 7.808987342509373E-5	 703.6232672889288	 703.6232672889289	 1341.043529542763	 12.439092415888389	 12.439091480346642	 -4705.750983090025	 -0.39207977100805325	 -0.33835146594127785	 -2140.0594536839385	 -0.17830820703416	 3.802793465007726	 0.0	 0.0	 0.0	 2565.6915294060864	 0.2137715639738932	 4.141144930949004	 0.0	 0.010305735632380785	 368.9977698495669	 2.8539362888566523E-5	 2.377879090133492E-9	 1.2537262676414184E-7	 556530.6895186196	 759404.474159528	 0.0	 588.9660377573125	 4.73995518843788	 0.014824421975935923	 4.8345289368624794E-4	 4.834528936862479E-4	 821.5089436538362	 1107.063453798513	 1.3475975670753042	 72.33201294861	 1.1035616847615761E-10	 2.2807888622649703E-7	 2.1142985216350166E-14	 3.188989944924395E-9	 4.91567780100669E-6	 1.4903139011871142E-7	 1.235821518861458E-4	 0.22420104920508968	 0.0016480562003994958	 0.004504660344479562	 0.7565488511936699	 0.012968504817030413	 0.0	 0.0	 0.0	 
-28.000000000000014	 0.008498566283369428	 7.450428979398767E-5	 711.5248746776908	 711.5248746776908	 1348.1621801454962	 13.192920576529117	 13.192919291942209	 -1163.1987233312157	 -0.09691687697020622	 -0.48372678139658687	 1567.1542411341825	 0.1305741587700232	 3.9986547031627606	 0.0	 0.0	 0.0	 2730.352964465398	 0.2274910357402294	 4.4823814845593475	 0.0	 0.010836528103660174	 368.9977698495669	 2.900052546927099E-5	 2.4163028230700277E-9	 1.2899708099874687E-7	 650491.529015278	 759404.474159528	 0.0	 616.3350919807672	 4.776881322283647	 0.014651622764798283	 4.8452411668972896E-4	 4.845241166897289E-4	 828.0160014167797	 1113.1287903767864	 1.344332462744879	 75.06329962204595	 1.1011136656578561E-10	 2.275729412681432E-7	 2.1096083957966523E-14	 3.1819158425751164E-9	 4.904773405420325E-6	 1.487007953770651E-7	 1.233080109179756E-4	 0.22370370641120071	 0.0016444003349247412	 0.004494667704529003	 0.7548706069539567	 0.015158026245280619	 0.0	 0.0	 0.0	 
-26.5	 0.008623545199301332	 7.107984649774873E-5	 719.9657270622149	 719.965727062215	 1355.7760417687296	 14.001874072638962	 14.001872213509792	 533.935792637828	 0.04448714436074486	 -0.4169960648554696	 3444.5909187144453	 0.28700082589987364	 4.429155942012571	 0.0	 0.0	 0.0	 2910.6551260766173	 0.24251368153912875	 4.84615200686804	 0.0	 0.012003205178769101	 368.9977698495669	 2.945268853842858E-5	 2.4539767232085328E-9	 1.3267804608355967E-7	 744037.1247175619	 759404.474159528	 0.0	 645.164485483152	 4.814134213024346	 0.014486589352931345	 4.8559528260134355E-4	 4.8559528260134355E-4	 834.7362790040655	 1119.409298890322	 1.3410334821267182	 78.06862916947559	 1.0986764651541694E-10	 2.270692322466474E-7	 2.1049389971640004E-14	 3.1748730030063424E-9	 4.893917199937654E-6	 1.4837166164210684E-7	 1.2303508146873626E-4	 0.22320856153838128	 0.0016407606259196347	 0.004484719225334679	 0.7531997794264577	 0.017337871459582523	 0.0	 0.0	 0.0	 
-25.0	 0.008748524115233235	 6.782024716479755E-5	 729.7001667908168	 729.7001667908168	 1364.568562644161	 14.874799884995943	 14.874801069568543	 -4278.831245677608	 -0.35650912702689547	 -0.9517597553958126	 -1157.197034718173	 -0.09641682061246026	 4.284530711093881	 0.0	 0.0	 0.0	 3121.634210959435	 0.26009230641443515	 5.236290466489693	 0.0	 0.011611264514798015	 368.9977698495669	 2.9925957541274806E-5	 2.4934091544884624E-9	 1.3641815981529236E-7	 759587.8705287351	 759404.474159528	 0.0	 675.4180702710923	 4.851589675384113	 0.01432950022845177	 4.8577070878361725E-4	 4.8577070878361725E-4	 838.2682393593259	 1122.8681533229553	 1.3395093606088957	 81.9610760249699	 1.0982713120816046E-10	 2.269854971344033E-7	 2.104162770013141E-14	 3.1737022219866635E-9	 4.892112496138747E-6	 1.483169474141222E-7	 1.2298971047657316E-4	 0.22312625010512657	 0.0016401555713562415	 0.004483065419294991	 0.7529220259525568	 0.017700242542697923	 0.0	 0.0	 0.0	 
