Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	p [bar]	dQh [J/s]	dQh [J/KW]	Qh [J]	dQb [J/s]	dQb [J/KW]	Qb [J]	T_mittel [K]	 kappa [-]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Alpha [W/(m^2K)]	dmL [kg/s]	dmL [kg/KW]	mL [kg]
59.0	 0.015747343407419824	 1.7198066280573474E-4	 8.416111667592128	 4289.310023716025	 0.35738221123991704	 324.0318767734033	 4509.071475	 0.3756925765366457	 328.2483301544794	 1047.3507514033467	 1.3107340143767598	 219.76145128397476	 0.01831036529672864	 4.216453381076055	 3.8828170847812364E-4	 0.8895672466755009	 350.4891980412788	 1.917232613658876E-5	 1.5974243576291734E-9	 3.2306080570284474E-7	 
60.49999999999997	 0.015872322323351725	 1.7779708445823895E-4	 8.065449733504103	 3718.977521878699	 0.30986251937301085	 324.49667055246283	 3931.327468	 0.3275553634159697	 328.73966319960334	 1037.6631485362793	 1.3113477572491206	 212.34994612130086	 0.017692844042958848	 4.242992647140493	 3.8828170847812364E-4	 0.8908987805905277	 339.3406742930603	 1.891283378568103E-5	 1.575803642489794E-9	 3.254245111665794E-7	 
62.0	 0.01599730123928363	 1.836673953612336E-4	 7.73719754322092	 4249.303018646266	 0.3540488564910499	 325.0277438371994	 4454.722595	 0.3711642671336369	 329.2964096003038	 1028.3028080676238	 1.3119484010849525	 205.41957635373475	 0.017115410642587082	 4.268665763104374	 3.8828170847812364E-4	 0.8924075875432835	 328.79688797829914	 1.8657805434283147E-5	 1.5545548645633887E-9	 3.277563434634245E-7	 
63.5	 0.016122280155215534	 1.8958599230073432E-4	 7.430320266396964	 3866.353555434613	 0.3221417839784521	 325.51095651316706	 4065.3089225000003	 0.3387186013748961	 329.8044875023661	 1019.344819938457	 1.3125303586595094	 198.95536706538712	 0.016576817396443996	 4.29353098919904	 3.8828170847812364E-4	 0.8937845007486654	 318.83081310502087	 1.8407167516394858E-5	 1.5336718943839837E-9	 3.300568513050005E-7	 
64.99999999999997	 0.016247259071147435	 1.9554728669674725E-4	 7.142575873933528	 5274.435294014512	 0.4394621367992691	 326.17014971836596	 5467.2655659999255	 0.4555286157003298	 330.4877804259166	 1010.6855148495366	 1.3130996391741367	 192.83027198541356	 0.016066478901060707	 4.317630707550631	 3.8828170847812364E-4	 0.8956362542804795	 309.39511232873167	 1.816131891288716E-5	 1.513187966417474E-9	 3.323266332546267E-7	 
66.5	 0.01637223798707934	 2.0154571336934073E-4	 6.873120881298583	 3935.3227900442917	 0.3278882507612326	 326.6619820945078	 4122.460881	 0.3434804612527062	 331.00300111779563	 1002.3951322260602	 1.3136509485381664	 187.13809095570815	 0.015592210491473557	 4.341019023287841	 3.8828170847812364E-4	 0.8970325247568272	 300.46665009914113	 1.791974082090716E-5	 1.4930598543851021E-9	 3.345662230362044E-7	 
68.0	 0.016497216903011244	 2.07575739179131E-4	 6.61935376794695	 3940.727770895385	 0.3283385898595009	 327.154489979297	 4122.460881	 0.3434804612527062	 331.5182218096747	 994.2728405949415	 1.3141868382890223	 181.73311010461475	 0.015141871393205324	 4.363731830377649	 3.8828170847812364E-4	 0.8984287952331748	 291.99185060342626	 1.7682733933271285E-5	 1.473312611795018E-9	 3.3677619195389693E-7	 
69.49999999999997	 0.016622195818943145	 2.1363187151411466E-4	 6.3817063593840695	 3686.216099541276	 0.30713286134093193	 327.6151892713084	 3862.918318500047	 0.3218555625197513	 332.0010051534543	 986.5479917616507	 1.3147079550660414	 176.702218958771	 0.014722701178819348	 4.385815882145878	 3.8828170847812364E-4	 0.8997371590858246	 283.97053992165786	 1.7450108133342586E-5	 1.4539303982664307E-9	 3.3895708755129656E-7	 
71.0	 0.01674717473487505	 2.197086665948021E-4	 6.1569829026161225	 5075.750069800919	 0.4229078275100011	 328.2495510125734	 5247.532416	 0.43722060844613453	 332.6568360661235	 978.8867011936456	 1.315241127437285	 171.78234619908142	 0.014312780936133411	 4.407285053550078	 3.8828170847812364E-4	 0.9015144893741258	 276.338654273012	 1.722260090032741E-5	 1.4349746600338283E-9	 3.411095495413473E-7	 
72.5	 0.016872153650806954	 2.2580073756979952E-4	 5.9466838049849375	 3781.9391661773834	 0.3151084380728373	 328.7222136696827	 3949.246017	 0.32904832396869815	 333.15040855207656	 971.6713736827862	 1.3157578575922264	 167.30685082261635	 0.013939885895860845	 4.4281948823938695	 3.8828170847812364E-4	 0.9028520922711685	 269.1160971378597	 1.6999095242603698E-5	 1.416352330162524E-9	 3.432340780365911E-7	 
73.99999999999997	 0.016997132566738855	 2.3190276237441913E-4	 5.748188066692563	 4105.168061475198	 0.34203963602762893	 329.23527312372414	 4268.196894999986	 0.3556230806140095	 333.68384317299757	 964.623823634267	 1.3162759788924552	 163.02883352478852	 0.013583444586380543	 4.448570049273441	 3.8828170847812364E-4	 0.9042977232871459	 262.2492827788083	 1.678018154435838E-5	 1.3981125990362947E-9	 3.4533124693514555E-7	 
75.5	 0.01712211148267076	 2.380094913255018E-4	 5.56236991928739	 4822.493369509563	 0.40180666227339806	 329.83798311713423	 4981.555241	 0.41505958245004776	 334.3064325466726	 958.0255698943181	 1.3167728581950997	 159.06187149043686	 0.013252920176649682	 4.468449429538415	 3.8828170847812364E-4	 0.9059849675594591	 255.74813788417396	 1.6565498795111312E-5	 1.380225387522842E-9	 3.474015850164298E-7	 
77.0	 0.017247090398602664	 2.4411575442647514E-4	 5.386592835500542	 2915.5540086682768	 0.2429218528961843	 330.20236589647845	 3070.830556	 0.25585938259962937	 334.69022162057206	 951.556880844703	 1.3172708508665423	 155.2765473317229	 0.012937529703445073	 4.487855724093583	 3.8828170847812364E-4	 0.9070250526365475	 249.55872150609804	 1.6355234602808878E-5	 1.3627063269806718E-9	 3.4944564450690086E-7	 
78.49999999999997	 0.017372069314534565	 2.502164683577167E-4	 5.220495728258319	 4517.315387168063	 0.3763794533405139	 330.76693507648923	 4668.980623	 0.38901609117973523	 335.27374575734166	 945.2664592168409	 1.3177652619410392	 151.665235831937	 0.012636637839221301	 4.506810680852415	 3.8828170847812364E-4	 0.9086064284183238	 243.66874472820948	 1.6149282138622626E-5	 1.3455465165090037E-9	 3.514639642816644E-7	 
80.0	 0.01749704823046647	 2.563066431285417E-4	 5.063707203601089	 2834.929110619755	 0.23620424465936798	 331.12124144347825	 2983.179791	 0.24855638420609472	 335.6465803336508	 939.1973439636082	 1.3182515958354095	 148.25068038024492	 0.012352139546726737	 4.525338890172505	 3.8828170847812364E-4	 0.9096168263306503	 238.066132905289	 1.5947520511769677E-5	 1.328735883575178E-9	 3.5345706810702716E-7	 
81.5	 0.017622027146398375	 2.6238138836859125E-4	 4.916041308227306	 4470.173561707971	 0.37245163051314506	 331.679918889248	 4615.230971	 0.3845377090206172	 336.2233868971817	 933.423494990906	 1.318722620760389	 145.05740929202895	 0.012086078507472123	 4.543468007933713	 3.8828170847812364E-4	 0.9111799971968755	 232.74267892722932	 1.5749883264033614E-5	 1.3122688909286325E-9	 3.554254714434201E-7	 
82.99999999999997	 0.017747006062330276	 2.684359192380585E-4	 4.775898593893987	 3267.9577692183316	 0.27228387953876554	 332.0883447085561	 3409.9067100000266	 0.28411096269648434	 336.6495533412264	 927.7429304997096	 1.319193852768485	 141.94894078169511	 0.011827083157718802	 4.561208632670291	 3.8828170847812364E-4	 0.9123349267895895	 227.6636326446816	 1.5556365748717376E-5	 1.2961451514099265E-9	 3.5736968917053496E-7	 
84.5	 0.01787198497826218	 2.7446556193800714E-4	 4.64446331492388	 4651.3398606350465	 0.38754627560867905	 332.6696641219691	 4790.475763000027	 0.39913897843853396	 337.2482618088842	 922.4802012207298	 1.3196372328888497	 139.13590236497984	 0.011592702829854886	 4.5785976869150735	 3.8828170847812364E-4	 0.9139574527682746	 222.84732189816165	 1.5366900951502688E-5	 1.2803590814344935E-9	 3.592902277926867E-7	 
86.0	 0.017996963894194085	 2.8046575880405814E-4	 4.517920482518151	 473.96073951589494	 0.039490066279319856	 332.72889922138813	 610.2436456	 0.05084505952094709	 337.3245293981656	 916.9671859092076	 1.320108612999735	 136.28290608410506	 0.011354993241627233	 4.595630176777514	 3.8828170847812364E-4	 0.9141641412512769	 218.21652751036788	 1.5181343841440957E-5	 1.2648985971285122E-9	 3.6118757568837945E-7	 
87.49999999999997	 0.018121942810125986	 2.8643207296886065E-4	 4.399101072677033	 4331.780865632768	 0.36092085109423017	 333.2702804980295	 4465.469189500048	 0.37205966562068743	 337.8826188965967	 911.848394559609	 1.3205525214659906	 133.6883238672795	 0.011138814526457198	 4.6123383985672	 3.8828170847812364E-4	 0.9156765880572795	 213.82175079351921	 1.4999784706394605E-5	 1.2497712212114275E-9	 3.6306223252019657E-7	 
89.0	 0.01824692172605789	 2.923601925810524E-4	 4.286275440707582	 3194.683354330363	 0.26617870824660367	 333.6695485603994	 3325.775109	 0.27710117850408517	 338.2982706643528	 906.8532908136816	 1.3209914031374832	 131.09175466963742	 0.010922470257481545	 4.6287221039534225	 3.8828170847812364E-4	 0.9168030224200822	 209.62604271519916	 1.4821907450007904E-5	 1.2349506167633267E-9	 3.6491465844534156E-7	 
90.5	 0.018371900641989795	 2.982459345708046E-4	 4.180717435083037	 4233.3214390644325	 0.3527172828303719	 334.1986244846449	 4362.163764	 0.36345233222810075	 338.8434491626949	 902.3306580136605	 1.3213935576594884	 128.8423249355676	 0.010735049397728853	 4.644824678050016	 3.8828170847812364E-4	 0.9182804798544845	 205.65107216431787	 1.4648237389153613E-5	 1.2204805528063954E-9	 3.6674537927455116E-7	 
91.99999999999997	 0.018496879557921696	 3.0408524795452817E-4	 4.079443857181533	 3269.4316336732904	 0.2724066808599731	 334.60723450593485	 3395.960464	 0.2829489715588823	 339.26787262003324	 897.7146357410287	 1.3218086388248662	 126.52883032670921	 0.010542290698909237	 4.66063811409838	 3.8828170847812364E-4	 0.9194306858774405	 201.83515289200622	 1.447799753291942E-5	 1.2062962910193604E-9	 3.685548237110802E-7	 
93.5	 0.0186218584738536	 3.0987421667384745E-4	 3.9845961509755576	 4138.00791634347	 0.3447758290014941	 335.1243982494371	 4262.513468000041	 0.3551495415838553	 339.800596932409	 893.5386764672706	 1.3221881167980136	 124.50555165657082	 0.01037371258236121	 4.676198682971922	 3.8828170847812364E-4	 0.9208743919263767	 198.21753136217322	 1.4311977486863643E-5	 1.1924636207666833E-9	 3.7034351914223025E-7	 
95.0	 0.018746837389785505	 3.156090619665195E-4	 3.8928904770644817	 2097.9957752351606	 0.1748034917457357	 335.38660348705565	 2220.376695	 0.18500018153437495	 340.07809720471056	 889.1332330400603	 1.3225924781891638	 122.38091976483946	 0.010196689788639255	 4.691493717654881	 3.8828170847812364E-4	 0.9216264297297886	 194.7301175868131	 1.4149054040374865E-5	 1.1788889569519786E-9	 3.721118525776582E-7	 
96.49999999999997	 0.018871816305717406	 3.212861442695557E-4	 3.8071408744662736	 4278.168659676525	 0.35645392084014405	 335.92128436831587	 4398.702798500037	 0.36649673817544276	 340.6278423119737	 885.1924679658702	 1.3229576477827085	 120.53413882351168	 0.01004281733529869	 4.706557943657828	 3.8828170847812364E-4	 0.9231162628729191	 191.42631399461257	 1.3990399747039044E-5	 1.1656699958926098E-9	 3.738603575714971E-7	 
98.0	 0.01899679522164931	 3.269019646573473E-4	 3.725196459341801	 3401.052780686878	 0.28337325970495436	 336.3463442578733	 3519.701903	 0.29325901882693156	 341.0677308402141	 881.2822712241484	 1.3233231714121456	 118.64912231312192	 0.00988575912197719	 4.721386582340794	 3.8828170847812364E-4	 0.9243083799104278	 188.26056721526558	 1.3834869253919892E-5	 1.152711307609686E-9	 3.7558942453291164E-7	 
99.5	 0.019121774137581215	 3.324531658201102E-4	 3.6477596014306233	 3409.8252597865276	 0.28410417632356066	 336.7725005223586	 3526.7940909999998	 0.29384993480548166	 341.5085057424223	 877.6200602989237	 1.3236683561131448	 116.96883121347213	 0.009745758481921019	 4.736005220063675	 3.8828170847812364E-4	 0.9255028990599281	 185.2446206459471	 1.3683430450148198E-5	 1.1400935359260788E-9	 3.7729956483680077E-7	 
100.99999999999997	 0.019246753053513116	 3.37936532590391E-4	 3.572764090032839	 2505.094589037529	 0.20872267069652492	 337.0855845284034	 2620.29285	 0.21832090654474498	 341.8359871022394	 873.7573963776583	 1.3240353766763449	 115.19826096247057	 0.00959823584822005	 4.750402573836006	 3.8828170847812364E-4	 0.9263903877836421	 182.33418524318503	 1.3534677195700874E-5	 1.1276995222712995E-9	 3.7899111412020774E-7	 
102.5	 0.01937173196944502	 3.4334899202771236E-4	 3.5020519980107263	 3712.5026589820973	 0.3093230384759275	 337.54956908611734	 3826.1069979999857	 0.3187884698996716	 342.31416980708894	 870.1843184300069	 1.3243775374537732	 113.6043390178883	 0.009465431423744073	 4.764600720971622	 3.8828170847812364E-4	 0.9276862837047597	 179.56451107635033	 1.3389881177500935E-5	 1.1156352226807097E-9	 3.806645669542288E-7	 
104.0	 0.019496710885376925	 3.486876130736487E-4	 3.4358385324666187	 4061.2565529061003	 0.33838096086902875	 338.05714052742087	 4173.413047	 0.3477257589000811	 342.83575844543907	 867.0090688508448	 1.324683718231609	 112.15649409389971	 0.00934479803105234	 4.7786179180182	 3.8828170847812364E-4	 0.9290998115929168	 176.93821121276835	 1.3248975220663192E-5	 1.103895040191424E-9	 3.823204095145159E-7	 
105.49999999999997	 0.019621689801308826	 3.539496057916915E-4	 3.3720771768644844	 2673.4528122817424	 0.22275015618271368	 338.3912657616949	 2784.1595925000124	 0.23197416510137425	 343.1837196930911	 863.7633780288454	 1.3249987262899703	 110.70678021827005	 0.009224008918660584	 4.7924539313961905	 3.8828170847812364E-4	 0.9300428017031115	 174.41132715983608	 1.311106122362036E-5	 1.0924041456299247E-9	 3.8395901573296083E-7	 
107.0	 0.01974666871724073	 3.5913232020818176E-4	 3.3111426836489044	 4180.627368839485	 0.34832685098186955	 338.9137560381677	 4289.927256	 0.3574336385877366	 343.7198701509727	 860.5769177089817	 1.325309964673209	 109.2998871605154	 0.009106787605867053	 4.806114112804991	 3.8828170847812364E-4	 0.9314957927553343	 171.98962623429878	 1.2976343582854E-5	 1.081179569163336E-9	 3.855807850867058E-7	 
108.5	 0.019871647633172635	 3.642332447723104E-4	 3.2525618317949045	 2310.5622784494867	 0.192514379169177	 339.2025276069215	 2418.4738875000003	 0.20150549644624402	 344.0221283956421	 857.3613343302087	 1.3256260127962214	 107.91160905051348	 0.00899111727706703	 4.819600788720591	 3.8828170847812364E-4	 0.9323149257403185	 169.66145984227776	 1.2844592643401165E-5	 1.0702021761061191E-9	 3.87186088350865E-7	 
109.99999999999997	 0.019996626549104536	 3.6925000445475113E-4	 3.1974766474952916	 3230.1314181132757	 0.26913221530225256	 339.6062259298749	 3336.837096	 0.2780228552662937	 344.43916267854155	 854.4527834132498	 1.3259135653328775	 106.70567788672462	 0.008890639964041144	 4.832936748666653	 3.8828170847812364E-4	 0.9334451067792702	 167.44898903752232	 1.2717051937892997E-5	 1.059575576698385E-9	 3.8877545171591255E-7	 
111.5	 0.02012160546503644	 3.7418035850582317E-4	 3.144422837998553	 2636.979344738643	 0.21971121322683765	 339.9357927497152	 2742.4106429999715	 0.22849567280150032	 344.7819061877438	 851.497783115778	 1.326207327891016	 105.43129826132868	 0.008784459574662683	 4.846113438028647	 3.8828170847812364E-4	 0.9343739565914031	 165.3200654560683	 1.2591745568184985E-5	 1.0491351405347386E-9	 3.9034915442671466E-7	 
113.0	 0.020246584380968345	 3.790221978952345E-4	 3.095156886297905	 4627.848517001371	 0.38558899383459866	 340.51417624046707	 4732.218176	 0.39428499839315273	 345.37333368533353	 849.0051151711023	 1.3264563840594759	 104.36965899862918	 0.008696004558554064	 4.8591574448664785	 3.8828170847812364E-4	 0.9359767508246335	 163.3101641160691	 1.2471010195396691E-5	 1.0390755565309286E-9	 3.9190776776151107E-7	 
